,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
294,2.14,Common Errors,It is time you,decide on your next,course of action.,No error,,B,Find the common error.
295,2.14,Common Errors,How to solve the problems,is the main concern of the organizers,at the moment.,No error,,B,Find the common error.
296,2.14,Common Errors,We requested the watchman,to clean up the basement,so that the children had enough space to play.,No error,,A,Find the common error.
297,2.14,Common Errors,He walks,as if the earth,belongs to him.,No error,,C,Find the common error.
298,2.14,Common Errors,The clerk was,not intimidated by,his boss’s bullying.,No error,,D,Find the common error.
299,2.14,Common Errors,This misogynist hates,"all mother-in-laws,",lady-doctors and house-maids.,No error,,B,Find the common error.
300,2.14,Common Errors,It is a truth that,those who are jealous of others,never get peace in life.,No error,,A,Find the common error.
301,2.14,Common Errors,Walking along,the bank of the river,the road begins to rise.,No error,,A,Find the common error.
302,2.14,Common Errors,Shyam is telling,that I have,stolen his pen.,No error,,A,Find the common error.
303,2.14,Common Errors,The driver showed,great talent in keeping,the damaged car under control.,No error,,B,Find the common error.
304,2.14,Common Errors,If it were possible to get near when,one of the volcanic eruptions take place,we should see a grand sight.,No error,,B,Find the common error.
305,2.14,Common Errors,Tea grows,both in Assam,and Cyclone.,No error,,C,Find the common error.
306,2.14,Common Errors,He described about,the unpleasant experiences,he had in the jail.,No error,,A,Find the common error.
307,2.14,Common Errors,I shall avail,of this opportunity,to meet you there.,No error,,B,Find the common error.
308,2.14,Common Errors,If I got riches,I would travel,around the world.,No error,,D,Find the common error.
309,2.14,Common Errors,Engines used in space shuttles,are much larger,and more strong than the ones used in Jet planes.,No error,,C,Find the common error.
310,2.14,Common Errors,Remember that a,stitch at a time,saves nine.,No error,,B,Find the common error.
311,2.14,Common Errors,The timid creature was driven,into a narrow lane,where it was slewed by the kidnapper.,No error,,C,Find the common error.
312,2.14,Common Errors,I was having a holiday,by seaside last summer,when I ran into captain Robinson.,No error,,D,Find the common error.
313,2.14,Common Errors,The G.M.,of the company,dispensed the Manager’s services.,No error,,C,Find the common error.
314,2.14,Common Errors,The river is in spate,and it has overflow,its banks.,No error,,B,Find the common error.
315,2.14,Common Errors,He was debarred,to appear,at the examination.,No error,,B,Find the common error.
316,2.14,Common Errors,A rise in rents and wages,have been found,to go together.,No error,,B,Find the common error.
317,2.14,Common Errors,It is not,I who is,to blame.,No error,,B,Find the common error.
318,2.14,Common Errors,Of the two great cities,the former is,biggest.,No error,,C,Find the common error.
319,2.14,Common Errors,"When I entered the bedroom,",I saw a snake crawling,on the ground.,No error,,D,Find the common error.
320,2.14,Common Errors,If I had lots of money,I’d give him some to anybody,who asked for it.,No error,,B,Find the common error.
321,2.14,Common Errors,The old man felled,some of the trees in the garden,with hardly no effort at all.,No error,,C,Find the common error.
322,2.14,Common Errors,"Until the world lasts,",the earth moves,round the sun.,No error,,D,Find the common error.
323,2.14,Common Errors,I go to the temple,as often as,I find time.,No error,,B,Find the common error.
324,2.14,Common Errors,A few tiles on the skylab,were the only equipments,that failed to perform well in outer space.,No error,,A,Find the common error.
325,2.14,Common Errors,Judge in him,prevailed upon the father,and he sentenced his son to death.,No error,,A,Find the common error.
326,2.14,Common Errors,Nine tenths,of the pillar,have rotted away.,No error,,C,Find the common error.
327,2.14,Common Errors,One major reason,for the popularity of television is,the most people like to stay at home.,No error,,C,Find the common error.
328,2.14,Common Errors,Our efforts are aimed,to bring about,a reconciliation.,No error,,B,Find the common error.
329,2.14,Common Errors,Three conditions critical,"for growing plants are soil, temperature, chemical balance",or amount of moisture.,No error,,A,Find the common error.
330,2.14,Common Errors,He who has suffered most,for the cause,let him speak.,No error,,A,Find the common error.
331,2.14,Common Errors,A cup of coffee,is an excellent complement,to smoked salmon.,No error,,C,Find the common error.
332,2.14,Common Errors,He is a university professor,but of his three sons,neither has any merit.,No error,,C,Find the common error.
333,2.14,Common Errors,After knowing truth,they took the right decision,in the matter.,No error,,A,Find the common error.
334,2.14,Common Errors,It is time you,decide on your next,course of action.,No error,,B,Find the common error.
335,2.14,Common Errors,The assassin was convicted,and ordered to be hung,even though the defence lawyers handled the case efficiently.,No error,,B,Find the common error.
336,2.14,Common Errors,Being unable to,cope up with the syllabus,he discontinued the course.,No error,,B,Find the common error.
337,2.14,Common Errors,If I was told earlier,I would have,certainly helped you.,No error,,A,Find the common error.
338,2.14,Common Errors,Alms,are given,to the poors.,No error,,C,Find the common error.
339,2.14,Common Errors,"Mrs. Pratap, being a good teacher,",she is selected,for the National Award.,No error,,B,Find the common error.
340,2.14,Common Errors,We have to,insure that members,fulfill the requirements.,No error,,B,Find the common error.
341,2.14,Common Errors,No sooner did the teacher,enter the class,when the students fulfilled the requirements.,No error,,C,Find the common error.
342,2.14,Common Errors,The type of qualities you acquire,depend upon your company,and so you associate yourselves with simple and good natured people.,No error,,B,Find the common error.
343,2.14,Common Errors,The earth’s atmosphere,comprises of,numerous gases.,No error,,B,Find the common error.
344,2.14,Common Errors,He,takes pain,over the work.,No error,,B,Find the common error.
345,2.14,Common Errors,Honesty always has and,will always be,a great virtue.,No error,,A,Find the common error.
346,2.14,Common Errors,It was irony,that while he was trying to help his neighbours,his own house was burnt to the ground.,No error,,A,Find the common error.
347,2.14,Common Errors,If we can work,slow and steady,we can finish by noon.,No error,,B,Find the common error.
348,2.14,Common Errors,Besides his children,there were present,his nephews and nieces.,No error,,D,Find the common error.
349,2.14,Common Errors,How do you manage to speak,to her with,so great patience.,No error,,C,Find the common error.
350,2.14,Common Errors,He not only cheated,"his friends,",but also his parents.,No error,,A,Find the common error.
351,2.14,Common Errors,By this time next year,Ramesh will take,his university degree.,No error,,B,Find the common error.
352,2.14,Common Errors,I slept ,rather late,last night.,No error,,A,Find the common error.
353,2.14,Common Errors,If I saved some money every month,I would be able to buy a vehicle of my choice,in no time.,No error,,D,Find the common error.
354,2.14,Common Errors,When I read his book,I implied from it,that he never understood women.,No error,,B,Find the common error.
355,2.14,Common Errors,This happened,just exactly,five years ago.,No error,,B,Find the common error.
356,2.14,Common Errors,Ramesh smiled when he was remembering,his hard early years,and his long road to success.,No error,,A,Find the common error.
357,2.14,Common Errors,Good heavens ! ,How has she,grown.,No error,,B,Find the common error.
358,2.14,Common Errors,"The doctor advised Mr. Murugan that,","because of his severe cramps,",he should lay in the bed for a few days.,No error,,C,Find the common error.
359,2.14,Common Errors,A variety of pleasant items in the shop,attract,everybody.,No error,,B,Find the common error.
360,2.14,Common Errors,The table’s legs,have been,elaborately carved.,No error,,A,Find the common error.
361,2.14,Common Errors,The sceneries,of Kashmir,is very charming.,No error,,A,Find the common error.
362,2.14,Common Errors,I would appreciate if readers,would write to me,about how they mediate.,No error,,A,Find the common error.
363,2.14,Common Errors,Neither of the two children,said their prayer,before going to bed.,No error,,B,Find the common error.
364,2.14,Common Errors,I sat down opposite him,and produced,the packet of cigarettes.,No error,,C,Find the common error.
365,2.14,Common Errors,The whole country,was suffering by,a financial crisis.,No error,,B,Find the common error.
366,2.14,Common Errors,I do not know where could he have gone,so early,in the morning.,No error,,A,Find the common error.
367,2.14,Common Errors,I suggest that,he goes,to the doctor as soon as he returns from taking the examination.,No error,,B,Find the common error.
368,2.14,Common Errors,The introduction of tea and coffee,and such other beverages,have not been without some effect.,No error,,C,Find the common error.
369,2.14,Common Errors,In spite of the roadblock,the guards allowed us,enter the restricted area to search for our friends.,No error,,C,Find the common error.
370,2.14,Common Errors,The newer type of automatic machines,washes,the clothes faster.,No error,,C,Find the common error.
371,2.14,Common Errors,By the time,we got our tickets and entered the cinema theatre,the show was already begun.,No error,,B,Find the common error.
372,2.14,Common Errors,Each of the students in the computer class,has to type,their own research paper this semester.,No error,,C,Find the common error.
373,2.14,Common Errors,The fact of me,being a stranger,does not excuse his conduct.,No error,,A,Find the common error.
374,2.14,Common Errors,The sea looks,as if it has been,agitated by a storm.,No error,,B,Find the common error.
375,2.14,Common Errors,A moment delay,would have proved costly,in the situation.,No error,,A,Find the common error.
376,2.14,Common Errors,Ram disappointed his mother,as he did not,write to her very often.,No error,,D,Find the common error.
377,2.14,Common Errors,After you will return,from Chennai,I will come and see you.,No error,,A,Find the common error.
378,2.14,Common Errors,Scenes from the film,had to be censured,before it was released.,No error,,D,Find the common error.
379,2.14,Common Errors,When my sister was ill,I went to the hospital,on alternative days.,No error,,C,Find the common error.
380,2.14,Common Errors,The beautiful,surrounding of the place,enchanted me.,No error,,B,Find the common error.
381,2.14,Common Errors,No Porter being available,he carried,all his luggages himself.,No error,,C,Find the common error.
382,2.14,Common Errors,He will not be able,to cope up with,the pressure of work. ,No error,,B,Find the common error.
383,2.14,Common Errors,Lasers are,indispensable tools,for the delicate eyes surgery.,No error,,C,Find the common error.
384,2.14,Common Errors,I feel great pleasure,to welcome you,to this institution.,No error,,B,Find the common error.
385,2.14,Common Errors,I found,the two first chapters of the book,particularly interesting.,No error,,B,Find the common error.
386,2.14,Common Errors,"Bacon, the father of the English essay",had a thirst,of knowledge.,No error,,C,Find the common error.
387,2.14,Common Errors,The train had left,when he had reached,the station.,No error,,B,Find the common error.
388,2.14,Common Errors,He said,that he will never,repeat the mistake.,No error,,B,Find the common error.
389,2.14,Common Errors,I am able,to cope up with,all these difficulties.,No error,,B,Find the common error.
390,2.14,Common Errors,I wish I am,the richest person,in the whole wide world.,No error,,A,Find the common error.
391,2.14,Common Errors,She is confident,to win gold medal,this time.,No error,,B,Find the common error.
392,2.14,Common Errors,The boy laid in the shelter,for a long time before,somebody came to rescue him.,No error,,A,Find the common error.
393,2.14,Common Errors,Standing at,the top of the hill,the houses below were hardly visible.,No error,,A,Find the common error.
394,2.14,Common Errors,Kambli is one of the players,who has been selected,for the test match.,No error,,B,Find the common error.
395,2.14,Common Errors,Being,a rainy day,I could not go out.,No error,,A,Find the common error.
396,2.14,Common Errors,He is,capable to do his work,within the stipulated period.,No error,,B,Find the common error.
397,2.14,Common Errors,I’ll send my servant,but I can’t insure,that he’ll reach there in time.,No error,,B,Find the common error.
398,2.14,Common Errors,The lawyer asked the complainer,to put his sign,on the paper.,No error,,B,Find the common error.
399,2.14,Common Errors,"When you have gone through the papers,",kindly return them,to us.,No error,,A,Find the common error.
400,2.14,Common Errors,You could be better off these days,and this enables you,to have little more fun.,No error,,C,Find the common error.
401,2.14,Common Errors,"In that wholesale shop,",they do not sell,fewer than bags of rice.,No error,,C,Find the common error.
402,2.14,Common Errors,The period,between 1990 to 1999,was very significant in my life.,No error,,B,Find the common error.
403,2.14,Common Errors,He isn’t the fastest bowler,in the Indian team,isn’t he ?,No error,,C,Find the common error.
404,2.14,Common Errors,I went into,the bank and,withdrew some money.,No error,,A,Find the common error.
405,2.14,Common Errors,The strain of all,the difficulties and vexations and anxieties,are more than he could beat.,No error,,C,Find the common error.
406,2.14,Common Errors,In the background they could hear John laughing and joking study loudly,John was the life and soul of any party,and he was cracking a joke every few minutes.,No error,,C,Find the common error.
407,2.14,Common Errors,I was thinking,if I could do,anything to help.,No error,,A,Find the common error.
408,2.14,Common Errors,I meant nothing,less than,to compel you to come.,No error,,B,Find the common error.
409,2.14,Common Errors,Females,are not appointed,in our college.,No error,,C,Find the common error.
410,2.14,Common Errors,He has read four plays,written by Shakespeare,by the end of his vacation.,No error,,A,Find the common error.
411,2.14,Common Errors,The officer,is angry on the clerk,for not attending to the work.,No error,,B,Find the common error.
412,2.14,Common Errors,Banks were developed to keep people’s money safe,and to make it available,when they need it.,No error,,C,Find the common error.
413,2.14,Common Errors,Based on the newspaper reports,we can conclude that,many accidents caused by reckless driving.,No error,,C,Find the common error.
414,2.14,Common Errors,He walked,till the,end of the street.,No error,,B,Find the common error.
415,2.14,Common Errors,"If there are stars in the galaxy,",how much are,suitable for life.,No error,,B,Find the common error.
416,2.14,Common Errors,The value of the dollar,declines as the rate,of inflation raises.,No error,,C,Find the common error.
417,2.14,Common Errors,One of my desires,are to become,a doctor.,No error,,B,Find the common error.
418,2.14,Common Errors,A hot and,a cold spring,was found near each other.,No error,,C,Find the common error.
419,2.14,Common Errors,All doubts are cleared,between,you and I.,No error,,C,Find the common error.
420,2.14,Common Errors,Either of the roads,lead,to the park.,No error,,B,Find the common error.
421,2.14,Common Errors,I went to the temple,"with my parents, my aunts",and my cousin sisters.,No error,,C,Find the common error.
422,2.14,Common Errors,I have passed,the examination,two years ago.,No error,,A,Find the common error.
423,2.14,Common Errors,The earth moves,"round the Sun,",isn’t it.,No error,,C,Find the common error.
424,2.14,Common Errors,Unless you do not give,you will be shot.,you will be shot.,No error,,A,Find the common error.
425,2.14,Common Errors,A milk,can provide protein,for a nutritionally balanced diet.,No error,,A,Find the common error.
426,2.14,Common Errors,When the football team walked onto the field,"the crowd burst into applause,",but some cheers were heard too.,No error,,C,Find the common error.
427,2.14,Common Errors,"A lot of form-filling is just red tape,",and sometimes the forms are so complicated,that people can’t make head or tail from them.,No error,,C,Find the common error.
428,2.14,Common Errors,You are required to explain,your conduct within two days,of the receipt of this letter.,No error,,D,Find the common error.
429,2.14,Common Errors,I now,am knowing,all the facts about him.,No error,,B,Find the common error.
430,2.14,Common Errors,No sooner had the hockey match started,when it began,to rain.,No error,,B,Find the common error.
431,2.14,Common Errors,The Secretariat,comprises of,many air conditioned rooms.,No error,,B,Find the common error.
432,2.14,Common Errors,It is high time,he stood on his own,two legs.,No error,,C,Find the common error.
433,2.14,Common Errors,You should avoid,to travel,in the rush hour.,No error,,B,Find the common error.
434,2.14,Common Errors,There is,only one of his novels,that are interesting.,No error,,D,Find the common error.
435,2.14,Common Errors,He denied,to have,been there.,No error,,B,Find the common error.
436,2.14,Common Errors,Knowledge of,at least two languages,are required to pass the examination.,No error,,C,Find the common error.
437,2.14,Common Errors,The members of the Opposition Party in the Parliament,shout upon the minister,if he makes a wrong statement.,No error,,B,Find the common error.
438,2.14,Common Errors,Everyone of the films,you suggested,are not worth seeing.,No error,,C,Find the common error.
439,2.14,Common Errors,The Secretary and the Principal of the college,are attending,the District Development Council Meeting at the Collectorate.,No error,,D,Find the common error.
440,2.14,Common Errors,We had a lot of difficulty,to find,the house.,No error,,B,Find the common error.
441,2.14,Common Errors,Patience as well as perservance,are necessary,for success.,No error,,B,Find the common error.
442,2.14,Common Errors,The passer-by told us,where was the marriage hall,and even led us to it.,No error,,B,Find the common error.
443,2.14,Common Errors,The increase in consumption,is directly proportional to the increase,in income.,No error,,D,Find the common error.
444,2.14,Common Errors,In Singapore,my brother-in-law with his wife,were present at the function.,No error,,C,Find the common error.
445,2.14,Common Errors,Scarcely had,I arrived than,the train left.,No error,,B,Find the common error.
446,2.14,Common Errors,The reason why,he was rejected,was because he was too young.,No error,,C,Find the common error.
447,2.14,Common Errors,Teachers of various schools,met to discuss about,how to improve the standard of English.,No error,,B,Find the common error.
448,2.14,Common Errors,His tradition-bound attitude,had to be a constant source of dissatisfaction,among the younger members of the family.,No error,,B,Find the common error.
449,2.14,Common Errors,The two first to arrive,were the lucky recipients,of a surprise gift.,No error,,A,Find the common error.
450,2.14,Common Errors,To die with honour,is better than,live with dishonour.,No error,,C,Find the common error.
451,2.14,Common Errors,It is I,who is to blame,for this bad situation.,No error,,B,Find the common error.
452,2.14,Common Errors,Gowri told me,his name after,he left.,No error,,C,Find the common error.
453,2.14,Common Errors,John would have told,you the truth,if you had asked him.,No error,,D,Find the common error.
454,2.14,Common Errors,My sister,has read,pages after pages of the Bible.,No error,,C,Find the common error.
455,2.14,Common Errors,Your success in the IAS examination depends not only on,what papers you have selected,but on how you have written them.,No error,,C,Find the common error.
456,2.14,Common Errors,Heavy rain,prevented us,to go to the cinema.,No error,,C,Find the common error.
457,2.14,Common Errors,If the majority of the individuals in a State,prosper,the State itself would prosper.,No error,,C,Find the common error.
458,2.14,Common Errors,"If motorists do not observe the traffic regulations,","they will be stopped, ticketed",and have to pay a fine.,No error,,C,Find the common error.
459,2.14,Common Errors,He asked,supposing if he fails,what he would do.,No error,,B,Find the common error.
460,2.14,Common Errors,I saw him,a couple of times,since May.,No error,,A,Find the common error.
461,2.14,Common Errors,Tea,which I am drinking,is hot.,No error,,A,Find the common error.
462,2.14,Common Errors,Although the police officer sympathized with the poor,he refused to,take an action against the rich man.,No error,,C,Find the common error.
463,2.14,Common Errors,We were looking forward,to hear news,about the missing fishermen.,No error,,B,Find the common error.
464,2.14,Common Errors,The actress,was shocked,by the news of her dog’s death.,No error,,C,Find the common error.
465,2.14,Common Errors,One of the questions,he asked me was,“Who did you travel with?”,No error,,D,Find the common error.
466,2.14,Common Errors,I know,a doctor,you are referring to.,No error,,B,Find the common error.
467,2.14,Common Errors,The introduction of job-oriented courses,in the self-financing colleges,attract many students.,No error,,C,Find the common error.
468,2.14,Common Errors,It is better,to keep one’s head in the face of danger than,losing one’s courage.,No error,,C,Find the common error.
469,2.14,Common Errors,The short story,should not exceed,more than two hundred words.,No error,,C,Find the common error.
470,2.14,Common Errors,A city dweller finds it difficult,to pass away the time,in a village.,No error,,B,Find the common error.
471,2.14,Common Errors,Visitors,were not permitted,entering the park after dark.,No error,,C,Find the common error.
472,2.14,Common Errors,The fifth and final act,of Macheth contain,the sleep walking scene.,No error,,B,Find the common error.
473,2.14,Common Errors,One of the terrorists,of Kashmir Valley,are shot dead.,No error,,C,Find the common error.
474,2.14,Common Errors,Ten kilometers,is,a long distance to walk.,No error,,D,Find the common error.
475,2.14,Common Errors,The young man’s foolish behaviour,did not add but,detracted from his employer’s opinion of him.,No error,,C,Find the common error.
476,2.14,Common Errors,The battle of life,is so monotonous today that people have to,go the pictures to see real romances.,No error,,C,Find the common error.
477,2.14,Common Errors,Having examined,"its financial feasibility, the proposal",was sent to the Board.,No error,,A,Find the common error.
478,2.14,Common Errors,They were counting,on me,helping them out.,No error,,C,Find the common error.
479,2.14,Common Errors,There is,no place,in this compartment.,No error,,B,Find the common error.
480,2.14,Common Errors,When shall we,arrive,to our destination.,No error,,C,Find the common error.
481,2.14,Common Errors,"Based on the newspaper reports,",we can conclude that,many accidents caused by reckless driving.,No error,,C,Find the common error.
482,2.14,Common Errors,Females,are not appointed,in our college.,No error,,C,Find the common error.
483,2.14,Common Errors,The officer,"is angry, on the clerk",for not attending to the work.,No error,,B,Find the common error.
484,2.14,Common Errors,No sooner,I had spoken,than he left.,No error,,B,Find the common error.
485,2.14,Common Errors,Computer education,in universities and colleges today,leave much to be desired.,No error,,C,Find the common error.
486,2.14,Common Errors,You will be persecuted,for bringing seeds,into Australia.,No error,,A,Find the common error.
487,2.14,Common Errors,You must either tell me,"the whole story or, at least",the first half of it.,No error,,A,Find the common error.
488,2.14,Common Errors,Our new neighbours,had been living in Arizona,since ten years before moving to their present house.,No error,,C,Find the common error.
489,2.14,Common Errors,If I was you,I would not attend,the function.,No error,,A,Find the common error.
490,2.14,Common Errors,It is high time,he stood on his own,two legs.,No error,,C,Find the common error.
491,2.14,Common Errors,Had he told me earlier,about this,I would help him.,No error,,C,Find the common error.
492,2.14,Common Errors,Knowledge of,at least two languages,are required to pass the examination.,No error,,C,Find the common error.
493,2.14,Common Errors,When I arrived,I found them both sitting at table,waiting on me.,No error,,C,Find the common error.
494,2.14,Common Errors,It’s high time,the government takes effective steps,against malaria.,No error,,B,Find the common error.
495,2.14,Common Errors,Here is the money,that you lent it,to me.,No error,,B,Find the common error.
496,2.14,Common Errors,The Indian tax law requires,every citizen pays his income tax,before he leaves for another country.,No error,,B,Find the common error.
497,2.14,Common Errors,He has known me,since,six years.,No error,,B,Find the common error.
498,2.14,Common Errors,No sound,but their own voices,were heard.,No error,,D,Find the common error.
499,2.14,Common Errors,The patient,was accompanied,with his friend.,No error,,C,Find the common error.
