,cat_num,cat_name,Question,optA,optB,optC,optD,optE,correct
255,2.3,Adjective,Find the error. (Adjective),"Now-a-days,",the weather,is getting cold and,colder.,No error,C
256,2.3,Adjective,Find the error. (Adjective),Patrick often tells,us that he does not,like anything more than,sleeping peacefully.,No error,E
257,2.3,Adjective,Find the error. (Adjective),This photograph,was comparatively better,than that which he had kept,in his purse.,No error,B
258,2.3,Adjective,Find the error. (Adjective),Vishakha was startled,to see in,her drawing room,a most popular film producer.,No error,E
259,2.3,Adjective,Find the error. (Adjective),India is,better than most others,film producing countries,of the world.,No error,B
260,2.3,Adjective,Find the error. (Adjective),Sam failed to find,out the solution to all the problems,despite his thoroughly,study of the book.,No error,C
261,2.3,Adjective,Find the error. (Adjective),Science has given,"us a lot, yet",life is becoming,more and more painful.,No error,E
262,2.3,Adjective,Find the error. (Adjective),"Rodger is as good,",if not better than all the,members of the club,which is known as the Lions Club.,No error,A
263,2.3,Adjective,Find the error. (Adjective),Nathan felt happily,to learn that his,younger brother had got,a prestigious job in the bank.,No error,A
264,2.3,Adjective,Find the error. (Adjective),The Principal has great power,of making some useful,plans but the professors,have been greatest ability to foil them.,No error,D
265,2.3,Adjective,Find the error. (Adjective),"But for your help,",no boy would have,succeeded in an,All India competition like this.,No error,E
266,2.3,Adjective,Find the error. (Adjective),Adam wanted,certain boy,to make entry into,the Principal’s chamber. ,No error,B
267,2.3,Adjective,Find the error. (Adjective),There were only two,soldiers but each and every,soldier was equal,to five policemen.,No error,B
268,2.3,Adjective,Find the error. (Adjective),The ten captains,had each an,achievements of,his own.,No error,E
269,2.3,Adjective,Find the error. (Adjective),These sort of men,"attain worldly success by hook or by crook,",so they deserve to,be looked down upon.,No error,A
270,2.3,Adjective,Find the error. (Adjective),Kim’s black long,hair adds,glamour to,her looks.,No error,A
271,2.3,Adjective,Find the error. (Adjective),I began to,tremble when I saw,a sharp long knife,in my enemy’s hand.,No error,C
272,2.3,Adjective,Find the error. (Adjective),I saw,an anxious pale girl,who when asked let me know,that she was suffering from consumption.,No error,B
273,2.3,Adjective,Find the error. (Adjective),It is a fact that,Mahatma Gandhi was,the first politician,of his time.,No error,C
274,2.3,Adjective,Find the error. (Adjective),At the utmost gate,was standing a guard,holding a gun in,his hand.,No error,A
275,2.3,Adjective,Find the error. (Adjective),Everybody knows,that Ritu,is the most unique,singer of this college.,No error,C
276,2.3,Adjective,Find the error. (Adjective),Shikha can sing,much than fifty songs at a,stretch and she had developed,this ability by labouring hard.,No error,B
277,2.3,Adjective,Find the error. (Adjective),Maria was curious to,know what it was that made,him stronger,and braver than any man of this village.,No error,D
278,2.3,Adjective,Find the error. (Adjective),Riya has a remarkably,lovingly appearance,which brings her honour,and admiration as well.,No error,B
279,2.3,Adjective,Find the error. (Adjective),A lots of book,on English Grammar are available,in the market but,this one is the best.,No error,A
280,2.3,Adjective,Find the error. (Adjective),Nicole had no other,hobby than that of,wearing a dress of,the latest design.,No error,E
281,2.3,Adjective,Find the error. (Adjective),This young lady is,more beautiful,but not so cultured,as her youngest sister.,No error,B
282,2.3,Adjective,Find the error. (Adjective),"Much of his fortune, he",married a girl who was,more tall and lovelier than,her elder sister.,No error,C
283,2.3,Adjective,Find the error. (Adjective),What pleases him,more,is a healthy criticism,of his performance.,No error,B
284,2.3,Adjective,Find the error. (Adjective),It was no,other than Indira Gandhi,who evinced an exceptional ability to lead,the country to fame.,No error,E
285,2.3,Adjective,Find the error. (Adjective),None can,believe that,Rafael is happier,than grieved to know it.,No error,C
286,2.3,Adjective,Find the error. (Adjective),Delhi is far,better than any other,metropolis,of Pakistan.,No error,B
287,2.3,Adjective,Find the error. (Adjective),All your attempts,are daring,but this one is certainly,the more daring.,No error,D
288,2.3,Adjective,Find the error. (Adjective),This is the,"more difficult sum,",I have ever solved,within five minutes.,No error,B
289,2.3,Adjective,Find the error. (Adjective),There is no one,whom I esteem,highly than,your mother and father.,No error,C
