,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
247,1.3,One Word Substitution,To renounce a high position of authority or control,Abduct,Abandon,Abort,Abdicate,D,One word Substitution
248,1.3,One Word Substitution,Not to be moved by entreaty,Rigorous,Negligent,Inexorable,Despotic,C,One word Substitution
249,1.3,One Word Substitution,A form of government in which the people have a voice in the exercise of power,Autocracy,Democracy,Hypocrisy,Theocracy,B,One word Substitution
250,1.3,One Word Substitution,Belonging to a group having a common cultural tradition,Groupism,Social,Ethnic,Communal,C,One word Substitution
251,1.3,One Word Substitution,A speech made without any preparation on the spur of the moment,Elocution,Extempore,Monologue,Oration,B,One word Substitution
252,1.3,One Word Substitution,The art practised by statesman and ambassadors,Aristocracy,Clemency,Plebiscite,Diplomacy,D,One word Substitution
254,1.3,One Word Substitution,A remedy for all ills,Narcotic,Panacea,Medicine,Quack,B,One word Substitution
255,1.3,One Word Substitution,The time between midnight and noon,Afternoon,Antipodes,Ante-meridiem,Antenatal,C,One word Substitution
256,1.3,One Word Substitution,"One who is a dabbler in arts, science or literature",Dilettante,Aesthete,Maestro,Connoisseur,A,One word Substitution
257,1.3,One Word Substitution,Fear of height,Claustrophobia,Hydrophobia,Acrophobia,Pyrophobia,C,One word Substitution
258,1.3,One Word Substitution,Still existing and known,Extent,Extant,Eternal,Immanent,B,One word Substitution
259,1.3,One Word Substitution,One who tends to take a hopeful view of life,Magnate,Creator,Pacifist,Optimist,D,One word Substitution
260,1.3,One Word Substitution,Belonging to all parts of the world,Common,Universal,Worldly,International,B,One word Substitution
261,1.3,One Word Substitution,To be known for bad acts,Famous,Notorious,Criminal,Terrorist,B,One word Substitution
262,1.3,One Word Substitution,Words of similar meaning,Homonyms,Pseudonyms,Antonyms,Synonyms,D,One word Substitution
263,1.3,One Word Substitution,Instrument of measure atmospheric pressure,Metronome,Compass,Pedometer,Barometer,D,One word Substitution
264,1.3,One Word Substitution,Occurring at night,Nightly,Dark,Neurotic,Nocturnal,D,One word Substitution
265,1.3,One Word Substitution,Determine the nature of the disease,Investigate,Determine,Diagnose,Detect,C,One word Substitution
266,1.3,One Word Substitution,To run away with a lover,Deceive,Cheat,Escape,Elope,D,One word Substitution
267,1.3,One Word Substitution,Science of heredity,Hereditary,Genetics,Genesis,Inheritance,B,One word Substitution
268,1.3,One Word Substitution,Arrangement in order of occurrence,Timely,Chronological,Chronic,Temporal,B,One word Substitution
269,1.3,One Word Substitution,Seeing something which is not actually present,Imagination,Presumption,Hallucination,Supposition,C,One word Substitution
270,1.3,One Word Substitution,With much liveliness and a sense of purpose,Lousily,Jocularly,Zealously,Jauntily,C,One word Substitution
271,1.3,One Word Substitution,Person who insists on adherence to formal rules or literary meaning,Scholar,Pedant,Pedagogue,Literalist,D,One word Substitution
272,1.3,One Word Substitution,Calmness and indifference to suffering,Stoicism,Despair,Agony,Materialism,A,One word Substitution
273,1.3,One Word Substitution,The practice of having more than one husband,Polyandry,Polygamy,Bigamy,Debauchery,A,One word Substitution
274,1.3,One Word Substitution,One who is unable to pay debts,Debtor,Indebted,Borrower,Insolvent,D,One word Substitution
275,1.3,One Word Substitution,A roundabout way of speaking,Loose-tongued,Loquacious,Circumlocution,Talkative,C,One word Substitution
276,1.3,One Word Substitution,An order requiring a person to attend a court,Courtship,Agreement,Subpoena,Command,C,One word Substitution
277,1.3,One Word Substitution,An imaginary name assumed by an author for disguise,Facsimile,Surname,Alias,Pseudonym,D,One word Substitution
278,1.3,One Word Substitution,Murder of brother,Homicide,Infanticide,Patricide,Fratricide,D,One word Substitution
279,1.3,One Word Substitution,An extreme fear of being in a small confined place,Hydrophobia,Paraphernalia,Claustrophobia,Progeria,C,One word Substitution
280,1.3,One Word Substitution,An inscription on a tomb,Epitaph,Crypt,Obituary,Legacy,A,One word Substitution
281,1.3,One Word Substitution,Allowance due to a wife from her husband on separation,Patrimony,Antimony,Parsimony,Alimony,D,One word Substitution
282,1.3,One Word Substitution,Practice of employing spies in war,Esplanade,Espionage,Espadrille,Estrangement,B,One word Substitution
283,1.3,One Word Substitution,A fixed territory in which authority can be exercised,Jurisdiction,Judiciary,Jurisprudence,Juristic,A,One word Substitution
284,1.3,One Word Substitution,The art of making fireworks,Chromatics,Numismatics,Pyrotechnics,Cosmetics,C,One word Substitution
285,1.3,One Word Substitution,Give off bubbles of gas,Efface,Effervesce,Effloresce,Effuse,B,One word Substitution
286,1.3,One Word Substitution,A system of governance controlled by persons of high intellectual ability,Oligarchy,Democracy,Meritocracy,Snobbery,C,One word Substitution
287,1.3,One Word Substitution,Sudden and violent change,Cataclysm,Catalysis,Catacombs,Catechism,A,One word Substitution
288,1.3,One Word Substitution,A small waterfall or group of waterfalls flowing down a Rocky hill side is called,Hurricane,Stream,Volcano,Cascade,D,One word Substitution
289,1.3,One Word Substitution,A noisy and bombastic speech addressed to a large assembly,Rhetoric,Cacophony,Harangue,Oration,C,One word Substitution
291,1.3,One Word Substitution,The practice of a woman having more than one husband at the same time,Polygamy,Polyphony,Polyandry,Polygyny,C,One word Substitution
292,1.3,One Word Substitution,Specializes in nose diseases,Otologist,Rhinologist,Endocrinologist,Gerontologist,B,One word Substitution
293,1.3,One Word Substitution,An appearance of objects often simulating the appearance of water,Image,Mirage,Reflection,Refraction,B,One word Substitution
294,1.3,One Word Substitution,An involuntary action under a stimulus,Complex,Reflex,Reflection,Response,B,One word Substitution
295,1.3,One Word Substitution,A continuous process of change,Transformation,Metamorphosis ,Flux,Adynamism,A,One word Substitution
296,1.3,One Word Substitution,The use of many words where only a few are necessary,Circumlocution,Circumspection,Circumspection,Circumvention,A,One word Substitution
297,1.3,One Word Substitution,Circular building or hall with a dome,Edifice,Palace,Rotunda,Spire,C,One word Substitution
298,1.3,One Word Substitution,One who is a citizen not of a country but of the world,Bohemian,Cosmopolitan,Philanthropist,Internationalist,B,One word Substitution
299,1.3,One Word Substitution,One who hides away on a ship to obtain a free passage,Compositor,Stoker,Stowaway,Shipwright,C,One word Substitution
300,1.3,One Word Substitution,Clues available at a scene,Circumstantial,Derivative,Inferential,Suggestive,A,One word Substitution
301,1.3,One Word Substitution,An unexpected piece of good fortune,Windfall,Philanthropy,Benevolence,Turnstile,A,One word Substitution
302,1.3,One Word Substitution,An emolument over and above fixed income or salary,Honorarium,Sinecure,Perquisite,Prerogative,A,One word Substitution
303,1.3,One Word Substitution,The animals of a particular region,Flora,Museum,Zoo,Fauna,D,One word Substitution
304,1.3,One Word Substitution,Science of the races of mankind,Genealogy,Epistemology,Ethnology,Sociology,C,One word Substitution
305,1.3,One Word Substitution,Detaining and confining someone,Interruption,Interrogation,Interment,Internment,D,One word Substitution
306,1.3,One Word Substitution,An underhand device resorted to in order to justify misconduct,Subterfuge,Manoeuvre,Stratagem,Complicity,A,One word Substitution
307,1.3,One Word Substitution,One who criticises popular beliefs which he thinks is mistaken or unwise,Philistine,Iconoclast,Imposter,Cannibal,B,One word Substitution
308,1.3,One Word Substitution,Impossible to describe,Miraculous,Ineffable,Stupendous,Appalling,B,One word Substitution
309,1.3,One Word Substitution,"A person who can appreciate art, music etc.",Epicure,Gourmet,Connoisseur,Cosmopolitan,C,One word Substitution
310,1.3,One Word Substitution,Two words different in spelling an meaning but pronounced alike,Homonyms,Homographs,Synonyms,Homophones,A,One word Substitution
311,1.3,One Word Substitution,A servile self-seeker who attempts to win favour by flattering influential people.,Nepotist,Sycophant,Psychopath,Hedonist,B,One word Substitution
312,1.3,One Word Substitution,An abnormal fear of high places.,Hydrophobia,Claustrophobia,Aerophobia,Acrophobia,D,One word Substitution
313,1.3,One Word Substitution,The belief that nothing can be known about God,Agnosticism,Theism,Atheism,Henotheism,A,One word Substitution
314,1.3,One Word Substitution,That which would burn easily,Incendiary,Incantatory,Inflammable,Incandescent,C,One word Substitution
315,1.3,One Word Substitution,Place of gathering for public discussion,Platform,Dias,Stage,Forum,D,One word Substitution
316,1.3,One Word Substitution,An addition to the end of a letter,Postscript,Prelude,Postnatal,Postmortem,A,One word Substitution
317,1.3,One Word Substitution,Young cow that has not yet had a calf,Cowlet,Colt,Ewe,Heifer,D,One word Substitution
318,1.3,One Word Substitution,A mournful song (or poem) for the dead,Ballad,Dirge,Ode,Lyric,B,One word Substitution
319,1.3,One Word Substitution,The dead skin cast off by a snake,Bough,Slough,Peeling,Borough,B,One word Substitution
320,1.3,One Word Substitution,Science dealing with bird life,Zymology,Ornithology,Etymology,Philology,B,One word Substitution
321,1.3,One Word Substitution,One who is from 60 to 69 years old,Sexton,Sexologist,Sexagenarian,Sextuplet,C,One word Substitution
322,1.3,One Word Substitution,Someone who keeps bees,Apiarist,Horticulturist,Ornithologist,Pathologist,A,One word Substitution
324,1.3,One Word Substitution,That which cannot be captured,Untakable,Ungrippable,Impregnable,Slippery,D,One word Substitution
325,1.3,One Word Substitution,One who breaks the law,Aggressor,Politician,Transgressor,Pedestrian,C,One word Substitution
326,1.3,One Word Substitution,Study of insects is,Etymology,Entomology,Ecology,Embryology,B,One word Substitution
327,1.3,One Word Substitution,"Careful in the spending of money, time etc.",Punctual,Economical,Miserly,Calculative,B,One word Substitution
328,1.3,One Word Substitution,Reproduction of memorizing word for word,Verbatim,Verbose,Verbiage,Verbalism,A,One word Substitution
329,1.3,One Word Substitution,Belief that God is in everything and that everything is God,Atheism,Pantheism,Scepticism,Animism,B,One word Substitution
330,1.3,One Word Substitution,A picture of a person or a thing drawn in such a highly exaggerated manner as to cause laughter,Cartoon,Cacography,Cartography,Caricature,D,One word Substitution
331,1.3,One Word Substitution,The state of being miserable bereft of all possessions,Dependant,Complacent,Destitute,Omnipresent,C,One word Substitution
332,1.3,One Word Substitution,That which cannot be called back,Irresponsible,Irrevocable,Irredeemable,Incalculable,B,One word Substitution
333,1.3,One Word Substitution,One who journey from place to place,Quack,Cannibal,Itinerant,Courier,C,One word Substitution
334,1.3,One Word Substitution,Government by a ruler who has unlimited power,Despotism,Autocracy,Monarchy,Anarchy,B,One word Substitution
335,1.3,One Word Substitution,An occasion of great importance,Exemplary,Momentous,Herculean,Grandiose,B,One word Substitution
336,1.3,One Word Substitution,A person who is always hopeful and looks upon the brighter side of things,Florist,Artist,Theist,Optimist,D,One word Substitution
337,1.3,One Word Substitution,Place of burial,Cave,Church,Synagogue,Cemetry,D,One word Substitution
338,1.3,One Word Substitution,To have a very high opinion of oneself,Exaggeration,Adulation,Abundance,Conceited,D,One word Substitution
339,1.3,One Word Substitution,One who believes in giving equal opportunity to women in all fields,Fanatic,Misogynist,Philanderer,Feminist,D,One word Substitution
340,1.3,One Word Substitution,Inability to sleep,Hysteria,Insomnia,Aphasia,Amnesia,B,One word Substitution
341,1.3,One Word Substitution,One who is given to pleasure of the flesh,Terrestrial,Epicurean,Celestial,Pedestrian,B,One word Substitution
342,1.3,One Word Substitution,A tank where fish or water plants are kept,Aquarium,Sanatorium,Addict,Aviary,A,One word Substitution
343,1.3,One Word Substitution,A person who never takes alcoholic drinks,Teetotaller,Alcoholic,Addict,Bagpiper,A,One word Substitution
344,1.3,One Word Substitution,To be biased against ,Partial,Objective,Prejudiced,Predestined,C,One word Substitution
345,1.3,One Word Substitution,"Motion of head, hands etc. as a mode of expression indicating attitude",Gesture,Grin,Gestation,Grimace,A,One word Substitution
346,1.3,One Word Substitution,Bitter and violent attack in words,Diaspora,Diacriticism,Diadem,Diatribe,D,One word Substitution
347,1.3,One Word Substitution,Treatment by means of exercise and massage,Chemotherapy,Hydrotherapy,Physiotherapy,Psychotherapy,C,One word Substitution
349,1.3,One Word Substitution,A place where birds are kept,Aquarium,Den,Aviary,Sanctuary,C,One word Substitution
350,1.3,One Word Substitution,A method which never fails,Unflinching,Irreparable,Irremediable,Infallible,A,One word Substitution
351,1.3,One Word Substitution,Something which cannot to believed,Inevitable,Ineffable,Incredible,Ineluctable,C,One word Substitution
352,1.3,One Word Substitution,Body of a human being or animal embalmed for burial,Corpse,Mummy,Morgue,Mortuary,B,One word Substitution
353,1.3,One Word Substitution,Of very bad morals; characterised by debasement or degeneration,Desultory,Dilapidated,Depraved,Dilatory,C,One word Substitution
354,1.3,One Word Substitution,A government by officials,Oligarchy,Aristocracy,Plutocracy,Bureaucracy,D,One word Substitution
355,1.3,One Word Substitution,One who walks in sleep,Somniloquist,Egoist,Somnambulist,Altruist,C,One word Substitution
356,1.3,One Word Substitution,Commencement of adjacent words with the same letter,Pun,Alliteration,Transferred epithet,Oxymoron,B,One word Substitution
357,1.3,One Word Substitution,A specialist who tests eyesight,Optician,Opthalmologist,Ichthylologist,Neurologist,B,One word Substitution
358,1.3,One Word Substitution,A wall built to prevent the sea or a river from flooding an area.,Dam,Mound,Dyke,Embankment,D,One word Substitution
359,1.3,One Word Substitution,One who has obstinate and narrow religious views,Theosophist,Bigot,Philosopher,Theologian,B,One word Substitution
360,1.3,One Word Substitution,The sound of a funeral bell,Knell,Spell,Dong,Ding-dong,A,One word Substitution
361,1.3,One Word Substitution,Military waking signal sounded in the morning,Reveille,Lullaby,Anthem,Soprano,A,One word Substitution
362,1.3,One Word Substitution,Study of insects,Ecology,Embryology,Entomology,Biology,C,One word Substitution
363,1.3,One Word Substitution,A person in his seventies,Sexagenarian,Septuagenarian,Clever,Patriarch,B,One word Substitution
364,1.3,One Word Substitution,Belief that war and violence are unjustified,Neutralisation,Pessimism,Naturalisation,Pacifism,D,One word Substitution
365,1.3,One Word Substitution,A group of girls,Bevy,Convoy,Troupe,Coterie,A,One word Substitution
366,1.3,One Word Substitution,Causing or ending in death,Fatal,Deadly,Serious,Dangerous,A,One word Substitution
367,1.3,One Word Substitution,A short poem or speech addressed to the spectators after the conclusion of a drama,Prologue,Dialogue,Epilogue,Monologue,C,One word Substitution
368,1.3,One Word Substitution,One who loves books,Scholar,Bibliographer,Teacher,Bibliophile,D,One word Substitution
369,1.3,One Word Substitution,Building in which dead bodies are kept for a time,Mortuary,Monastery,Sanatorium,Crematorium,A,One word Substitution
370,1.3,One Word Substitution,One who believes that gaining pleasure is the most important thing in life,Hedonist,Pessimist,Misanthrope,Philologist,A,One word Substitution
371,1.3,One Word Substitution,One who breaks the established traditions and image,Fatalist,Fanatic,Iconoclast,Philologist,C,One word Substitution
372,1.3,One Word Substitution,Property handed down after the death of a person,Legacy,Legend,Patrimony,Inheritance,D,One word Substitution
374,1.3,One Word Substitution,Wild and noisy disorder,Agitation,Revolution,Pandemnium,Stir,C,One word Substitution
375,1.3,One Word Substitution,The first public speech delivered by a person,Maiden speech,Inaugural speech,Trial speech,Marathon speech,A,One word Substitution
376,1.3,One Word Substitution,One who does not follow the usual rules of social life,Bohemian,Artisan,Partisan,Physician,A,One word Substitution
377,1.3,One Word Substitution,Placing a thing beside another,Impose,Repose,Juxtapose,Expose,C,One word Substitution
378,1.3,One Word Substitution,Expert in the scientific study of birds,Dermatologist,Zoologist,Omithologist,Astronaut,C,One word Substitution
379,1.3,One Word Substitution,One who deserts his principles or party,Apostle,Proselyte,Renegade,Critic,C,One word Substitution
380,1.3,One Word Substitution,One who intervenes between two or more parties to settle differences,Neutral,Intermediary,Judge,Connoisseur,B,One word Substitution
381,1.3,One Word Substitution,The habit of always admiring oneself,Psychosis,Neurosis,Narcissism,Paranoia,C,One word Substitution
382,1.3,One Word Substitution,"To take back, withdraw or renounce",Repent,Retrace,Refuse,Recant,D,One word Substitution
383,1.3,One Word Substitution,A pen for small animals,Hutch,Lair,Den,Cage,A,One word Substitution
384,1.3,One Word Substitution,A woman having more than one husband at the same time,Polyandry,Polygamy,Polyphony,Polygyny,A,One word Substitution
385,1.3,One Word Substitution,Feeding on food made both of plants and flesh,Carnivorous,Omnipotent,Omnivorous,Optimist,C,One word Substitution
386,1.3,One Word Substitution,One who destroys images or attacks popular beliefs,Imagist,Misanthropist,Iconoclast,Masochist,C,One word Substitution
387,1.3,One Word Substitution,Violation of something holy and sacred,Pollution,Pilferage,Sacrilege,Pittance,C,One word Substitution
388,1.3,One Word Substitution,A place where nuns live and work,Church,School,Convent,Abode,C,One word Substitution
389,1.3,One Word Substitution,The worship of idols or images,Atheism,Theism,Idolatry,Iconoclasm,C,One word Substitution
390,1.3,One Word Substitution,Something that is poisonous or unhealthy,Trivial,Toxic,Torpid,Tragic,B,One word Substitution
391,1.3,One Word Substitution,A remedy for all diseases,Amnesia,Panacea,Intelligentsia,Parasol,B,One word Substitution
392,1.3,One Word Substitution,A hater of mankind,Misanthrope,Misogynist,Philanthropist,Misogamist,A,One word Substitution
393,1.3,One Word Substitution,Irresistible craving for alcoholic drinks,Megalomania,Dipsomania,Kleptomania,Pyromania,B,One word Substitution
394,1.3,One Word Substitution,A government in which all religions are honoured,Communist,Socialistic,Secular,Capitalist,C,One word Substitution
396,1.3,One Word Substitution,Living together of a man and woman without being married to each other,Marriage,Equipage,Lineage,Concubinage,D,One word Substitution
397,1.3,One Word Substitution,Too much official formality,Bureaucracy,Red-Tapism,Nepotism,Formalism,B,One word Substitution
398,1.3,One Word Substitution,Dry weather with no rainfall,Draught,Draft,Drought,Desert,C,One word Substitution
399,1.3,One Word Substitution,"Simple, fast-spreading plant without flowers or leaves, which can often cause disease",Bacteria,Amoeba,Virus,Fungus,D,One word Substitution
400,1.3,One Word Substitution,One who is greedy,Voracious,Avaricious,Carnivorous,Omnivorous,B,One word Substitution
401,1.3,One Word Substitution,An area of land that is controlled by a ruler,Colony,Dominion,Country,Fungus,B,One word Substitution
402,1.3,One Word Substitution,A place where Jews worship according to their religion,Cathedral,Synagogue,Chapel,Demagogue,B,One word Substitution
403,1.3,One Word Substitution,One who is indifferent to pleasure and pain,Ascetic,Esoteric,Stoic,Sceptical,C,One word Substitution
404,1.3,One Word Substitution,The study of religion and religious ideas and beliefs,Theocracy,Theosophy,Theology,Theism,C,One word Substitution
405,1.3,One Word Substitution,Dissection of a dead body to find out the cause of death,Biopsy,Investigation,Surgery,Autopsy,D,One word Substitution
406,1.3,One Word Substitution,A person without training or experience in a skill or subject,Chaplin,Mason,Artisan,Novice,D,One word Substitution
407,1.3,One Word Substitution,One who stays away from school without permission ,Pedant,Supplicant,Mendicant,Truant,D,One word Substitution
408,1.3,One Word Substitution,"The act of killing a whole group of people, especially a whole race",Patricide,Parricide,Matricide,Genocide,D,One word Substitution
409,1.3,One Word Substitution,One who collects coins,Archaeologist,Numismatist,Philatelist,Connoisseur,B,One word Substitution
410,1.3,One Word Substitution,A system of Government in which only one political party is allowed to function,Oligarchy,Dictatorship,Totalitarianism,Theocracy,C,One word Substitution
411,1.3,One Word Substitution,Customs and habits of a particular group,Mores,Traditions,Rites,Rituals,A,One word Substitution
412,1.3,One Word Substitution,A body of persons appointed to hear evidence and give their verdict in trials,Association,Council,Bar,Jury,D,One word Substitution
413,1.3,One Word Substitution,Indifference to pleasure or pain,Perseverance,Tolerance,Stoicism,Reticence,C,One word Substitution
414,1.3,One Word Substitution,That which lasts for a short time,Regular,Transitory,Rotatory,Repository,B,One word Substitution
415,1.3,One Word Substitution,Ready to believe anything,Credible,Incredible,Credulous,Double-paired,C,One word Substitution
416,1.3,One Word Substitution,A four footed animal,Tetraped,Quadruped,Polyped,Double paired,B,One word Substitution
417,1.3,One Word Substitution,A person who believes in the total abolition of war,Socialist,Communist,Fascist,Pacifist,D,One word Substitution
418,1.3,One Word Substitution,Constant efforts to achieve something,Patience,Vigour,Attempt,Perseverance,D,One word Substitution
419,1.3,One Word Substitution,One who goes to settle in another country,Immigrant,Alien,Citizen,Emigrant,A,One word Substitution
420,1.3,One Word Substitution,One who hates mankind,Philanthropist,Terrorist,Misanthrope,Misogynist,C,One word Substitution
421,1.3,One Word Substitution,Belonging to all parts of the world,Versatile,Universal,Cosmopolitan,Secular,C,One word Substitution
422,1.3,One Word Substitution,One who walks on ropes,Funambulist,Upholsterer,Acrobat,Aviator,A,One word Substitution
423,1.3,One Word Substitution,The study of the origin and history of words,Linguistics,Etymology,Verbose,Anthology,B,One word Substitution
424,1.3,One Word Substitution,A person who breaks into a house in order to steal,Poacher,Bandit,Intruder,Burglar,D,One word Substitution
425,1.3,One Word Substitution,The study of maps,Cartography,Geography,Geology,Atlas,A,One word Substitution
426,1.3,One Word Substitution,Tough tissues in joints,Ligaments,Endoderm,Muscles,Fibre,A,One word Substitution
427,1.3,One Word Substitution,The first model of a new device,Prototype,Sculpture,Icon,Photograph,A,One word Substitution
428,1.3,One Word Substitution,A building where an audience sits,Aquarium,Gymnasium,Auditorium,Stadium,C,One word Substitution
429,1.3,One Word Substitution,Give and receive mutually,Present,Reciprocate,Compromise,Approve,B,One word Substitution
430,1.3,One Word Substitution,One who can thing about the future with imagination and wisdom,Dreamer,Seer,Idealist,Visionary,D,One word Substitution
431,1.3,One Word Substitution,A doctor who treats children,Pediatrician,Pedagogue,Pedestrian,Paedophile,A,One word Substitution
432,1.3,One Word Substitution,One who studies election trends by means of opinion polls,Entomologist,Psephologist,Demagogue,Eugenist,B,One word Substitution
433,1.3,One Word Substitution,One who believes in offering equal opportunities to women in all spheres,Male Chauvinist,Feminist,Fatalist,Futurist,B,One word Substitution
434,1.3,One Word Substitution,Killing of a child,Homicide,Genocide,Infanticide,Gourmet,C,One word Substitution
435,1.3,One Word Substitution,The art of good eating,Gastronomy,Astronomy,Vegetarianism,Gourmet,D,One word Substitution
436,1.3,One Word Substitution,One who is indifferent to pleasure or pain,Stoic,Stylist,Cynic,Psychic,A,One word Substitution
437,1.3,One Word Substitution,Lasting only for a moment,Momentous,Momentary,Trivial,Petty,B,One word Substitution
438,1.3,One Word Substitution,"To seize control of a vehicle in order to force it to go to a new destination, or demand something",Attack,Contract,Hijack,Detour,C,One word Substitution
439,1.3,One Word Substitution,An enclosure for keeping birds,Apiary,Aviary,Zoo,Aquarium,B,One word Substitution
440,1.3,One Word Substitution,A blend of diverse elements,Alloy,Amalgam,Cluster,Classification,B,One word Substitution
441,1.3,One Word Substitution,The doctrine that there is only one God,Monotheism,Polytheism,Pantheism,Deism,A,One word Substitution
442,1.3,One Word Substitution,"Mode of behaviour, peculiar to a person",Idiocy,Idiomatic,Idiosyncrasy,Individuality,C,One word Substitution
443,1.3,One Word Substitution,A person who is accused of something before a court of law,Accuser,Criminal,Defendant,Layer,C,One word Substitution
444,1.3,One Word Substitution,Succession of rulers belonging to one family,Dynasty,Lineage,Ancestry,Progeny,A,One word Substitution
445,1.3,One Word Substitution,To cut something into two pieces,Severe,Sever,Sewer,Sow,B,One word Substitution
446,1.3,One Word Substitution,Flat metal or Porcelain plate fixed on a wall as an ornament or memorial,Tabloid,Poster,Board,Plaque,D,One word Substitution
447,1.3,One Word Substitution,Act of deceiving somebody in order to make money,Fraud,Robbery,Pickpocket,Theft,A,One word Substitution
448,1.3,One Word Substitution,A short poem or speech addressed to the spectators after the conclusion of a drama,Prologue,Dialogue,Epilogue,Monologue,C,One word Substitution
449,1.3,One Word Substitution,"Capable of being understood in either of two or more possible senses, and therefore not definite",Amphibious,Ambiguous,Amorphous,Confusing,B,One word Substitution
450,1.3,One Word Substitution,A person who is unable to pay his debts,Solvent,Banker,Insolvent,Lender,C,One word Substitution
451,1.3,One Word Substitution,Anything which is no longer in use,Obscure,Obsolete,Pristine,Lapsed,B,One word Substitution
452,1.3,One Word Substitution,A person coming to a foreign land to settle here,Immigrant,Emigrant,Tourist,Settler,A,One word Substitution
453,1.3,One Word Substitution,Something capable of being done,Probable,Feasible,Tenable,Explicable,B,One word Substitution
454,1.3,One Word Substitution,One who knows many languages,Linguist,Polyglot,Translator,Phonetician,A,One word Substitution
455,1.3,One Word Substitution,One who does not follow the usual rules of social life,Bohemian,Artisan,Partisan,Physician,A,One word Substitution
456,1.3,One Word Substitution,Placing a thing beside another,Impose,Repose,Juxtapose,Expose,C,One word Substitution
457,1.3,One Word Substitution,"To throw or drop unnecessary goods or fuel from a ship, an aircraft, a spacecraft etc.",Capsize,Enthral,Volley,Jettison,D,One word Substitution
458,1.3,One Word Substitution,Wild and noisy disorder,Agitation,Revolution,Pandemonium,Stir,C,One word Substitution
459,1.3,One Word Substitution,Possessing unlimited powers,Omniscient,Omnipotent,Omnipresent,Omnicompetent,B,One word Substitution
460,1.3,One Word Substitution,He is a doctor who is a specialist in skin diseases,Cardiologist,Physician,Dermatologist,Physicist,C,One word Substitution
461,1.3,One Word Substitution,One who retires from society and lives alone,Saint,Giant,Plaintiff,Recluse,D,One word Substitution
462,1.3,One Word Substitution,"The art of making pots, bricks etc. with clay",Potting,Ceramics,Crockery,Dynamics,B,One word Substitution
463,1.3,One Word Substitution,Living at the same time,Concurrent,Contemporary,Coincident,Concomitant,B,One word Substitution
464,1.3,One Word Substitution,Concern for the needs and feelings of others,Generosity,Charity,Providence,Altruism,D,One word Substitution
465,1.3,One Word Substitution,Words inscribed on a tomb,Epilogue,Epigram,Epitome,Epitaph,D,One word Substitution
466,1.3,One Word Substitution,A person who readily believes others,Sensitive,Sensible,Gredulous,Credible,C,One word Substitution
467,1.3,One Word Substitution,A person prominent in fashionable society,Socialite,Host,Reveller,Snob,C,One word Substitution
468,1.3,One Word Substitution,A system of government supposedly run on religious lines,Theocracy,Theosophy,Theism,Theology,A,One word Substitution
469,1.3,One Word Substitution,A person with a long experience of any occupation,Veteran,Genius,Seasoned,Ambidextrous,A,One word Substitution
470,1.3,One Word Substitution,Words written on a tomb,Epithet,Epigraph,Soliloquy,Epitaph,D,One word Substitution
471,1.3,One Word Substitution,Stealthily done,Devious,Nefarious,Surreptitious,Villainous,C,One word Substitution
472,1.3,One Word Substitution,Something no longer in use,Desolate,Absolute,Obsolete,Primitive,C,One word Substitution
473,1.3,One Word Substitution,One not concerned with right or wrong,Moral,Amoral,Immoral,Immortal,B,One word Substitution
474,1.3,One Word Substitution,A person who opposes war or use of military force,Fascist,Pacifist,Narcissist,Fatalist,B,One word Substitution
475,1.3,One Word Substitution,Severely abusive writing in journals,Imaginary,Speculative,Scurrilous,Sarcastic,C,One word Substitution
476,1.3,One Word Substitution,Call upon God or any other power (like law) etc. for help or protection,Invocation,Involution,Inundation,Revocation,A,One word Substitution
477,1.3,One Word Substitution,Fear of being enclosed in a small closed space,Agoraphobia,Claustrophobia,Xenophobia,Paranoia,B,One word Substitution
478,1.3,One Word Substitution,One who has become dependent on something or drugs is,Adamant,Edict,Addict,Derelict,C,One word Substitution
