,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
308,1.2,Synonym,Surmount,Discount,Surround,Overcome,Capture,C,Select the synonym
309,1.2,Synonym,Torpid,Insipid,Stupid,Sensitive,Inactive,D,Select the synonym
310,1.2,Synonym,Selection,Denial,Preference,Refusal,Display,B,Select the synonym
311,1.2,Synonym,Ostentation ,Pomp,Pretence,Abundance,Plenty,A,Select the synonym
312,1.2,Synonym,Convict,Adventurer,Fugitive ,Criminal,Impostor,C,Select the synonym
313,1.2,Synonym,Itinerant,Frequent use of the word ‘it’,Anything involving repetition,Plan for a proposed journey,Travelling from place to place,D,Select the synonym
314,1.2,Synonym,Transparent,Verbose,Involved,Witty,Lucid,D,Select the synonym
315,1.2,Synonym,Obsession,Preccupation,Suspicious,Frustration,Dejection,A,Select the synonym
316,1.2,Synonym,Dilate,Spin,Weaken,Widen,Push,C,Select the synonym
317,1.2,Synonym,Duplication,Breed,Reproduction,Print,Copying,D,Select the synonym
318,1.2,Synonym,Priority,Urgency,Protocol,Precedence,Necessity,C,Select the synonym
319,1.2,Synonym,Flutter,Soar,Agitate,Change,Float,B,Select the synonym
320,1.2,Synonym,Successive,Rapid,Victorious,Beneficient,Consecutive,D,Select the synonym
321,1.2,Synonym,Ravage,Destroy,Break,Demolish,Abolish,A,Select the synonym
322,1.2,Synonym,Superstitious,Pious,Traditional,Irrational,Sacred,C,Select the synonym
323,1.2,Synonym,Mentor,Guide,Genius,Stylist,Philosopher,A,Select the synonym
324,1.2,Synonym,Garnish,Paint,Adorn,Gamer,Banish,B,Select the synonym
325,1.2,Synonym,Infructuous,Meaningless,Unnecessary,Redundant,Fruitless,D,Select the synonym
326,1.2,Synonym,Fidelity,Affection,Allegiance,Accuracy,Loyalty,B,Select the synonym
327,1.2,Synonym,Gruff,Hard,Rough,Though,Sturdy,B,Select the synonym
328,1.2,Synonym,Doleful,Mournful,Sober,Regretful,Cheerless,A,Select the synonym
329,1.2,Synonym,Fatal,Terrible,Deadly,Poisonous,Wrong,B,Select the synonym
330,1.2,Synonym,Irreverence,Disrespectful,Cruelty,Unkindness,Invalidity,A,Select the synonym
331,1.2,Synonym,Amicable,Poisonous,Friendly,Satisfying,Heartening,B,Select the synonym
332,1.2,Synonym,Prudent,Skilled,Experienced,Cautious,Criminal,A,Select the synonym
333,1.2,Synonym,Panacea,Flatter,Praise,Inactivity,Cure-all,D,Select the synonym
334,1.2,Synonym,Benevolence,Ill will,Morbidity,Kindness,Vision,C,Select the synonym
335,1.2,Synonym,Vindicate,Open,Ventilate,Justify,Recommend,C,Select the synonym
336,1.2,Synonym,Occult,Religious,Unnatural,Supernatural,Strong,C,Select the synonym
337,1.2,Synonym,Menace,Request,Prayer,Threat,Curse,C,Select the synonym
338,1.2,Synonym,Delineate,Expand,Portrary,Explain,Argue,B,Select the synonym
339,1.2,Synonym,Abrogate,Elope,Gateerash,Abolish,Destroy,C,Select the synonym
340,1.2,Synonym,Beautiful,Handsome,Alluring,Appealing,Attractive,A,Select the synonym
341,1.2,Synonym,Momentous,Important,Temporary,Fleeting,Monumental,A,Select the synonym
342,1.2,Synonym,Infatuation,Emotion,Passion,Imagination,Compassion,B,Select the synonym
343,1.2,Synonym,Consignee,Delegate,Representative,Nominee,Messenger,C,Select the synonym
344,1.2,Synonym,Tramp,Wanderer,Cheat,Traveller,Pilgrim,A,Select the synonym
345,1.2,Synonym,Censure,Criticise,Appreciate ,Blame,Abuse,A,Select the synonym
346,1.2,Synonym,Diligent,Industrious,Meditation ,Intelligent,Energetic,A,Select the synonym
347,1.2,Synonym,Contemplation,Consideration,Argument ,Flattery,Institution,A,Select the synonym
348,1.2,Synonym,Adulation,Duration,Argument,Flattery,Institution,C,Select the synonym
349,1.2,Synonym,Quaver,Quarrel,Argument,Waver,Tremble,D,Select the synonym
350,1.2,Synonym,Momentous,Timely,Important,Hopeless,Wrong,B,Select the synonym
351,1.2,Synonym,Munificent,Gentle,Generous ,Greatness,Greedy,B,Select the synonym
352,1.2,Synonym,Debacle,Complication,Trickery,Evil,Collapse,D,Select the synonym
353,1.2,Synonym,Parables,Idioms,Comparison,Stories,Examples,C,Select the synonym
354,1.2,Synonym,Consort,Partner,Relative,Enemy,Ally,A,Select the synonym
355,1.2,Synonym,Grandeur,Magnificence,Admiration,Happiness,Awe,A,Select the synonym
356,1.2,Synonym,Inception,Initiative,Beginning,Initial,Origin,B,Select the synonym
357,1.2,Synonym,Colossal,Famous,Vigorous,Energetic,Enormous,D,Select the synonym
358,1.2,Synonym,Paradox,Paradise,Question,Puzzle,Challenge,C,Select the synonym
359,1.2,Synonym,Proliferate,Proliteiat,Prohibit ,Stipulate,Reproduce,D,Select the synonym
360,1.2,Synonym,Benevolent,Friendly,Charitable,Affectionate,Helpful,B,Select the synonym
361,1.2,Synonym,Acumen,Intelligence,Insight ,Wisdom,Knowledge,B,Select the synonym
362,1.2,Synonym,Confiscate,To confuse,To obscure,To seize by authority,To steal,C,Select the synonym
363,1.2,Synonym,Degeneration,Deterioration,Degradation,Demotion,Humiliation,B,Select the synonym
364,1.2,Synonym,Clemency,Empathy,Kindness,Sympathy,Forgiveness,B,Select the synonym
365,1.2,Synonym,Precedence,Pre-eminence,Primacy,Preference,Importance,C,Select the synonym
366,1.2,Synonym,Inn,Factory,Hotel,Kitchen,Shop,B,Select the synonym
367,1.2,Synonym,Satiate,Satisfy,Dissatisfy,Nullify,Millify,A,Select the synonym
368,1.2,Synonym,Iniquity,Hostility,Speed,Imbalance,Wickedness,D,Select the synonym
369,1.2,Synonym,Dishevelled,Untidy,Foolish,Sad,Clean,A,Select the synonym
370,1.2,Synonym,Obnoxious,Depression,Disgusting,Arrogant,Filthy,B,Select the synonym
371,1.2,Synonym,Covenant,Case,Coupon,Contract,Settlement,C,Select the synonym
372,1.2,Synonym,Deference,Indifference,Sympathy,Respect,Flattery,C,Select the synonym
373,1.2,Synonym,Abrogate,Repeal,Destroy,Delay,Dismiss,A,Select the synonym
374,1.2,Synonym,Intrepid,Ambitious,Determined,Talkative,Fearless,D,Select the synonym
