sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
308,d,https://i.imgur.com/MRb8o3a.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
309,b,https://i.imgur.com/i1AwWB8.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
310,c,https://i.imgur.com/W6WDLn7.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
311,b,https://i.imgur.com/s1MOutM.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
313,c,https://i.imgur.com/AU8SUXh.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
314,c,https://i.imgur.com/8cekOEk.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
315,b,https://i.imgur.com/70NEqSW.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
317,a,https://i.imgur.com/GKf9aKK.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
318,c,https://i.imgur.com/NArXTfg.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
319,c,https://i.imgur.com/HBBvpah.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
321,d,https://i.imgur.com/0CaDCNW.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
322,b,https://i.imgur.com/kLUAS0X.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
323,c,https://i.imgur.com/KC447ti.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
325,a,https://i.imgur.com/jTxFs9T.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
326,b,https://i.imgur.com/891gGA8.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
329,b,https://i.imgur.com/9kMHbHZ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
330,b,https://i.imgur.com/ZK0fiCe.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
331,d,https://i.imgur.com/XGzEcad.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
332,d,https://i.imgur.com/GFwtlhx.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
333,b,https://i.imgur.com/ScQ6dfO.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
334,c,https://i.imgur.com/wAZb5Ys.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
335,c,https://i.imgur.com/jmQOJ7g.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
336,b,https://i.imgur.com/h68O51D.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
337,a,https://i.imgur.com/K2LkNb8.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
338,d,https://i.imgur.com/6ouGDPn.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
339,c,https://i.imgur.com/1d8gnvD.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
340,b,https://i.imgur.com/mhT4lEO.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
342,b,https://i.imgur.com/6ifGR76.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
343,b,https://i.imgur.com/mZ3Iku9.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
