,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
152,43,a,https://i.imgur.com/855h33q.png,,https://i.imgur.com/YP6lms0.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
153,44,a,https://i.imgur.com/qnoWKNc.png,,https://i.imgur.com/MY3uiRe.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
154,46,a,https://i.imgur.com/c9ggst7.png,,https://i.imgur.com/yaaS38L.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
155,47,b,https://i.imgur.com/2SI0puF.png,,https://i.imgur.com/5MsJv0G.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
156,49,d,https://i.imgur.com/ISHYiVl.png,,https://i.imgur.com/IlNWHrj.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
157,50,b,https://i.imgur.com/rMIACxr.png,,https://i.imgur.com/cNSBeOV.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
158,51,d,https://i.imgur.com/4SA5dfL.png,,https://i.imgur.com/eu9oycR.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
159,52,a,https://i.imgur.com/xp3c4HC.png,,https://i.imgur.com/5unrL4a.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
160,53,b,https://i.imgur.com/2y51CKI.png,,https://i.imgur.com/nRfpipp.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
161,55,a,https://i.imgur.com/M5sD5il.png,,https://i.imgur.com/s0rErMB.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
162,56,c,https://i.imgur.com/y4uwU4T.png,,https://i.imgur.com/TDdCUqr.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
163,57,d,https://i.imgur.com/YjUklsL.png,,https://i.imgur.com/mAXDEJg.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
164,58,b,https://i.imgur.com/VJ5Pb89.png,,https://i.imgur.com/8IyX1Uk.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
165,59,d,https://i.imgur.com/WThokQR.png,,https://i.imgur.com/ic1s7ho.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
166,60,d,https://i.imgur.com/mSmQr82.png,,https://i.imgur.com/I7rrolp.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
167,61,d,https://i.imgur.com/R5cbqdB.png,,https://i.imgur.com/BY3d1D1.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
168,62,b,https://i.imgur.com/o3H6U6T.png,,https://i.imgur.com/2F32HmR.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
169,63,a,https://i.imgur.com/j8VuRzz.png,,https://i.imgur.com/3IIylTL.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
170,64,a,https://i.imgur.com/Y7hiEod.png,,https://i.imgur.com/39vUTot.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
171,65,b,https://i.imgur.com/q13BNF3.png,,https://i.imgur.com/arHVRPq.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
172,66,c,https://i.imgur.com/5qMdjyj.png,,https://i.imgur.com/LcsBeFm.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
173,67,c,https://i.imgur.com/4CILyjD.png,,https://i.imgur.com/MTvTXiH.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
174,68,a,https://i.imgur.com/ZvYv07P.png,,https://i.imgur.com/spqWRCk.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
175,69,a,https://i.imgur.com/gVdUjoC.png,,https://i.imgur.com/mK9tAdz.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
176,70,b,https://i.imgur.com/UyZHuB4.png,,https://i.imgur.com/xxcpR2f.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
177,71,a,https://i.imgur.com/DYBZcy5.png,,https://i.imgur.com/2AVGYFZ.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
178,72,a,https://i.imgur.com/clLi5Yr.png,,https://i.imgur.com/I0bNwHq.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
179,73,d,https://i.imgur.com/XlJt7g0.png,,https://i.imgur.com/gfb6JbZ.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
180,74,a,https://i.imgur.com/qsasRoU.png,,https://i.imgur.com/c1mL01z.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
181,75,b,https://i.imgur.com/cz3GOJG.png,,https://i.imgur.com/5oJnqTF.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
182,76,b,https://i.imgur.com/ZPqpSRW.png,,https://i.imgur.com/jhg3HFs.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
183,78,d,https://i.imgur.com/RbZU6a3.png,,https://i.imgur.com/eQHBiuM.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
184,79,a,https://i.imgur.com/XqP3H3U.png,,https://i.imgur.com/CvCMFPv.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
185,80,b,https://i.imgur.com/bE9tFhk.png,,https://i.imgur.com/71N6jMQ.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
186,81,c,https://i.imgur.com/Oys972S.png,,https://i.imgur.com/Dg4xt3n.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
187,83,a,https://i.imgur.com/2B8Ajv8.png,,https://i.imgur.com/VCzFLUu.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
188,84,c,https://i.imgur.com/6XnWdlS.png,,https://i.imgur.com/SeLTet9.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
189,85,c,https://i.imgur.com/eKwiljq.png,,https://i.imgur.com/76AxmPw.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
190,86,b,https://i.imgur.com/1G5785d.png,,https://i.imgur.com/B4YYv6W.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
191,87,c,https://i.imgur.com/FkYli4S.png,,https://i.imgur.com/fSjGcRZ.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
192,88,d,https://i.imgur.com/gKbynnt.png,,https://i.imgur.com/AOLXd2G.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
193,89,a,https://i.imgur.com/7yxJ5Jb.png,,https://i.imgur.com/yS0FQLu.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
194,90,a,https://i.imgur.com/Q4dxNVk.png,,https://i.imgur.com/v1pAEsU.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
195,91,a,https://i.imgur.com/sGfYXIg.png,,https://i.imgur.com/6Y1xl5y.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
196,92,c,https://i.imgur.com/EKRHJzM.png,,https://i.imgur.com/aTKRQ0m.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
197,93,b,https://i.imgur.com/cjnAIng.png,,https://i.imgur.com/px4X2O3.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
198,94,c,https://i.imgur.com/29aFrEl.png,,https://i.imgur.com/jSm83GO.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
199,95,c,https://i.imgur.com/P5N3DEK.png,,https://i.imgur.com/yq4XBqs.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
200,96,b,https://i.imgur.com/p86OiJQ.png,,https://i.imgur.com/SI3euUQ.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
201,97,b,https://i.imgur.com/CnCLXz6.png,,https://i.imgur.com/3n3brvB.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
202,98,a,https://i.imgur.com/hPFU7bW.png,,https://i.imgur.com/ZJBQEyx.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
203,99,a,https://i.imgur.com/W2VnIQd.png,,https://i.imgur.com/4JGKqM1.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
204,100,b,https://i.imgur.com/WuL5Ovx.png,,https://i.imgur.com/QlmJCnA.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
205,101,a,https://i.imgur.com/MAxdh2g.png,,https://i.imgur.com/QfShQuM.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
206,102,a,https://i.imgur.com/6fvPhWu.png,,https://i.imgur.com/6DIjT9s.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
207,104,d,https://i.imgur.com/IFu9LMw.png,,https://i.imgur.com/aSlviWG.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
208,105,c,https://i.imgur.com/WrzwlLm.png,,https://i.imgur.com/DZFpNQ3.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
209,106,c,https://i.imgur.com/G88KvXe.png,,https://i.imgur.com/MKYIuDg.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
210,107,c,https://i.imgur.com/bhUScON.png,,https://i.imgur.com/37p2HID.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
211,108,b,https://i.imgur.com/TnFWZla.png,,https://i.imgur.com/nP3ZaOT.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
212,109,a,https://i.imgur.com/gY1SqtT.png,,https://i.imgur.com/yx8vQuG.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
213,110,b,https://i.imgur.com/NKYsfaZ.png,,https://i.imgur.com/faT5sSc.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
214,111,b,https://i.imgur.com/hozMZLe.png,,https://i.imgur.com/4VeS6wc.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
215,112,b,https://i.imgur.com/fqE5SVC.png,,https://i.imgur.com/8ykgKuB.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
216,113,b,https://i.imgur.com/fDJ6mpn.png,,https://i.imgur.com/dNhYYT1.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
217,114,d,https://i.imgur.com/13y1vja.png,,https://i.imgur.com/ooBRhIe.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
218,115,c,https://i.imgur.com/8oWtsgY.png,,https://i.imgur.com/M9NLfHO.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
219,116,a,https://i.imgur.com/eP3DzDP.png,,https://i.imgur.com/03BH36a.png,BasicScienceLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,General Physics
220,1,a,https://i.imgur.com/wTOewq0.png,,https://i.imgur.com/sEjQ0fP.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
221,2,a,https://i.imgur.com/Ozail69.png,,https://i.imgur.com/yFOxxMi.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
222,3,d,https://i.imgur.com/utMUGOp.png,,https://i.imgur.com/pWVQo9M.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
223,5,a,https://i.imgur.com/lfeeLxS.png,,https://i.imgur.com/VhUF8hm.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
224,6,c,https://i.imgur.com/ThPOSo7.png,,https://i.imgur.com/dE45bt4.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
225,7,b,https://i.imgur.com/uSFHsct.png,,https://i.imgur.com/4YkZOBZ.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
226,10,b,https://i.imgur.com/P3kMPdx.png,,https://i.imgur.com/YfliIS9.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
227,11,c,https://i.imgur.com/5QylPuG.png,,https://i.imgur.com/rSxmHdQ.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
228,12,b,https://i.imgur.com/uuSoUzt.png,,https://i.imgur.com/vi0lJ9g.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
229,14,c,https://i.imgur.com/r0AVT7h.png,,https://i.imgur.com/pDBEkDI.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
230,15,c,https://i.imgur.com/R4UTVbP.png,,https://i.imgur.com/7i85IOC.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
231,16,c,https://i.imgur.com/HUa9g32.png,,https://i.imgur.com/T5pRqUE.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
232,18,b,https://i.imgur.com/x21ca0w.png,,https://i.imgur.com/uHpmGje.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
233,19,d,https://i.imgur.com/YDsq3WJ.png,,https://i.imgur.com/mfujbuJ.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
234,20,a,https://i.imgur.com/nwWArOx.png,,https://i.imgur.com/aloT3sN.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
235,21,c,https://i.imgur.com/lPHPOlg.png,,https://i.imgur.com/1lKCYZb.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
236,22,c,https://i.imgur.com/VJLccEV.png,,https://i.imgur.com/y38fVXO.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
237,23,a,https://i.imgur.com/CcDndGW.png,,https://i.imgur.com/Xtd9AKk.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
238,24,a,https://i.imgur.com/bcaFuAi.png,,https://i.imgur.com/bS82fvr.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
239,25,a,https://i.imgur.com/NCtY5F3.png,,https://i.imgur.com/rCrhxGt.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
240,26,c,https://i.imgur.com/qLTJYLJ.png,,https://i.imgur.com/tRImP8q.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
241,27,c,https://i.imgur.com/v6Qv4pk.png,,https://i.imgur.com/WKISLAR.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
242,28,a,https://i.imgur.com/dqgMyis.png,,https://i.imgur.com/LQcS0pY.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
243,29,d,https://i.imgur.com/6OhrDP1.png,,https://i.imgur.com/E7Au5tU.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
244,30,b,https://i.imgur.com/IYAhq2s.png,,https://i.imgur.com/4jYT14u.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
245,32,c,https://i.imgur.com/Ei3F9mb.png,,https://i.imgur.com/nmwMkgt.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
246,33,a,https://i.imgur.com/Auw2eG6.png,,https://i.imgur.com/n0CIxXy.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
247,34,d,https://i.imgur.com/7nr2YGy.png,,https://i.imgur.com/KviwXhT.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
248,35,c,https://i.imgur.com/cdcmxua.png,,https://i.imgur.com/ihZaQei.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
249,36,d,https://i.imgur.com/iDsDnGF.png,,https://i.imgur.com/aaJAFe3.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
250,37,d,https://i.imgur.com/q1xFztc.png,,https://i.imgur.com/h72sQbz.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
251,38,b,https://i.imgur.com/8YO5y20.png,,https://i.imgur.com/LmQgR5A.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
252,39,d,https://i.imgur.com/GaXgPEC.png,,https://i.imgur.com/xbF6pPc.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
253,40,a,https://i.imgur.com/KEivBko.png,,https://i.imgur.com/J7pLknf.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
254,41,b,https://i.imgur.com/IDyXQCX.png,,https://i.imgur.com/4xZgkun.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
255,42,d,https://i.imgur.com/DnQ23JJ.png,,https://i.imgur.com/w2PnfA4.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
256,43,c,https://i.imgur.com/aCgEtMG.png,,https://i.imgur.com/Nhm4mxA.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
257,44,a,https://i.imgur.com/APodMAN.png,,https://i.imgur.com/V3Kprgf.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
258,45,b,https://i.imgur.com/lAdCNKP.png,,https://i.imgur.com/XjM48x4.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
259,46,a,https://i.imgur.com/4Bz4RfP.png,,https://i.imgur.com/HQjsIp2.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
260,47,b,https://i.imgur.com/qMjNI24.png,,https://i.imgur.com/RQnwjHt.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
261,48,d,https://i.imgur.com/7DKgoJ1.png,,https://i.imgur.com/Y4toa9L.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
262,49,d,https://i.imgur.com/d96cri7.png,,https://i.imgur.com/hMKwWXr.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
263,50,b,https://i.imgur.com/QKRfq3q.png,,https://i.imgur.com/amDHUPa.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
264,51,b,https://i.imgur.com/70eD9XQ.png,,https://i.imgur.com/u9UjHBH.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
265,52,c,https://i.imgur.com/QYBnj9H.png,,https://i.imgur.com/mu3nhKx.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
266,53,c,https://i.imgur.com/EkL0K0f.png,,https://i.imgur.com/9ii9AoT.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
267,54,b,https://i.imgur.com/FiE82n7.png,,https://i.imgur.com/Bgam3BG.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
268,55,c,https://i.imgur.com/FZSiDmW.png,,https://i.imgur.com/1k4awHw.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
269,56,a,https://i.imgur.com/3tbiwMc.png,,https://i.imgur.com/NnUis5g.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
270,57,d,https://i.imgur.com/mQ46uH7.png,,https://i.imgur.com/FzB0LWq.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
271,58,a,https://i.imgur.com/x6hcRNJ.png,,https://i.imgur.com/tlaGCrv.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
272,59,c,https://i.imgur.com/OuSdpzT.png,,https://i.imgur.com/W77Oo91.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
273,60,a,https://i.imgur.com/aHECc8Z.png,,https://i.imgur.com/RTZPWeV.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
274,61,d,https://i.imgur.com/coI25fj.png,,https://i.imgur.com/sR7ImTC.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
275,62,c,https://i.imgur.com/oMyc4Xd.png,,https://i.imgur.com/EJktz4j.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
276,63,d,https://i.imgur.com/sVfkEVT.png,,https://i.imgur.com/Sx9aiSc.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
277,64,b,https://i.imgur.com/KoVcF0j.png,,https://i.imgur.com/HT8Qfr3.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
278,65,c,https://i.imgur.com/ddGRkfv.png,,https://i.imgur.com/kWxNkHe.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
279,66,c,https://i.imgur.com/n7WyYmM.png,,https://i.imgur.com/81sPVbB.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
280,67,a,https://i.imgur.com/uWW5eBY.png,,https://i.imgur.com/CzCVSl1.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
281,68,c,https://i.imgur.com/UHxKz9D.png,,https://i.imgur.com/b7kt6r4.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
282,69,a,https://i.imgur.com/skHco3d.png,,https://i.imgur.com/G8D0vGC.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
283,70,a,https://i.imgur.com/B2hdXrM.png,,https://i.imgur.com/bZQzzlQ.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
284,71,a,https://i.imgur.com/teCVbkl.png,,https://i.imgur.com/nnmRlJw.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
285,72,b,https://i.imgur.com/r0KQVuL.png,,https://i.imgur.com/9WOIsfU.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
286,73,a,https://i.imgur.com/6u4w0aD.png,,https://i.imgur.com/rWjONFs.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
287,74,b,https://i.imgur.com/AmCsjnE.png,,https://i.imgur.com/bseRTa8.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
288,75,c,https://i.imgur.com/nuNAt3l.png,,https://i.imgur.com/lOwq86z.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
289,76,c,https://i.imgur.com/xludBYm.png,,https://i.imgur.com/E4jdN9e.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
290,77,b,https://i.imgur.com/fAETmIN.png,,https://i.imgur.com/N3HPvXI.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
291,78,a,https://i.imgur.com/AkedEwS.png,,https://i.imgur.com/G8o1hb7.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
292,79,d,https://i.imgur.com/g5i0ZEe.png,,https://i.imgur.com/75tob8X.png,BasicScienceLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Occupational Safety And Health
