,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
137,28,a,https://i.imgur.com/Lu4UGyy.png,,https://i.imgur.com/HThhpMZ.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
138,29,d,https://i.imgur.com/9ZIb9v9.png,,https://i.imgur.com/rdZqkzV.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
139,30,b,https://i.imgur.com/am1TRhS.png,,https://i.imgur.com/vJd7riF.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
140,31,a,https://i.imgur.com/NRmIYwZ.png,,https://i.imgur.com/O5eoBmw.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
141,32,d,https://i.imgur.com/qw65Y26.png,,https://i.imgur.com/CxWFdeA.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
142,33,d,https://i.imgur.com/PJUajZk.png,,https://i.imgur.com/A3uygH3.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
143,34,b,https://i.imgur.com/GaJPnO9.png,,https://i.imgur.com/7QO1lLH.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
144,35,d,https://i.imgur.com/NTDUmoM.png,,https://i.imgur.com/U3JiPUV.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
145,36,d,https://i.imgur.com/gTr7I7c.png,,https://i.imgur.com/DjPCH3B.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
146,37,a,https://i.imgur.com/kcEuRKk.png,,https://i.imgur.com/1TsUIix.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
147,38,b,https://i.imgur.com/Q2FXtol.png,,https://i.imgur.com/VLWqsRB.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
148,39,d,https://i.imgur.com/H0sNqN6.png,,https://i.imgur.com/KAdOcCQ.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
149,40,b,https://i.imgur.com/v73Z9En.png,,https://i.imgur.com/XI8gq40.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
150,41,d,https://i.imgur.com/0vHBdhX.png,,https://i.imgur.com/wjej8jf.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
151,42,a,https://i.imgur.com/1bIjP0d.png,,https://i.imgur.com/KwjPGqw.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
152,43,b,https://i.imgur.com/tcGfTI3.png,,https://i.imgur.com/w1UpELE.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
153,44,d,https://i.imgur.com/fO5wg6E.png,,https://i.imgur.com/foeFCuP.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
154,45,c,https://i.imgur.com/du3IQKk.png,,https://i.imgur.com/vOhlNK1.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
155,46,c,https://i.imgur.com/NOrPCDg.png,,https://i.imgur.com/oW7tRa1.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
156,47,d,https://i.imgur.com/8OxVxTJ.png,,https://i.imgur.com/K9rjlC5.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
157,48,a,https://i.imgur.com/uTAXnBi.png,,https://i.imgur.com/gYAPcR2.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
158,49,d,https://i.imgur.com/NtjmbdS.png,,https://i.imgur.com/mDq3dTI.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
159,50,b,https://i.imgur.com/TyTQ2KH.png,,https://i.imgur.com/UpUDgml.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
160,51,b,https://i.imgur.com/zIJOQxl.png,,https://i.imgur.com/qNyd6HJ.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
161,52,d,https://i.imgur.com/ww1Yy9t.png,,https://i.imgur.com/hBFSKxV.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
162,53,c,https://i.imgur.com/ZNRKbCp.png,,https://i.imgur.com/EMtUhDT.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
163,54,a,https://i.imgur.com/5YhW3oN.png,,https://i.imgur.com/3AJ6737.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
164,55,c,https://i.imgur.com/0njmPE7.png,,https://i.imgur.com/3DvTivG.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
165,56,b,https://i.imgur.com/nf3uZYZ.png,,https://i.imgur.com/E4bLma7.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
166,58,b,https://i.imgur.com/GVicPO1.png,,https://i.imgur.com/EUqytvd.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
167,59,a,https://i.imgur.com/iKNBjBr.png,,https://i.imgur.com/zKcAs39.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
168,60,a,https://i.imgur.com/5LsiFP7.png,,https://i.imgur.com/QvZdzis.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
169,61,a,https://i.imgur.com/sgI6ZwI.png,,https://i.imgur.com/MzTVT1X.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
170,62,a,https://i.imgur.com/zHpNHwN.png,,https://i.imgur.com/JLVqU5m.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
171,1,b,https://i.imgur.com/zXocSxU.png,,https://i.imgur.com/5uKTzhE.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
172,2,d,https://i.imgur.com/2zIL8fr.png,,https://i.imgur.com/ba0hhNB.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
173,3,d,https://i.imgur.com/fSGCWR4.png,,https://i.imgur.com/r8wmIXX.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
174,4,c,https://i.imgur.com/WbPFPIR.png,,https://i.imgur.com/g6tEvmR.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
175,5,c,https://i.imgur.com/ojMc8lM.png,,https://i.imgur.com/8onNVN0.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
176,6,a,https://i.imgur.com/HIZsVrU.png,,https://i.imgur.com/5eaEbMw.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
177,7,b,https://i.imgur.com/S8gnoX8.png,,https://i.imgur.com/XLJ4PMY.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
178,8,a,https://i.imgur.com/8jxF2x1.png,,https://i.imgur.com/r40zaqg.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
179,9,b,https://i.imgur.com/cFyAgyo.png,,https://i.imgur.com/Rl5xDWY.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
180,10,a,https://i.imgur.com/BhAJUdk.png,,https://i.imgur.com/eZk2Xcp.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
181,11,c,https://i.imgur.com/SH9okQf.png,,https://i.imgur.com/HnoZCJw.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
182,12,a,https://i.imgur.com/U7ywVtK.png,,https://i.imgur.com/BcuKNQw.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
183,13,d,https://i.imgur.com/PotHI2l.png,,https://i.imgur.com/y3uG76f.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
184,14,b,https://i.imgur.com/9NFYmOA.png,,https://i.imgur.com/ztKT0G7.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
185,15,c,https://i.imgur.com/y41fFCZ.png,,https://i.imgur.com/7SPOS4q.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
186,16,b,https://i.imgur.com/UcDhZcz.png,,https://i.imgur.com/M4v2zwH.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
187,17,a,https://i.imgur.com/HXU91mr.png,,https://i.imgur.com/dO1gF5j.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
188,18,c,https://i.imgur.com/jwOfb0t.png,,https://i.imgur.com/bAuCn69.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
189,19,a,https://i.imgur.com/db20Xvb.png,,https://i.imgur.com/lohSvvk.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
190,20,d,https://i.imgur.com/XL5Vm7r.png,,https://i.imgur.com/3ezuXuN.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
191,21,d,https://i.imgur.com/qrNVzER.png,,https://i.imgur.com/WcTrCTB.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
192,22,d,https://i.imgur.com/88hCwA5.png,,https://i.imgur.com/CHdfIgg.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
193,23,c,https://i.imgur.com/GwqJ4Ex.png,,https://i.imgur.com/Qj6BZff.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
194,24,a,https://i.imgur.com/21Ns0cK.png,,https://i.imgur.com/BBWdcj3.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
195,26,a,https://i.imgur.com/4Zhgwbg.png,,https://i.imgur.com/QwnAA8K.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
196,27,a,https://i.imgur.com/UGPlJoU.png,,https://i.imgur.com/5YKOM1s.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
197,28,d,https://i.imgur.com/oGCsaNL.png,,https://i.imgur.com/ruaGaSW.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
198,29,a,https://i.imgur.com/wnVwbhm.png,,https://i.imgur.com/LW2Tu8R.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
199,30,d,https://i.imgur.com/Xv2KNTR.png,,https://i.imgur.com/4AJt4Su.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
200,31,d,https://i.imgur.com/ne5pt0M.png,,https://i.imgur.com/LlNC5Sz.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
201,33,c,https://i.imgur.com/BlsXac8.png,,https://i.imgur.com/QvBuwWD.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
202,34,c,https://i.imgur.com/9k9nu03.png,,https://i.imgur.com/mFioxAk.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
203,35,c,https://i.imgur.com/MExKi1G.png,,https://i.imgur.com/gxLn9Mn.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
204,36,c,https://i.imgur.com/vs6b6PO.png,,https://i.imgur.com/ZOF9w27.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
205,37,b,https://i.imgur.com/vDJi7iy.png,,https://i.imgur.com/VTdhnDP.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
206,38,a,https://i.imgur.com/0YW3iPJ.png,,https://i.imgur.com/ehBtxgm.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
207,39,a,https://i.imgur.com/LYQrGJe.png,,https://i.imgur.com/r4sr0lT.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
208,40,d,https://i.imgur.com/rVI8leT.png,,https://i.imgur.com/AgiR4pn.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
209,41,a,https://i.imgur.com/t06ubkw.png,,https://i.imgur.com/UnWWnfz.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
210,42,a,https://i.imgur.com/P9wyKRl.png,,https://i.imgur.com/THOgu05.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
211,43,d,https://i.imgur.com/t4clrr4.png,,https://i.imgur.com/9mJQFAR.png,EnvironmentStudyLocopilot,A,B,C,D,8.1,ALP,Hindi,RRB,Wildlife 
