,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
142,72,b,https://i.imgur.com/wGPSmRx.png,,https://i.imgur.com/gKFNi82.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
143,73,a,https://i.imgur.com/oJwbVOc.png,,https://i.imgur.com/bSETTWx.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
144,74,c,https://i.imgur.com/veMfVmO.png,,https://i.imgur.com/iJHI3EJ.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
145,75,d,https://i.imgur.com/OH3I1Ou.png,,https://i.imgur.com/1kZheo4.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
146,76,b,https://i.imgur.com/Zvf4NnI.png,,https://i.imgur.com/fjiHVB5.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
147,77,a,https://i.imgur.com/BEqvpCO.png,,https://i.imgur.com/nNZSEx9.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
148,78,c,https://i.imgur.com/OLsS21f.png,,https://i.imgur.com/t6wHCnU.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
149,79,b,https://i.imgur.com/HNMi4NZ.png,,https://i.imgur.com/r0grig0.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
150,80,a,https://i.imgur.com/GieJTuf.png,,https://i.imgur.com/QoAmV6A.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
151,81,b,https://i.imgur.com/Xvt6FIi.png,,https://i.imgur.com/GJhFCZn.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
152,82,c,https://i.imgur.com/8S9tUim.png,,https://i.imgur.com/1MmRXPe.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
153,83,b,https://i.imgur.com/P6hHHU5.png,,https://i.imgur.com/h1YT486.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
154,84,c,https://i.imgur.com/cmgDK2g.png,,https://i.imgur.com/RDASLWg.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
155,85,c,https://i.imgur.com/deA03SB.png,,https://i.imgur.com/m4rvjWx.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
156,86,d,https://i.imgur.com/rNdOsGf.png,,https://i.imgur.com/orxtzLs.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
157,87,a,https://i.imgur.com/JznOpU7.png,,https://i.imgur.com/tlN4364.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
158,88,b,https://i.imgur.com/fiFNP7q.png,,https://i.imgur.com/qPs9szq.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
159,89,a,https://i.imgur.com/4jCWVXZ.png,,https://i.imgur.com/q2UXEDv.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
160,90,d,https://i.imgur.com/p86H6CC.png,,https://i.imgur.com/6xiYATx.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
161,91,a,https://i.imgur.com/JEdupJ1.png,,https://i.imgur.com/2nTLeIf.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
162,92,b,https://i.imgur.com/UNSCgM5.png,,https://i.imgur.com/Qy1ZoaD.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
163,93,b,https://i.imgur.com/hXP5wVs.png,,https://i.imgur.com/r8oL712.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
164,94,c,https://i.imgur.com/bttaWwv.png,,https://i.imgur.com/b6V6gQt.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
165,95,c,https://i.imgur.com/O77o9WZ.png,,https://i.imgur.com/lBEYyOw.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
166,96,c,https://i.imgur.com/qkSmsyu.png,,https://i.imgur.com/BdFxR2m.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
167,97,b,https://i.imgur.com/j0kQjIn.png,,https://i.imgur.com/LkmhwLN.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
168,98,c,https://i.imgur.com/QKgJVPu.png,,https://i.imgur.com/tXHkKJ2.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
169,99,a,https://i.imgur.com/wozVsbA.png,,https://i.imgur.com/3lAthJg.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
170,100,c,https://i.imgur.com/qbsCDXB.png,,https://i.imgur.com/BJuZNuU.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
171,101,b,https://i.imgur.com/DOHlLAt.png,,https://i.imgur.com/PObyWVN.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
172,102,a,https://i.imgur.com/EdU7T2q.png,,https://i.imgur.com/rHNd02p.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
173,103,b,https://i.imgur.com/eRRScEd.png,,https://i.imgur.com/prYxjCj.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
174,104,b,https://i.imgur.com/REiH78m.png,,https://i.imgur.com/dNtlOJH.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
175,105,b,https://i.imgur.com/9VFyEUZ.png,,https://i.imgur.com/rT0Uvne.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
176,106,c,https://i.imgur.com/69C589G.png,,https://i.imgur.com/yTbvdi4.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
177,107,d,https://i.imgur.com/bVjTRFO.png,,https://i.imgur.com/taQOtP5.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
178,108,c,https://i.imgur.com/qOAqNIH.png,,https://i.imgur.com/DSHk7yO.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
179,109,a,https://i.imgur.com/GIytNYp.png,,https://i.imgur.com/uLO4Vpl.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
180,1,c,https://i.imgur.com/aBHmfGB.png,,https://i.imgur.com/ZZZGuUP.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
181,2,d,https://i.imgur.com/0CnRaSa.png,,https://i.imgur.com/yWdt8yP.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
182,3,b,https://i.imgur.com/16bDF9H.png,,https://i.imgur.com/mWwjTjw.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
183,4,a,https://i.imgur.com/7wQQ9FH.png,,https://i.imgur.com/dn88wxu.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
184,5,a,https://i.imgur.com/D8ei6aI.png,,https://i.imgur.com/kt6fPJd.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
185,6,a,https://i.imgur.com/F9jwzbQ.png,,https://i.imgur.com/nQRHqcJ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
186,7,c,https://i.imgur.com/iEIczs8.png,,https://i.imgur.com/fHyZuei.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
187,8,b,https://i.imgur.com/jyhhudy.png,,https://i.imgur.com/sJLOtji.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
188,9,d,https://i.imgur.com/9LCEnQb.png,,https://i.imgur.com/f4rr2xl.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
189,10,b,https://i.imgur.com/XlgFcbJ.png,,https://i.imgur.com/WYB3TWI.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
190,11,a,https://i.imgur.com/JtNmX09.png,,https://i.imgur.com/e6h7pJr.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
191,12,b,https://i.imgur.com/ZLM4KwI.png,,https://i.imgur.com/tKA6GBS.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
192,13,a,https://i.imgur.com/3quCGhU.png,,https://i.imgur.com/3IsRV83.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
193,14,b,https://i.imgur.com/6y4xr11.png,,https://i.imgur.com/hYQm4HO.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
194,15,b,https://i.imgur.com/vqCO6JV.png,,https://i.imgur.com/mXRGCia.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
195,16,a,https://i.imgur.com/XNk9b6h.png,,https://i.imgur.com/Rl5VUkN.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
196,17,c,https://i.imgur.com/HkTKQwL.png,,https://i.imgur.com/cARpPrH.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
197,18,a,https://i.imgur.com/2P5Ocle.png,,https://i.imgur.com/faXicpY.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
198,19,b,https://i.imgur.com/LNCaWAO.png,,https://i.imgur.com/YISRVhu.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
199,20,c,https://i.imgur.com/PLJId9D.png,,https://i.imgur.com/aZPcRdt.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
200,21,d,https://i.imgur.com/ha1K913.png,,https://i.imgur.com/odKzuVH.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
201,22,c,https://i.imgur.com/ovkbsHo.png,,https://i.imgur.com/xEy89e6.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
202,23,d,https://i.imgur.com/ULnMs8o.png,,https://i.imgur.com/nltpV0a.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
203,24,a,https://i.imgur.com/gr1Lcfw.png,,https://i.imgur.com/kpdQRue.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
204,25,a,https://i.imgur.com/KxC20sv.png,,https://i.imgur.com/0F70kKm.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
205,26,c,https://i.imgur.com/A9W7bJa.png,,https://i.imgur.com/381khqZ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
206,27,b,https://i.imgur.com/ktr4HUV.png,,https://i.imgur.com/oNAML2k.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
207,28,a,https://i.imgur.com/YkVX9vq.png,,https://i.imgur.com/uJ7ppKP.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
208,29,b,https://i.imgur.com/jlXjyZN.png,,https://i.imgur.com/e761tAf.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
209,30,b,https://i.imgur.com/jlFhbh1.png,,https://i.imgur.com/kLOLGSF.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
210,31,c,https://i.imgur.com/kaAoX1y.png,,https://i.imgur.com/a3qyc0i.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
211,32,d,https://i.imgur.com/YCFidG2.png,,https://i.imgur.com/BFwpUaQ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
212,33,a,https://i.imgur.com/EzwRXaA.png,,https://i.imgur.com/XfXJft6.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
213,34,a,https://i.imgur.com/TbTv6Xo.png,,https://i.imgur.com/2FbUQQP.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
214,35,b,https://i.imgur.com/frCF9Rz.png,,https://i.imgur.com/qaKSI5C.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
215,36,d,https://i.imgur.com/OV5onZP.png,,https://i.imgur.com/m6jPdpZ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
216,37,d,https://i.imgur.com/1N8eIOh.png,,https://i.imgur.com/qYW9aOu.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
217,38,b,https://i.imgur.com/AmvhYkv.png,,https://i.imgur.com/KWuXa2Q.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
218,39,a,https://i.imgur.com/y2MnJRm.png,,https://i.imgur.com/d6kNIWM.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
219,40,b,https://i.imgur.com/euMutHQ.png,,https://i.imgur.com/cVoyjky.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
220,41,b,https://i.imgur.com/F7NW4xW.png,,https://i.imgur.com/c7VBfEi.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
221,42,c,https://i.imgur.com/YRwMvxG.png,,https://i.imgur.com/k0x61XI.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
222,43,c,https://i.imgur.com/vGe2h04.png,,https://i.imgur.com/yPVw3U9.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
223,44,b,https://i.imgur.com/kc9bp3M.png,,https://i.imgur.com/nOPRsDs.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
224,45,b,https://i.imgur.com/XusP96v.png,,https://i.imgur.com/tprKZKY.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
225,46,d,https://i.imgur.com/YsPIatk.png,,https://i.imgur.com/wFdwA2L.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
226,47,b,https://i.imgur.com/aDhPLJh.png,,https://i.imgur.com/WZfAtQe.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
227,48,a,https://i.imgur.com/1G1X14u.png,,https://i.imgur.com/TLgY6yA.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
228,49,b,https://i.imgur.com/537H7SC.png,,https://i.imgur.com/oeXJsjf.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
229,50,c,https://i.imgur.com/duFbsY9.png,,https://i.imgur.com/o9ETWqK.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
230,51,b,https://i.imgur.com/oLhz9l6.png,,https://i.imgur.com/goD7z8o.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
231,52,a,https://i.imgur.com/onK5YK0.png,,https://i.imgur.com/a3GGOCR.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
232,53,c,https://i.imgur.com/qT87Jbg.png,,https://i.imgur.com/2nZvKlD.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
233,54,b,https://i.imgur.com/DZoucKO.png,,https://i.imgur.com/cMq4vwX.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
234,55,c,https://i.imgur.com/nVGLBCu.png,,https://i.imgur.com/SNQQdq2.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
235,56,a,https://i.imgur.com/Hb0ld1t.png,,https://i.imgur.com/ZAdNgSp.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
236,57,a,https://i.imgur.com/TJHWfDQ.png,,https://i.imgur.com/TjyICR1.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
237,58,c,https://i.imgur.com/DYYQhlK.png,,https://i.imgur.com/9uAgKvv.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
238,59,b,https://i.imgur.com/rE6bi6w.png,,https://i.imgur.com/1SBe3IF.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
239,60,b,https://i.imgur.com/5hhbwV7.png,,https://i.imgur.com/9m7yFM0.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
240,61,a,https://i.imgur.com/hMn6a6W.png,,https://i.imgur.com/vfU96xQ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
241,62,b,https://i.imgur.com/9nVAnH4.png,,https://i.imgur.com/Q5Sql3f.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
242,63,c,https://i.imgur.com/h9eYMBY.png,,https://i.imgur.com/4Pm0CJC.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
243,64,d,https://i.imgur.com/9Ot6lVA.png,,https://i.imgur.com/knnwtwu.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
244,65,a,https://i.imgur.com/qcYehLV.png,,https://i.imgur.com/exOTln8.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
245,66,a,https://i.imgur.com/GkidwQL.png,,https://i.imgur.com/kZPA6gp.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
246,67,d,https://i.imgur.com/0cm5fMh.png,,https://i.imgur.com/TuM8sHJ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
247,68,b,https://i.imgur.com/655oxh3.png,,https://i.imgur.com/3R0QPad.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
248,69,c,https://i.imgur.com/lFYuZJ1.png,,https://i.imgur.com/HG2noo1.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
249,70,b,https://i.imgur.com/pzKAi5v.png,,https://i.imgur.com/aADwo2l.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
250,71,a,https://i.imgur.com/FVqqRR4.png,,https://i.imgur.com/CRaPDGR.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
251,72,c,https://i.imgur.com/pjMOrEH.png,,https://i.imgur.com/uKKEE17.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
252,73,b,https://i.imgur.com/yyjsGcF.png,,https://i.imgur.com/7iNpPcW.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
253,74,c,https://i.imgur.com/blMOPDg.png,,https://i.imgur.com/tMeU283.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
254,75,d,https://i.imgur.com/sNBr6Yw.png,,https://i.imgur.com/CBDpOO8.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
255,76,b,https://i.imgur.com/VUr7GHa.png,,https://i.imgur.com/gOFJVux.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
256,77,a,https://i.imgur.com/m6KL4HC.png,,https://i.imgur.com/YvnYWz6.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
257,78,b,https://i.imgur.com/cs66j2e.png,,https://i.imgur.com/wplXzzJ.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
258,79,c,https://i.imgur.com/nlFauaN.png,,https://i.imgur.com/kcyRyRF.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
259,80,c,https://i.imgur.com/Ees2yig.png,,https://i.imgur.com/G3yG9St.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
260,81,b,https://i.imgur.com/yy7NaQq.png,,https://i.imgur.com/tgZyME0.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
261,82,a,https://i.imgur.com/kAAWPVT.png,,https://i.imgur.com/zuYQLUb.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
262,83,b,https://i.imgur.com/KLSqEM2.png,,https://i.imgur.com/j6dGKl8.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
263,84,d,https://i.imgur.com/2ZgdMIr.png,,https://i.imgur.com/K8WrSs6.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
264,85,b,https://i.imgur.com/fSXgnhc.png,,https://i.imgur.com/CZfW13B.png,EngineeringDrawingLocopilot,A,B,C,D,3.1,ALP,Hindi,RRB,Lines
265,1,b,https://i.imgur.com/yuCpviy.png,,https://i.imgur.com/qscRZno.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
266,2,c,https://i.imgur.com/VzEKn70.png,,https://i.imgur.com/wC4lYCJ.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
267,3,a,https://i.imgur.com/HOS4tTZ.png,,https://i.imgur.com/BhjEWNw.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
268,4,b,https://i.imgur.com/wNrEfHi.png,,https://i.imgur.com/IezeTBf.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
269,5,b,https://i.imgur.com/zoSAQ6H.png,,https://i.imgur.com/TXuQ0kU.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
270,6,a,https://i.imgur.com/vcX2TTM.png,,https://i.imgur.com/f1KAGyt.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
271,7,b,https://i.imgur.com/sQHA7LA.png,,https://i.imgur.com/U3FZaU5.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
272,8,a,https://i.imgur.com/24jX6hu.png,,https://i.imgur.com/glLlwXW.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
273,9,b,https://i.imgur.com/EMDQqEn.png,,https://i.imgur.com/RSG7Ln7.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
274,10,d,https://i.imgur.com/p9O3JAJ.png,,https://i.imgur.com/gyldKm4.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
275,11,b,https://i.imgur.com/99Wbw9Q.png,,https://i.imgur.com/QTOvKZ6.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
276,12,c,https://i.imgur.com/WB2cjAh.png,,https://i.imgur.com/Uryzbqk.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
277,13,c,https://i.imgur.com/BiHmtwL.png,,https://i.imgur.com/8BxMu6Q.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
278,14,a,https://i.imgur.com/IPMnQxf.png,,https://i.imgur.com/ahKUmmk.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
279,15,d,https://i.imgur.com/CAKHjNz.png,,https://i.imgur.com/55cmFkf.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
280,16,b,https://i.imgur.com/wlNI0B6.png,,https://i.imgur.com/qeht9vC.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
281,17,b,https://i.imgur.com/PX1CbLj.png,,https://i.imgur.com/8g9wxg2.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
282,18,a,https://i.imgur.com/UWbYwNV.png,,https://i.imgur.com/Xw1N50a.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
283,19,b,https://i.imgur.com/ybWIGmQ.png,,https://i.imgur.com/53kfCIp.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
284,20,b,https://i.imgur.com/mJYTsXn.png,,https://i.imgur.com/kFmAQao.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
285,21,b,https://i.imgur.com/SIIFkJm.png,,https://i.imgur.com/xq8ljab.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
286,22,c,https://i.imgur.com/T6XMD2t.png,,https://i.imgur.com/Ug9qKge.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
287,23,b,https://i.imgur.com/0p9xyDL.png,,https://i.imgur.com/LK29tUj.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
288,24,d,https://i.imgur.com/H4GvjBF.png,,https://i.imgur.com/vEr6Fib.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
289,25,b,https://i.imgur.com/Lc5pfou.png,,https://i.imgur.com/H28pmtY.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
290,26,c,https://i.imgur.com/2yrb3No.png,,https://i.imgur.com/Pm4pW5c.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
291,27,a,https://i.imgur.com/x5ONDyO.png,,https://i.imgur.com/jeceSVB.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
292,28,d,https://i.imgur.com/jXIcV1N.png,,https://i.imgur.com/lS1dc6A.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
