sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
38,2,https://i.imgur.com/PdytO33.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
39,1,https://i.imgur.com/ISZHjLj.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
41,4,https://i.imgur.com/QkK44g8.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
42,1,https://i.imgur.com/VpdRzZM.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
43,2,https://i.imgur.com/b2xMIAy.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
44,3,https://i.imgur.com/6sF2qWp.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
45,2,https://i.imgur.com/x9PomL8.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
46,3,https://i.imgur.com/FABWB6P.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
47,2,https://i.imgur.com/IzcFWki.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
48,2,https://i.imgur.com/DEmiC5e.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
49,3,https://i.imgur.com/UTXTu2U.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
