sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
33,1,https://i.imgur.com/uZvh8Gt.png,,1,https://i.imgur.com/r2DDBAU.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
34,2,https://i.imgur.com/RcrR79b.png,,"1,8",https://i.imgur.com/GRDEhMG.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
35,1,https://i.imgur.com/2Et0WQH.png,,"1,3,8",https://i.imgur.com/9xddzhn.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
36,3,https://i.imgur.com/BbLxAmW.png,,"1,6,8",https://i.imgur.com/yra8glZ.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
37,4,https://i.imgur.com/16nCqqa.png,,"1,8",https://i.imgur.com/aCGUukg.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
38,3,https://i.imgur.com/1DKUs3X.png,,1,https://i.imgur.com/xA7dOhc.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
39,3,https://i.imgur.com/jKj9Vee.png,,1,https://i.imgur.com/7b8t6ls.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
40,4,https://i.imgur.com/yELni4b.png,,1,https://i.imgur.com/I3mfgZY.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
41,3,https://i.imgur.com/QWqalkL.png,,1,https://i.imgur.com/WIqKDEb.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
42,3,https://i.imgur.com/LLcR8Vv.png,,1,https://i.imgur.com/oW8pYhi.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
43,4,https://i.imgur.com/hJkQvXH.png,,"1,5,6",https://i.imgur.com/E0sMGXX.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
44,3,https://i.imgur.com/WBR6URN.png,,"1,5,6",https://i.imgur.com/qbBaiAD.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
45,4,https://i.imgur.com/EFdEjv7.png,,"1,5,6",https://i.imgur.com/BUxwGXO.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
46,3,https://i.imgur.com/aOVpkmk.png,,"1,5,6",https://i.imgur.com/XYSC8yt.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
47,2,https://i.imgur.com/QIEQ0uv.png,,"1,5,6",https://i.imgur.com/svbbCJK.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
48,2,https://i.imgur.com/ns5m46I.png,,"1,5",https://i.imgur.com/fjAFV4i.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
49,1,https://i.imgur.com/RIju0dD.png,,1,https://i.imgur.com/pD4zOjw.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
50,4,https://i.imgur.com/QNRWL84.png,,1,https://i.imgur.com/hqnf71u.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
51,2,https://i.imgur.com/nm3op1a.png,,1,https://i.imgur.com/5tg8Iug.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
52,2,https://i.imgur.com/9zLJQrx.png,,1,https://i.imgur.com/mTbEhtk.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
53,4,https://i.imgur.com/006K6BM.png,,1,https://i.imgur.com/haIZJ5A.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
54,2,https://i.imgur.com/DabpSnX.png,,1,https://i.imgur.com/IHl1BIW.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
55,1,https://i.imgur.com/dkbshuQ.png,,"1,9",https://i.imgur.com/KNAd4MD.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
56,3,https://i.imgur.com/2rxw5VM.png,,1,https://i.imgur.com/T7Ji08B.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
57,1,https://i.imgur.com/KmXXYCc.png,,1,https://i.imgur.com/vjnDWl3.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
58,2,https://i.imgur.com/frfgDzY.png,,"1,6",https://i.imgur.com/Ub5qBnp.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
59,4,https://i.imgur.com/pAlNKkj.png,,1,https://i.imgur.com/3bqIxEw.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
60,1,https://i.imgur.com/JO75J5m.png,,1,https://i.imgur.com/VxZZqEB.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
61,3,https://i.imgur.com/yrd9Fxz.png,,1,https://i.imgur.com/02DnOT3.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
62,2,https://i.imgur.com/mQokK5c.png,,"1,8",https://i.imgur.com/InMuyxx.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
63,3,https://i.imgur.com/eC8viU4.png,,"1,8",https://i.imgur.com/qLji8LH.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
64,4,https://i.imgur.com/8ByHg9k.png,,"1,8",https://i.imgur.com/eewrknU.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
65,3,https://i.imgur.com/uyATtW7.png,,"1,9",https://i.imgur.com/hqhdMnZ.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
66,2,https://i.imgur.com/svT0vT4.png,,1,https://i.imgur.com/EItXZd5.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
67,1,https://i.imgur.com/Cl6Ysh4.png,,1,https://i.imgur.com/5goZ6La.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
68,3,https://i.imgur.com/naoyl40.png,,"1,8",https://i.imgur.com/YbR3wbT.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
69,2,https://i.imgur.com/0Hv3ZVf.png,,"1,10",https://i.imgur.com/NsUTCxN.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
70,3,https://i.imgur.com/Itlwubb.png,,"1,7",https://i.imgur.com/jiEtEtI.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
