,correct,QuestionLink,Direction,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
27,d,https://i.imgur.com/J5uILVZ.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,b,https://i.imgur.com/9yvEypR.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
29,b,https://i.imgur.com/D9nsLwY.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,a,https://i.imgur.com/3O6XGcT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,d,https://i.imgur.com/V7lj4PL.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,c,https://i.imgur.com/o9zLwys.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
33,d,https://i.imgur.com/1a06FAF.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,b,https://i.imgur.com/o3k0yyB.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,d,https://i.imgur.com/Z03y7WB.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
1,c,https://i.imgur.com/u4dGLOE.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
2,c,https://i.imgur.com/uGc2Cky.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
3,c,https://i.imgur.com/JeOmbc4.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
4,d,https://i.imgur.com/zNzT3GU.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
5,b,https://i.imgur.com/QtM0dAy.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
6,d,https://i.imgur.com/sxhywMq.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
7,a,https://i.imgur.com/pmAHgJ2.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
8,d,https://i.imgur.com/CZATI7J.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
9,c,https://i.imgur.com/oPFu9Uv.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
10,c,https://i.imgur.com/9Ddir69.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
11,d,https://i.imgur.com/gOcuuXw.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
12,d,https://i.imgur.com/j3obEsx.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
14,a,https://i.imgur.com/6zl5nHi.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
15,d,https://i.imgur.com/WXIdMv5.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
16,d,https://i.imgur.com/fMksNTU.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
17,b,https://i.imgur.com/j3ktDLw.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
18,b,https://i.imgur.com/jl3GYxr.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
19,b,https://i.imgur.com/erFWmdu.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
20,b,https://i.imgur.com/2YKkCzg.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
21,c,https://i.imgur.com/NH3OTQk.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
22,b,https://i.imgur.com/7JInJA9.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
23,d,https://i.imgur.com/qz9PriC.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
24,d,https://i.imgur.com/ruA4V11.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
25,d,https://i.imgur.com/OEH07b2.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
26,d,https://i.imgur.com/BWJxv42.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
27,a,https://i.imgur.com/CNCh06N.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,a,https://i.imgur.com/GhsMM1y.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
29,c,https://i.imgur.com/OlzllCk.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,b,https://i.imgur.com/Mt5hTKS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,b,https://i.imgur.com/UVIkZSS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,d,https://i.imgur.com/rbkctbO.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
33,a,https://i.imgur.com/Ly1aISU.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,b,https://i.imgur.com/ArDdNjH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,a,https://i.imgur.com/6V7YjdT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
36,b,https://i.imgur.com/vBWoaHS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
37,b,https://i.imgur.com/02Gxfks.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
38,b,https://i.imgur.com/Lf5SSio.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
39,a,https://i.imgur.com/1drZzt6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
40,a,https://i.imgur.com/feGekhC.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
41,b,https://i.imgur.com/KzcxqFY.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
42,d,https://i.imgur.com/FKx9Jko.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
43,c,https://i.imgur.com/oRVwKZj.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
44,c,https://i.imgur.com/Qayv5Oy.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
45,c,https://i.imgur.com/UPu4n7r.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
46,c,https://i.imgur.com/9nhE4nY.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
47,a,https://i.imgur.com/Gv17K9x.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
48,d,https://i.imgur.com/JRyLyO3.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
49,c,https://i.imgur.com/FQ6bwKZ.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
50,d,https://i.imgur.com/UZCRWAQ.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
51,c,https://i.imgur.com/391zZ80.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
52,c,https://i.imgur.com/C7OpMlV.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
53,c,https://i.imgur.com/mKVjjZI.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
54,b,https://i.imgur.com/pNq5POs.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
55,b,https://i.imgur.com/E08oyxi.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
56,c,https://i.imgur.com/zHXgEOX.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
57,d,https://i.imgur.com/JNuZzVW.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
58,d,https://i.imgur.com/wJYOk6y.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
59,d,https://i.imgur.com/DuLFPUg.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
60,d,https://i.imgur.com/HPjECTP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
61,d,https://i.imgur.com/MTPrwCW.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
62,d,https://i.imgur.com/ILLBQdn.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
63,d,https://i.imgur.com/IG7ERWv.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
64,d,https://i.imgur.com/xeBVJhc.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
65,a,https://i.imgur.com/NxFQPss.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
66,a,https://i.imgur.com/GrUVcJp.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
67,a,https://i.imgur.com/MC5mwS3.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
68,c,https://i.imgur.com/c6zC3sr.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
69,c,https://i.imgur.com/vVGyDzY.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
70,a,https://i.imgur.com/0h2CoGz.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
71,c,https://i.imgur.com/vZoYrak.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
72,c,https://i.imgur.com/ge9rs3z.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
73,c,https://i.imgur.com/GpOQxbW.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
74,d,https://i.imgur.com/9XrC4oE.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
75,c,https://i.imgur.com/FB6QQG2.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
76,a,https://i.imgur.com/FfI6Coj.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
77,b,https://i.imgur.com/dzTFiDm.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
78,c,https://i.imgur.com/NSqqumQ.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
79,a,https://i.imgur.com/o5wItHR.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
80,d,https://i.imgur.com/tUAfj4N.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
81,c,https://i.imgur.com/A3gXL0K.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
82,a,https://i.imgur.com/iT5g879.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
83,b,https://i.imgur.com/UNyIp0F.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
84,c,https://i.imgur.com/k8mJqK0.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
85,b,https://i.imgur.com/BKl4Uq6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
86,d,https://i.imgur.com/gJ4xPyP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
87,d,https://i.imgur.com/75VNtwJ.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
88,a,https://i.imgur.com/1oiXSsw.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
89,d,https://i.imgur.com/HsXGGB8.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
90,a,https://i.imgur.com/JQZ93j8.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
91,a,https://i.imgur.com/XMwaCs8.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
92,a,https://i.imgur.com/KxLSd0H.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
93,b,https://i.imgur.com/ZT4sf9C.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
94,d,https://i.imgur.com/iYzbOEl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
95,b,https://i.imgur.com/uYNlYfn.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
96,a,https://i.imgur.com/M7n9Pax.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
97,d,https://i.imgur.com/pcxedUG.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
98,b,https://i.imgur.com/YmRKXLI.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
99,a,https://i.imgur.com/ka6pj9c.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
100,b,https://i.imgur.com/8nm31xH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
101,d,https://i.imgur.com/3RGIikS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
