,correct,QuestionLink,Direction,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
283,c,https://i.imgur.com/FGrIjzF.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
284,c,https://i.imgur.com/Fe368tl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
285,d,https://i.imgur.com/Xsl4pYb.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
286,d,https://i.imgur.com/6X3Ni39.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
287,b,https://i.imgur.com/Cu7IVJq.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
288,d,https://i.imgur.com/1mOb8ZM.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
289,b,https://i.imgur.com/8Wo1aFm.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
290,a,https://i.imgur.com/z6Vp8Cv.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
291,a,https://i.imgur.com/v83D1r0.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
292,b,https://i.imgur.com/mZEHIeD.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
293,b,https://i.imgur.com/Hkp5Vi5.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
294,c,https://i.imgur.com/tnCfNTP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
295,d,https://i.imgur.com/5fAcZCB.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
296,c,https://i.imgur.com/dN8EERH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
297,d,https://i.imgur.com/dHypDRf.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
298,b,https://i.imgur.com/KCnyfBl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
299,c,https://i.imgur.com/uzOlPmA.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
300,d,https://i.imgur.com/o1uNLRT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
301,b,https://i.imgur.com/AyLQtAL.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
302,d,https://i.imgur.com/mCRsSds.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
303,c,https://i.imgur.com/YI86hfs.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
304,b,https://i.imgur.com/bkDjWT5.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
305,c,https://i.imgur.com/KWh3sud.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
306,d,https://i.imgur.com/7F4u73N.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
307,d,https://i.imgur.com/sfo9pIl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
308,d,https://i.imgur.com/fyXbowT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
309,c,https://i.imgur.com/Gng46eo.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
310,d,https://i.imgur.com/EDBJNkz.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
311,d,https://i.imgur.com/VuCVWvq.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
312,a,https://i.imgur.com/W270t3S.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
313,a,https://i.imgur.com/WNh2fht.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
314,a,https://i.imgur.com/moNNLoH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
315,a,https://i.imgur.com/gAuEc0S.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
316,a,https://i.imgur.com/Rd9m7VP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
317,d,https://i.imgur.com/tHMIP42.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
318,a,https://i.imgur.com/LiqsN9G.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
319,b,https://i.imgur.com/hNNnlB6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
320,c,https://i.imgur.com/bLWRKI1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
321,d,https://i.imgur.com/gmN4z5h.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
322,b,https://i.imgur.com/SXvFuOB.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
323,b,https://i.imgur.com/2zDvSOX.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
324,d,https://i.imgur.com/pYbX9IW.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
325,a,https://i.imgur.com/z1lni4y.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
326,d,https://i.imgur.com/c6vhy8x.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
327,a,https://i.imgur.com/h1YXwCY.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
328,b,https://i.imgur.com/Es1Z5y6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
329,c,https://i.imgur.com/1o4J7Q4.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
330,c,https://i.imgur.com/kNGNNtA.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
331,d,https://i.imgur.com/ie5b7uz.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
332,d,https://i.imgur.com/3fGnx6H.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
333,d,https://i.imgur.com/xj3JC7D.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
334,b,https://i.imgur.com/F7qVgSe.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
335,c,https://i.imgur.com/XVyCgXH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
336,a,https://i.imgur.com/9hLbDf6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
337,d,https://i.imgur.com/6QIdxfM.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
338,d,https://i.imgur.com/TTl9zur.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
339,c,https://i.imgur.com/ThbWnAz.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
340,c,https://i.imgur.com/xD9O0kO.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
341,d,https://i.imgur.com/52hwSAp.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
342,b,https://i.imgur.com/Y26wMZK.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
343,a,https://i.imgur.com/sYlQ8Ov.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
344,c,https://i.imgur.com/WDUGUpX.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
345,d,https://i.imgur.com/S7HYj3Q.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
346,a,https://i.imgur.com/pqe1ws1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
347,d,https://i.imgur.com/tBzzFmo.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
348,a,https://i.imgur.com/TK5vCek.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
349,a,https://i.imgur.com/BUTWvTi.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
350,c,https://i.imgur.com/qfs2YDu.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
351,d,https://i.imgur.com/Rp08xkd.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
352,b,https://i.imgur.com/l1PEEfj.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
353,b,https://i.imgur.com/7OAtuWq.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
354,b,https://i.imgur.com/sbxYyxD.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
355,c,https://i.imgur.com/pqQ5inC.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
356,c,https://i.imgur.com/CwOsAoR.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
357,b,https://i.imgur.com/NouDfoA.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
358,a,https://i.imgur.com/BV7UcM6.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
359,c,https://i.imgur.com/uP7ib7v.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
360,d,https://i.imgur.com/A2qJ8lS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
361,b,https://i.imgur.com/WtAlPev.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
362,c,https://i.imgur.com/lUnY44u.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
363,a,https://i.imgur.com/fJ04xUX.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
364,b,https://i.imgur.com/H1t9Vxb.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
366,a,https://i.imgur.com/3ahL8ki.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
367,a,https://i.imgur.com/ss10SBm.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
368,b,https://i.imgur.com/d7rEI81.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
369,b,https://i.imgur.com/z60Bqg3.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
370,c,https://i.imgur.com/ljwDxic.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
371,d,https://i.imgur.com/k7slxbO.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
372,b,https://i.imgur.com/QWZUhbF.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
373,c,https://i.imgur.com/v7f2o9r.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
374,d,https://i.imgur.com/xeTfndD.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
375,b,https://i.imgur.com/QVtBQCC.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
376,b,https://i.imgur.com/UuHp87R.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
378,d,https://i.imgur.com/6exd7VP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
379,c,https://i.imgur.com/KK6e5O3.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
380,c,https://i.imgur.com/gkPzxX1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
381,c,https://i.imgur.com/Nc5kHqd.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
382,b,https://i.imgur.com/lQ4ghMK.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
383,b,https://i.imgur.com/DH38ddf.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
384,c,https://i.imgur.com/6Y0M8RK.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
385,a,https://i.imgur.com/V4lH7O1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
386,d,https://i.imgur.com/WhhkzbL.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
387,d,https://i.imgur.com/F1XX3Kk.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
388,a,https://i.imgur.com/sHR2fqw.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
389,b,https://i.imgur.com/Tjcr3Nu.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
390,b,https://i.imgur.com/rRvVkHG.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
391,a,https://i.imgur.com/VlHE2Xt.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
392,b,https://i.imgur.com/hBaFB3q.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
393,a,https://i.imgur.com/eKC2z5u.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
394,c,https://i.imgur.com/s7bod57.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
395,a,https://i.imgur.com/OBNaIbl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
396,b,https://i.imgur.com/5ZyFnEn.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
397,d,https://i.imgur.com/juZ03C8.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
398,c,https://i.imgur.com/Roupvsz.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
399,d,https://i.imgur.com/CiO6VS2.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
400,b,https://i.imgur.com/Dgrl5Zw.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
401,d,https://i.imgur.com/2i9dWtl.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
402,a,https://i.imgur.com/G70FVSA.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
403,c,https://i.imgur.com/lNkLz7F.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
404,d,https://i.imgur.com/YMLkds0.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
405,c,https://i.imgur.com/EYwDWvN.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
406,a,https://i.imgur.com/b1moB7x.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
407,d,https://i.imgur.com/sxuzFhN.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
408,d,https://i.imgur.com/1dtSwB5.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
409,d,https://i.imgur.com/doXJpSP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
410,a,https://i.imgur.com/jOYhVBS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
411,c,https://i.imgur.com/4fOdaUT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
412,d,https://i.imgur.com/BKXmXn0.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
413,d,https://i.imgur.com/p5Z09Dq.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
414,a,https://i.imgur.com/WMAYZ9M.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
415,a,https://i.imgur.com/ZqPwFwd.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
416,c,https://i.imgur.com/b3QtRX1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
417,a,https://i.imgur.com/z3sZwUA.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
418,b,https://i.imgur.com/7x782Oa.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
419,a,https://i.imgur.com/jDeefCN.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
420,b,https://i.imgur.com/bjl0GqS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
421,c,https://i.imgur.com/ierfifn.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
422,c,https://i.imgur.com/l7KpMbH.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
423,b,https://i.imgur.com/f11jHQd.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
424,a,https://i.imgur.com/Y8rWdlP.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
425,c,https://i.imgur.com/xC8Wodn.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
426,a,https://i.imgur.com/bE08FuR.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
428,b,https://i.imgur.com/x5zq7u8.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
429,c,https://i.imgur.com/t44wcR1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
430,d,https://i.imgur.com/Wf8Wzu1.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
431,d,https://i.imgur.com/LFMliBt.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
432,d,https://i.imgur.com/fCnw1Fe.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
433,c,https://i.imgur.com/HK27zRf.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
434,d,https://i.imgur.com/AMiGtsM.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
435,a,https://i.imgur.com/Y1iTViv.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
436,b,https://i.imgur.com/LIbCI52.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
437,b,https://i.imgur.com/47QgP2L.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
438,a,https://i.imgur.com/eqjU2fW.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
439,b,https://i.imgur.com/aFlv7iu.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
440,a,https://i.imgur.com/vNsX5y5.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
441,d,https://i.imgur.com/M7zY5DT.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
442,d,https://i.imgur.com/3Kh0568.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
443,a,https://i.imgur.com/AOkUNSS.png,Find the odd one out/ विषम चुने ,7.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
