,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
236,c,https://i.imgur.com/h77B6W7.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
237,c,https://i.imgur.com/2fqQjF7.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
238,b,https://i.imgur.com/wjf2ofP.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
240,d,https://i.imgur.com/HckontT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
241,c,https://i.imgur.com/3MYtGEr.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
242,a,https://i.imgur.com/258xcoD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
243,b,https://i.imgur.com/iDOhsco.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
244,b,https://i.imgur.com/dQiHGVM.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
245,a,https://i.imgur.com/o6wZRhB.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
246,d,https://i.imgur.com/SLUAYJX.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
247,a,https://i.imgur.com/4zdrhLw.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
248,c,https://i.imgur.com/hsyYku9.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
249,b,https://i.imgur.com/9Aisv3L.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
250,a,https://i.imgur.com/TcPRME8.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
251,b,https://i.imgur.com/2qxl1MI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
252,b,https://i.imgur.com/105NfCc.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
253,b,https://i.imgur.com/qo8Ec85.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
254,b,https://i.imgur.com/lKNDDOR.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
255,b,https://i.imgur.com/srZzypX.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
256,d,https://i.imgur.com/mpbsn88.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
257,a,https://i.imgur.com/3QYPK1A.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
258,b,https://i.imgur.com/yxDOLil.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
259,d,https://i.imgur.com/ktdOeFD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
261,c,https://i.imgur.com/MkwF5Ih.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
262,b,https://i.imgur.com/cTMU8lJ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
263,b,https://i.imgur.com/vuG4ql9.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
264,b,https://i.imgur.com/p9QJWBF.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
265,b,https://i.imgur.com/93Xkynj.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
266,a,https://i.imgur.com/cExQdFT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
267,b,https://i.imgur.com/2ACQkEI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
268,d,https://i.imgur.com/Oj38S0Y.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
269,b,https://i.imgur.com/5X1TDVk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
270,c,https://i.imgur.com/NewnWdI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
271,d,https://i.imgur.com/X62zBQ6.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
272,b,https://i.imgur.com/ucDaBIv.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
273,b,https://i.imgur.com/mzhEq2c.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
274,c,https://i.imgur.com/yCDhySo.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
275,c,https://i.imgur.com/KmIVfvZ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
276,c,https://i.imgur.com/q8UJMdx.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
277,b,https://i.imgur.com/oZwgUru.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
278,b,https://i.imgur.com/cNkMmUb.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
279,a,https://i.imgur.com/6J5R3Cc.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
281,b,https://i.imgur.com/eGye52u.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
282,b,https://i.imgur.com/pCwLOtI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
283,b,https://i.imgur.com/kJx49PD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
284,b,https://i.imgur.com/hNYDoGT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
285,b,https://i.imgur.com/aFZdp90.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
286,c,https://i.imgur.com/2tCU914.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
287,d,https://i.imgur.com/GyXnSzF.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
288,a,https://i.imgur.com/p73x13r.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
289,c,https://i.imgur.com/OBxDEJg.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
290,d,https://i.imgur.com/EykQoMr.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
291,a,https://i.imgur.com/NBBRL6j.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
292,b,https://i.imgur.com/H0dtt3A.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
293,c,https://i.imgur.com/kTUNHt2.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
294,d,https://i.imgur.com/4wQ2Zli.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
295,a,https://i.imgur.com/zKcbTXa.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
296,c,https://i.imgur.com/pbyE9WQ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
297,c,https://i.imgur.com/DQlqZo4.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
298,a,https://i.imgur.com/IgrwKEW.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
299,b,https://i.imgur.com/Z2RilCB.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
301,b,https://i.imgur.com/EN2w8lm.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
302,b,https://i.imgur.com/RwcJI1E.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
303,c,https://i.imgur.com/TE9PKJF.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
304,b,https://i.imgur.com/C1dgG4w.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
305,d,https://i.imgur.com/Gzzkqwe.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
306,d,https://i.imgur.com/zlyRt0T.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
307,c,https://i.imgur.com/FqcY1e3.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
308,d,https://i.imgur.com/xrXYw81.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
309,c,https://i.imgur.com/mTCfeF1.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
310,a,https://i.imgur.com/tum2C62.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
311,b,https://i.imgur.com/cpy2Ecv.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
312,d,https://i.imgur.com/8ZEm4tL.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
325,a,https://i.imgur.com/hFTrd5q.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
327,a,https://i.imgur.com/unXAX8U.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
328,b,https://i.imgur.com/vSH0olJ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
329,a,https://i.imgur.com/fn7iT51.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
331,c,https://i.imgur.com/ogWMKYX.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
335,b,https://i.imgur.com/uiAiUYM.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
336,a,https://i.imgur.com/VZulgkD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
337,a,https://i.imgur.com/XPbt7DY.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
338,b,https://i.imgur.com/tkXBmAf.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
339,a,https://i.imgur.com/eMqddxX.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
340,b,https://i.imgur.com/Sxu7nWy.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
344,a,https://i.imgur.com/ZEbH5Kc.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
345,b,https://i.imgur.com/KyLhkYH.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
346,b,https://i.imgur.com/9bXaAdb.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
350,a,https://i.imgur.com/x4JVpPj.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
351,b,https://i.imgur.com/rvTPHpT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
352,b,https://i.imgur.com/MGcu9WD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
353,c,https://i.imgur.com/oA7hAV6.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
354,a,https://i.imgur.com/xQeKlRE.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
355,b,https://i.imgur.com/aNwyRTZ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
356,b,https://i.imgur.com/Ue4VLRY.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
357,b,https://i.imgur.com/RQ2YPDT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
358,a,https://i.imgur.com/r4rbPRf.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
