sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,sources
19,d,https://i.imgur.com/w7UarFQ.png,,https://i.imgur.com/Cfp1ojG.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
20,d,https://i.imgur.com/bE8A8dt.png,,https://i.imgur.com/TBr2AnC.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
22,b,https://i.imgur.com/QQTnual.png,,https://i.imgur.com/XNEzgFm.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
23,b,https://i.imgur.com/v6SMlvn.png,,https://i.imgur.com/1YOSt0M.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
24,b,https://i.imgur.com/56zNAos.png,,https://i.imgur.com/rSbmtNB.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
25,c,https://i.imgur.com/2m5XHKT.png,,https://i.imgur.com/syaiWQZ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
26,c,https://i.imgur.com/kdwypzY.png,,https://i.imgur.com/PcgtM4k.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
28,a,https://i.imgur.com/xhkx81I.png,,https://i.imgur.com/gSCBwRF.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
29,c,https://i.imgur.com/vPYvHBb.png,,https://i.imgur.com/waY60xM.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
30,a,https://i.imgur.com/8A6EZnB.png,,https://i.imgur.com/FWRer3A.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
32,d,https://i.imgur.com/vntRM9Y.png,,https://i.imgur.com/O877NTr.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
33,b,https://i.imgur.com/yjOWevJ.png,,https://i.imgur.com/NXn39O6.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
34,d,https://i.imgur.com/vGb2JN9.png,,https://i.imgur.com/yzbi3LE.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
36,b,https://i.imgur.com/gSmu176.png,,https://i.imgur.com/Oi4TPCK.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
38,c,https://i.imgur.com/vWPLRFq.png,,https://i.imgur.com/BL6UkGr.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
39,d,https://i.imgur.com/prjNE4H.png,,https://i.imgur.com/65GhRsO.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
40,b,https://i.imgur.com/cfcEvjs.png,,https://i.imgur.com/OHgaHNk.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
41,b,https://i.imgur.com/qnB3yMQ.png,,https://i.imgur.com/1DCsgEm.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
42,c,https://i.imgur.com/AxI9O5d.png,,https://i.imgur.com/HVcPCY7.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
44,c,https://i.imgur.com/sOeZwSw.png,,https://i.imgur.com/6iGc5XM.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
45,d,https://i.imgur.com/RYhSn8p.png,,https://i.imgur.com/z4yi6JA.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
46,c,https://i.imgur.com/xrTCHQb.png,,https://i.imgur.com/qJKOymJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
48,b,https://i.imgur.com/B6Z0NhR.png,,https://i.imgur.com/C88S0OJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
50,b,https://i.imgur.com/yMZKVf3.png,,https://i.imgur.com/06Bexwn.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
2,d,https://i.imgur.com/EQVJMTO.png,,https://i.imgur.com/AriJcIi.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
3,b,https://i.imgur.com/6OmvZTF.png,,https://i.imgur.com/QwFyShU.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
4,b,https://i.imgur.com/R6N5sCO.png,,https://i.imgur.com/jg19gqJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
5,c,https://i.imgur.com/kPtjCc6.png,,https://i.imgur.com/r6blTCr.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
7,b,https://i.imgur.com/QzHWT4b.png,,https://i.imgur.com/r7SDZH5.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
8,a,https://i.imgur.com/Iz4ycZF.png,,https://i.imgur.com/8k3bDjX.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
10,d,https://i.imgur.com/EkxY1QS.png,,https://i.imgur.com/vIWRE7x.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
11,a,https://i.imgur.com/TDUbCfE.png,,https://i.imgur.com/Q4ecZea.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
12,c,https://i.imgur.com/QyRbF5C.png,,https://i.imgur.com/rsYMNiQ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
13,a,https://i.imgur.com/NupVnoM.png,,https://i.imgur.com/8COWlUO.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
15,d,https://i.imgur.com/j626qFt.png,,https://i.imgur.com/0BkVpsH.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
16,b,https://i.imgur.com/cJl5RF8.png,,https://i.imgur.com/DFcMJeZ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
17,a,https://i.imgur.com/E2CR1Ot.png,,https://i.imgur.com/0JEtiVT.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
18,b,https://i.imgur.com/7kKARdr.png,,https://i.imgur.com/G9Cnqii.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
19,c,https://i.imgur.com/BFj8GHy.png,,https://i.imgur.com/Qm0cWzJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
20,d,https://i.imgur.com/3oYUcva.png,,https://i.imgur.com/deF2Ccs.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
21,d,https://i.imgur.com/4M6MUqT.png,,https://i.imgur.com/aanp15z.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
22,d,https://i.imgur.com/L38aFmY.png,,https://i.imgur.com/l3jBBPV.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
24,d,https://i.imgur.com/dko2fQP.png,,https://i.imgur.com/ouwX75w.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
27,c,https://i.imgur.com/hMPR8Pl.png,,https://i.imgur.com/Zgfutjw.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
30,c,https://i.imgur.com/ZV51lKL.png,,https://i.imgur.com/QbJvNXJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
32,b,https://i.imgur.com/LyLvwJ7.png,,https://i.imgur.com/d9rCmX5.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
33,a,https://i.imgur.com/wKkmYjh.png,,https://i.imgur.com/njSCulJ.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
35,d,https://i.imgur.com/aFS8K79.png,,https://i.imgur.com/WkCuDMs.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
37,c,https://i.imgur.com/vnmJMa0.png,,https://i.imgur.com/R6qtKUA.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
38,d,https://i.imgur.com/6nFsQYo.png,,https://i.imgur.com/QhewQ8j.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
39,a,https://i.imgur.com/tKCEwvG.png,,https://i.imgur.com/ZJB7Rmv.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
40,a,https://i.imgur.com/gbCR7uI.png,,https://i.imgur.com/EWdQa7D.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
41,b,https://i.imgur.com/0StSpRy.png,,https://i.imgur.com/r4d1t4B.png,cat_quant,A,B,C,D,11.2,cat,Eng,arun sharma
1,b,https://i.imgur.com/4XXDgMe.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
2,c,https://i.imgur.com/HKq4nQ3.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
3,c,https://i.imgur.com/hCP0Psa.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/i4DzquO.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/CnUqhjE.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
6,c,https://i.imgur.com/ET2oyhk.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/ROdkM3V.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
8,b,https://i.imgur.com/tkx23f9.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
9,c,https://i.imgur.com/mwjT4dI.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
11,c,https://i.imgur.com/HVVr0IZ.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/2NdkUgG.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
13,c,https://i.imgur.com/OuDlMAt.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
14,a,https://i.imgur.com/cbDXkAi.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
15,a,https://i.imgur.com/831JLzM.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
16,d,https://i.imgur.com/Jd9q7Sw.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
17,b,https://i.imgur.com/4wB9amC.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
18,b,https://i.imgur.com/QKur7re.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
20,a,https://i.imgur.com/cFmMUO1.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/iB4V3aO.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
22,b,https://i.imgur.com/EhPNYqi.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
23,c,https://i.imgur.com/JQxKmWu.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
24,c,https://i.imgur.com/Rt1IjpP.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
25,b,https://i.imgur.com/nMZCeyx.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
26,a,https://i.imgur.com/usR1uXT.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/D6GaEyV.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
29,a,https://i.imgur.com/5jhWc4v.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
30,a,https://i.imgur.com/ySO6wwR.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
31,a,https://i.imgur.com/c3DT260.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
32,a,https://i.imgur.com/0aU8gYV.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
33,d,https://i.imgur.com/V2Bx0F7.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
34,a,https://i.imgur.com/MZkvr80.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
35,d,https://i.imgur.com/Pkx9AAy.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
36,b,https://i.imgur.com/zRjuaPz.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
37,a,https://i.imgur.com/CMZGPWs.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
38,b,https://i.imgur.com/xwWYKGv.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
39,d,https://i.imgur.com/jOSUCHY.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
40,c,https://i.imgur.com/pBOVqMl.png,,,cat_quant,A,B,C,D,12.1,cat,Eng,arun sharma
1,a,https://i.imgur.com/8JnUScX.png,,https://i.imgur.com/ZKdFDrk.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/YLNBNOG.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
3,c,https://i.imgur.com/DFEE5Ii.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
4,a,https://i.imgur.com/VXV8Gdv.png,,https://i.imgur.com/0J3Sbm6.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
5,a,https://i.imgur.com/QEDN9sH.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
6,d,https://i.imgur.com/YipJGKW.png,,https://i.imgur.com/Z9mBGaY.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
7,b,https://i.imgur.com/28Pen7d.png,,https://i.imgur.com/bn1QOIH.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
8,b,https://i.imgur.com/sfuT3j4.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
9,a,https://i.imgur.com/WOISdUH.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
10,a,https://i.imgur.com/VhrmmST.png,,https://i.imgur.com/gnYTHJV.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
11,c,https://i.imgur.com/oSK8Jrl.png,,https://i.imgur.com/jSRQa8u.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
12,d,https://i.imgur.com/ik2Itlv.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
13,a,https://i.imgur.com/u9egosm.png,,https://i.imgur.com/xdSZzrN.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
14,b,https://i.imgur.com/oVZxvwB.png,,https://i.imgur.com/DODWQX8.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
15,d,https://i.imgur.com/17BBLjx.png,,https://i.imgur.com/LmwI49A.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
16,b,https://i.imgur.com/34CrXJp.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
17,a,https://i.imgur.com/DwiSDl4.png,,https://i.imgur.com/ARXFHH7.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
18,c,https://i.imgur.com/Jq7TPwM.png,,,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
19,b,https://i.imgur.com/QnB2H73.png,,https://i.imgur.com/R7cWYB8.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
20,b,https://i.imgur.com/POllZ9v.png,,https://i.imgur.com/AkoR3QV.png,cat_quant,A,B,C,D,12.2,cat,Eng,arun sharma
1,c,https://i.imgur.com/4E9XNbm.png,,https://i.imgur.com/jbmRgHu.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
2,d,https://i.imgur.com/V76AdiG.png,,https://i.imgur.com/lZwA9HL.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
3,d,https://i.imgur.com/LpS0WDq.png,,https://i.imgur.com/P2D0CyI.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
4,c,https://i.imgur.com/8BBv91L.png,,https://i.imgur.com/fZejKFy.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
5,b,https://i.imgur.com/D19o6Mj.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
6,d,https://i.imgur.com/8Qs13C7.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
7,c,https://i.imgur.com/fsz9mdt.png,,https://i.imgur.com/889r8B0.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
8,b,https://i.imgur.com/nCW9cUN.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
9,d,https://i.imgur.com/ayBerc0.png,,https://i.imgur.com/ltRL10a.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
10,a,https://i.imgur.com/BFvmx6c.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
11,c,https://i.imgur.com/0cI4LEg.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
12,b,https://i.imgur.com/EsF7ddM.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
13,a,https://i.imgur.com/lUjNHKL.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
14,b,https://i.imgur.com/xeIImeh.png,,https://i.imgur.com/WHes6bz.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
16,b,https://i.imgur.com/u0OU6cM.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
17,c,https://i.imgur.com/QkzMcIj.png,,https://i.imgur.com/00huebi.png,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
18,b,https://i.imgur.com/a4indu2.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
19,c,https://i.imgur.com/MbXMSk9.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
20,a,https://i.imgur.com/Y4cjHkk.png,,,cat_quant,A,B,C,D,12.3,cat,Eng,arun sharma
1,b,https://i.imgur.com/pGhtdKT.png,,https://i.imgur.com/pElKd3n.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
2,d,https://i.imgur.com/UwxyXsk.png,,https://i.imgur.com/P23knOx.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
3,a,https://i.imgur.com/YzlBN0a.png,,https://i.imgur.com/YwMLsLb.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/zlUoeIT.png,,https://i.imgur.com/FZRt0zZ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/B87Po6Y.png,,https://i.imgur.com/0czGj2A.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
6,d,https://i.imgur.com/20MJL4L.png,,https://i.imgur.com/ZSeJBpw.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
7,b,https://i.imgur.com/tB4r9hr.png,,https://i.imgur.com/MAqfHU1.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/Vu9iRVC.png,,https://i.imgur.com/9QBwFgi.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
10,b,https://i.imgur.com/s6sVBIh.png,,https://i.imgur.com/935PnRo.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
11,d,https://i.imgur.com/oZPegIo.png,,https://i.imgur.com/uY3Skfr.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/3WO22fB.png,,https://i.imgur.com/ISjs1fL.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
13,d,https://i.imgur.com/qDNgpdV.png,,https://i.imgur.com/fnWJuh6.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
14,a,https://i.imgur.com/4b0XzEc.png,,https://i.imgur.com/CdABwTo.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
15,a,https://i.imgur.com/QfQ3hlR.png,,https://i.imgur.com/2VySuOm.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
16,c,https://i.imgur.com/wWY9aDW.png,,https://i.imgur.com/l4Ruw5A.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
17,a,https://i.imgur.com/Wo9tS4s.png,,https://i.imgur.com/jkdIpNN.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
18,d,https://i.imgur.com/F7sOlCa.png,,https://i.imgur.com/46FWPeE.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
20,c,https://i.imgur.com/drv3Raj.png,,https://i.imgur.com/W3hL9jX.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
25,a,https://i.imgur.com/GMGDQdC.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/1D4CaEo.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/A8zhD7H.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/VnNBWtp.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
27,c,https://i.imgur.com/SvZoKLf.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/5kvqT4A.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
28,c,https://i.imgur.com/noKGEq1.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/pgSSMWX.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
29,c,https://i.imgur.com/JcxyaOh.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/Emd3frl.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
30,d,https://i.imgur.com/bmfrLmh.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/tcotry7.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
31,a,https://i.imgur.com/HGM90gV.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/Wn0mqXn.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
32,a,https://i.imgur.com/nJGkdHu.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/sYbd5xW.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
33,a,https://i.imgur.com/8IjN99d.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/0kmcMSm.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
34,a,https://i.imgur.com/zY4FxSj.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/Voea2sp.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
35,b,https://i.imgur.com/uNLfuHK.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/PgqQbdl.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
36,c,https://i.imgur.com/TYQZyMI.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/mhqHzYG.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
37,d,https://i.imgur.com/72RWWg2.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/9C5gxCh.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
38,d,https://i.imgur.com/vCUwbb3.png,https://i.imgur.com/o624cii.png,https://i.imgur.com/v5cjeAo.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
39,c,https://i.imgur.com/jlLLuY8.png,https://i.imgur.com/r0AfPk8.png,https://i.imgur.com/dxPs7sP.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
40,a,https://i.imgur.com/baNyTtN.png,https://i.imgur.com/r0AfPk8.png,https://i.imgur.com/miUDeKM.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
41,a,https://i.imgur.com/Jamx033.png,https://i.imgur.com/r0AfPk8.png,https://i.imgur.com/KYUGfHj.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
42,d,https://i.imgur.com/hmY1i3V.png,https://i.imgur.com/r0AfPk8.png,https://i.imgur.com/aMhTAbx.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
44,a,https://i.imgur.com/egmhEbP.png,https://i.imgur.com/tHAmKR8.png,https://i.imgur.com/f1Ffc0L.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
45,a,https://i.imgur.com/zOBwJJo.png,https://i.imgur.com/tHAmKR8.png,https://i.imgur.com/RLEVV2l.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
46,c,https://i.imgur.com/A3cTRg5.png,https://i.imgur.com/tHAmKR8.png,https://i.imgur.com/MqWc7eN.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
47,d,https://i.imgur.com/BqTnlSX.png,https://i.imgur.com/tHAmKR8.png,https://i.imgur.com/szPLo5X.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
48,d,https://i.imgur.com/uOuprVc.png,https://i.imgur.com/tHAmKR8.png,https://i.imgur.com/MiioEqt.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
49,d,https://i.imgur.com/1uh9Qix.png,,https://i.imgur.com/S31wA6L.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
50,d,https://i.imgur.com/I1eDCWE.png,,https://i.imgur.com/tWalaQJ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
52,a,https://i.imgur.com/Kscg3qb.png,,https://i.imgur.com/e5hQvuu.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
53,a,https://i.imgur.com/dlcrEOS.png,,https://i.imgur.com/Q77tMRp.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
55,d,https://i.imgur.com/x7YCxEq.png,,https://i.imgur.com/KKyO4aY.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
56,d,https://i.imgur.com/vFsbRMn.png,,https://i.imgur.com/7HUDLuB.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
57,c,https://i.imgur.com/XBlZ1vR.png,,https://i.imgur.com/23qOQhE.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
58,b,https://i.imgur.com/ocWrXLt.png,,https://i.imgur.com/SU3QYqN.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
60,c,https://i.imgur.com/shCFfZo.png,,https://i.imgur.com/4EaLR5K.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
2,d,https://i.imgur.com/8v0UpmN.png,,https://i.imgur.com/cJmY9aa.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
3,a,https://i.imgur.com/vPdtOQD.png,,https://i.imgur.com/bOMqrO0.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
4,d,https://i.imgur.com/g6oa6yn.png,,https://i.imgur.com/ILCSpqY.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
5,d,https://i.imgur.com/KQ717nL.png,,https://i.imgur.com/X56eem1.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
6,c,https://i.imgur.com/Z58wVEt.png,,https://i.imgur.com/j6hQABQ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
7,c,https://i.imgur.com/2gLgPt3.png,,https://i.imgur.com/p7wlmmm.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
8,b,https://i.imgur.com/G98n0gx.png,,https://i.imgur.com/1ZL3hXX.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
10,c,https://i.imgur.com/mxqisXc.png,,https://i.imgur.com/Q44hSWj.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
11,a,https://i.imgur.com/CFslYn4.png,,https://i.imgur.com/ZKTyqvZ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/jFKrEhI.png,,https://i.imgur.com/5LbbtUt.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
13,b,https://i.imgur.com/hY6DVx1.png,,https://i.imgur.com/wNObJOL.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
14,c,https://i.imgur.com/sXgg9rX.png,,https://i.imgur.com/lIX6x7b.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
15,c,https://i.imgur.com/LpPoLyS.png,,https://i.imgur.com/jAjVxDB.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
16,a,https://i.imgur.com/mVdh1Pl.png,,https://i.imgur.com/lYiXXP3.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
