,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
930,9,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (09).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
931,10,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (10).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
932,11,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (11).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
933,12,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (12).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
934,13,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (13).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
935,14,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (14).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
936,15,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (15).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
937,16,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (16).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
938,17,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (17).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
939,18,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (18).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
940,19,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (19).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
941,20,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (20).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
942,21,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (21).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
943,22,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 8 que/8 (22).png,,,general_science,22.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Symbol
944,1,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (01).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
945,2,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (02).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
946,3,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (03).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
947,4,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (04).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
948,5,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (05).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
949,6,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (06).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
950,7,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (07).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
951,8,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (08).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
952,9,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (09).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
953,10,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (10).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
954,11,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (11).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
955,12,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (12).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
956,13,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (13).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
957,14,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (14).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
958,15,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (15).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
959,16,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (16).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
960,17,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (17).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
961,18,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (18).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
962,19,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (19).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
963,20,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (20).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
964,22,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (21).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
965,23,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (22).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
966,24,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (23).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
967,25,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (24).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
968,26,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (25).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
969,27,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (26).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
970,28,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (27).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
971,29,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (28).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
972,30,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (29).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
973,31,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (30).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
974,32,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (31).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
975,33,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (32).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
976,34,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (33).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
977,35,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (34).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
978,36,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (35).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
979,37,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (36).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
980,38,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (37).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
981,39,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (38).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
982,40,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (39).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
983,41,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (40).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
984,42,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (41).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
985,43,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (42).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
986,44,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (43).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
987,45,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (44).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
988,46,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (45).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
989,47,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (46).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
990,48,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (47).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
991,49,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (48).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
992,50,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (49).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
993,51,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (50).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
994,52,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (51).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
995,53,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (52).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
996,54,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (53).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
997,55,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (54).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
998,56,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (55).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
999,57,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (56).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1000,58,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (57).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1001,59,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (58).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1002,60,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (59).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1003,61,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (60).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1004,62,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (61).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1005,63,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 9 que/9 (62).png,,,general_science,23.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Chemical Reaction
1006,1,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (01).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1007,2,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (02).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1008,3,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (03).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1009,4,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (04).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1010,5,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (05).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1011,6,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (06).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1012,7,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (07).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1013,8,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (08).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1014,9,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (09).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1015,10,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (10).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1016,12,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (11).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1017,13,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (12).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1018,14,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (13).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1019,15,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (14).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1020,16,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (15).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1021,17,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (16).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1022,18,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (17).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1023,19,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (18).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1024,20,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (19).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1025,21,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (20).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1026,22,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (21).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1027,23,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (22).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1028,24,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (23).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1029,25,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (24).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1030,26,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (25).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1031,27,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (26).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1032,28,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (27).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1033,29,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (28).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1034,30,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (29).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1035,31,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (30).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1036,32,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (31).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1037,33,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (32).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1038,34,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (33).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1039,35,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (34).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1040,36,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (35).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1041,37,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (36).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1042,38,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (37).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1043,39,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (38).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1044,40,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (39).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1045,41,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (40).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1046,42,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (41).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1047,43,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (42).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1048,44,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (43).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1049,45,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (44).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1050,46,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (45).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1051,47,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (46).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1052,48,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (47).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1053,49,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 10 que/10 (48).png,,,general_science,24.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Periodic Table
1054,1,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (01).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1055,2,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (02).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1056,3,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (03).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1057,4,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (04).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1058,5,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (05).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1059,6,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (06).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1060,7,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (07).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1061,8,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (08).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1062,9,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (09).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1063,10,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (10).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1064,11,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (11).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1065,12,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (12).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1066,13,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (13).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1067,14,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (14).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1068,15,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (15).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1069,16,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (16).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1070,17,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (17).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1071,18,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 11 que/11 (18).png,,,general_science,25.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Ore (ayask)
1072,1,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (01).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1073,2,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (02).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1074,3,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (03).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1075,4,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (04).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1076,5,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (05).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1077,6,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (06).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1078,7,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (07).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1079,8,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (08).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
1080,9,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 12 que/12 (09).png,,,general_science,26.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Metal And Its Use
