,direction,QuestionLink,category,correct,lang,optA,optB,optC,optD,sl.no.,sources,usedFor,sectionType
26,,https://i.imgur.com/wCF6u65.png,3.8,c,Hindi ,A,B,C,D,28,manohar pandey,gkSsc,GK
27,,https://i.imgur.com/UDmJp9Z.png,3.8,d,Hindi ,A,B,C,D,29,manohar pandey,gkSsc,GK
28,,https://i.imgur.com/GAjuiel.png,3.8,c,Hindi ,A,B,C,D,30,manohar pandey,gkSsc,GK
29,,https://i.imgur.com/zMtJS8G.png,3.8,c,Hindi ,A,B,C,D,31,manohar pandey,gkSsc,GK
30,,https://i.imgur.com/DX3Er46.png,3.8,a,Hindi ,A,B,C,D,32,manohar pandey,gkSsc,GK
31,,https://i.imgur.com/tmNLZt0.png,3.8,b,Hindi ,A,B,C,D,33,manohar pandey,gkSsc,GK
32,,https://i.imgur.com/2MYuTd2.png,3.8,b,Hindi ,A,B,C,D,34,manohar pandey,gkSsc,GK
33,,https://i.imgur.com/2iEHnlf.png,3.8,a,Hindi ,A,B,C,D,35,manohar pandey,gkSsc,GK
34,,https://i.imgur.com/Hy3TPrn.png,3.8,a,Hindi ,A,B,C,D,36,manohar pandey,gkSsc,GK
35,,https://i.imgur.com/IVeVxNr.png,3.8,c,Hindi ,A,B,C,D,37,manohar pandey,gkSsc,GK
36,,https://i.imgur.com/sCC5QLY.png,3.8,c,Hindi ,A,B,C,D,38,manohar pandey,gkSsc,GK
37,,https://i.imgur.com/vJBdPnS.png,3.8,b,Hindi ,A,B,C,D,39,manohar pandey,gkSsc,GK
38,,https://i.imgur.com/mgOhnpR.png,3.8,a,Hindi ,A,B,C,D,40,manohar pandey,gkSsc,GK
39,,https://i.imgur.com/RrxdFce.png,3.8,d,Hindi ,A,B,C,D,41,manohar pandey,gkSsc,GK
40,,https://i.imgur.com/PbTiluz.png,3.8,c,Hindi ,A,B,C,D,42,manohar pandey,gkSsc,GK
41,,https://i.imgur.com/TOIa9n9.png,3.8,d,Hindi ,A,B,C,D,43,manohar pandey,gkSsc,GK
42,,https://i.imgur.com/pbqkrEP.png,3.8,b,Hindi ,A,B,C,D,44,manohar pandey,gkSsc,GK
43,,https://i.imgur.com/aQ8T12R.png,3.8,a,Hindi ,A,B,C,D,45,manohar pandey,gkSsc,GK
44,,https://i.imgur.com/BHcr2C1.png,3.8,d,Hindi ,A,B,C,D,46,manohar pandey,gkSsc,GK
45,,https://i.imgur.com/h7bdUaM.png,3.8,a,Hindi ,A,B,C,D,47,manohar pandey,gkSsc,GK
46,,https://i.imgur.com/vk4cUPE.png,3.8,b,Hindi ,A,B,C,D,48,manohar pandey,gkSsc,GK
47,,https://i.imgur.com/cDBi2yS.png,3.8,c,Hindi ,A,B,C,D,49,manohar pandey,gkSsc,GK
48,,https://i.imgur.com/qrRaVki.png,3.8,a,Hindi ,A,B,C,D,50,manohar pandey,gkSsc,GK
49,,https://i.imgur.com/nvFL82g.png,3.8,c,Hindi ,A,B,C,D,51,manohar pandey,gkSsc,GK
50,,https://i.imgur.com/a0sfg2e.png,3.8,b,Hindi ,A,B,C,D,52,manohar pandey,gkSsc,GK
51,,https://i.imgur.com/NeYnW6y.png,3.8,a,Hindi ,A,B,C,D,53,manohar pandey,gkSsc,GK
52,,https://i.imgur.com/TWVI6yn.png,3.8,b,Hindi ,A,B,C,D,54,manohar pandey,gkSsc,GK
53,,https://i.imgur.com/ei5S9Jk.png,3.8,b,Hindi ,A,B,C,D,55,manohar pandey,gkSsc,GK
54,,https://i.imgur.com/bXjI9ql.png,3.8,d,Hindi ,A,B,C,D,56,manohar pandey,gkSsc,GK
55,,https://i.imgur.com/1pJhje1.png,3.8,a,Hindi ,A,B,C,D,57,manohar pandey,gkSsc,GK
56,,https://i.imgur.com/yXVhlhb.png,3.8,c,Hindi ,A,B,C,D,58,manohar pandey,gkSsc,GK
57,,https://i.imgur.com/UosnuGm.png,3.8,c,Hindi ,A,B,C,D,59,manohar pandey,gkSsc,GK
58,,https://i.imgur.com/unkXloh.png,3.8,b,Hindi ,A,B,C,D,60,manohar pandey,gkSsc,GK
59,,https://i.imgur.com/E97w21R.png,3.8,a,Hindi ,A,B,C,D,61,manohar pandey,gkSsc,GK
60,,https://i.imgur.com/5klnNN3.png,3.8,d,Hindi ,A,B,C,D,62,manohar pandey,gkSsc,GK
61,,https://i.imgur.com/QzMDdFD.png,3.8,a,Hindi ,A,B,C,D,63,manohar pandey,gkSsc,GK
62,,https://i.imgur.com/S9vn4NI.png,3.8,b,Hindi ,A,B,C,D,65,manohar pandey,gkSsc,GK
63,,https://i.imgur.com/6LUjX2u.png,3.8,b,Hindi ,A,B,C,D,66,manohar pandey,gkSsc,GK
64,,https://i.imgur.com/fEjb89H.png,3.8,b,Hindi ,A,B,C,D,67,manohar pandey,gkSsc,GK
65,,https://i.imgur.com/tLfSvLU.png,3.8,c,Hindi ,A,B,C,D,68,manohar pandey,gkSsc,GK
66,,https://i.imgur.com/8WA8aa1.png,3.8,d,Hindi ,A,B,C,D,69,manohar pandey,gkSsc,GK
67,,https://i.imgur.com/YQu7JpR.png,3.8,b,Hindi ,A,B,C,D,70,manohar pandey,gkSsc,GK
68,,https://i.imgur.com/ajSMaO1.png,3.8,b,Hindi ,A,B,C,D,71,manohar pandey,gkSsc,GK
69,,https://i.imgur.com/sTOMsQM.png,3.8,b,Hindi ,A,B,C,D,72,manohar pandey,gkSsc,GK
70,,https://i.imgur.com/LZkBjV6.png,3.8,b,Hindi ,A,B,C,D,73,manohar pandey,gkSsc,GK
71,,https://i.imgur.com/MwKqoS4.png,3.8,d,Hindi ,A,B,C,D,74,manohar pandey,gkSsc,GK
72,,https://i.imgur.com/QQb7X9S.png,3.8,b,Hindi ,A,B,C,D,75,manohar pandey,gkSsc,GK
73,,https://i.imgur.com/etys77y.png,3.8,c,Hindi ,A,B,C,D,76,manohar pandey,gkSsc,GK
74,,https://i.imgur.com/eagVh7F.png,3.8,a,Hindi ,A,B,C,D,77,manohar pandey,gkSsc,GK
75,,https://i.imgur.com/TL0kYCv.png,3.8,a,Hindi ,A,B,C,D,78,manohar pandey,gkSsc,GK
76,,https://i.imgur.com/NQ5K0oi.png,3.8,b,Hindi ,A,B,C,D,79,manohar pandey,gkSsc,GK
77,,https://i.imgur.com/hGd95ZV.png,3.8,c,Hindi ,A,B,C,D,80,manohar pandey,gkSsc,GK
78,,https://i.imgur.com/YxnRaOM.png,3.8,c,Hindi ,A,B,C,D,81,manohar pandey,gkSsc,GK
79,,https://i.imgur.com/jX97AjA.png,3.8,a,Hindi ,A,B,C,D,82,manohar pandey,gkSsc,GK
80,,https://i.imgur.com/K5yOkfu.png,3.8,b,Hindi ,A,B,C,D,83,manohar pandey,gkSsc,GK
81,,https://i.imgur.com/Wu5OTIs.png,3.8,b,Hindi ,A,B,C,D,84,manohar pandey,gkSsc,GK
82,,https://i.imgur.com/NIiBfWv.png,3.8,c,Hindi ,A,B,C,D,85,manohar pandey,gkSsc,GK
83,,https://i.imgur.com/pLv79DM.png,3.8,b,Hindi ,A,B,C,D,86,manohar pandey,gkSsc,GK
84,,https://i.imgur.com/QfxlTKd.png,3.8,c,Hindi ,A,B,C,D,87,manohar pandey,gkSsc,GK
85,,https://i.imgur.com/47hljOR.png,3.8,d,Hindi ,A,B,C,D,88,manohar pandey,gkSsc,GK
86,,https://i.imgur.com/q6lGg5x.png,3.8,c,Hindi ,A,B,C,D,89,manohar pandey,gkSsc,GK
0,,https://i.imgur.com/9YFecq0.png,2.2,b,Hindi,A,B,C,D,1,manohar pandey,gkSsc,GK
1,,https://i.imgur.com/IjqK59U.png,2.2,d,Hindi,A,B,C,D,2,manohar pandey,gkSsc,GK
2,,https://i.imgur.com/Y3KE0KM.png,2.2,a,Hindi,A,B,C,D,3,manohar pandey,gkSsc,GK
3,,https://i.imgur.com/Q70ZVJM.png,2.2,d,Hindi,A,B,C,D,4,manohar pandey,gkSsc,GK
4,,https://i.imgur.com/rCzT39R.png,2.2,d,Hindi,A,B,C,D,5,manohar pandey,gkSsc,GK
5,,https://i.imgur.com/R7mXjBX.png,2.2,a,Hindi,A,B,C,D,6,manohar pandey,gkSsc,GK
6,,https://i.imgur.com/tp9ixiV.png,2.2,c,Hindi,A,B,C,D,7,manohar pandey,gkSsc,GK
7,,https://i.imgur.com/L86smRd.png,2.2,a,Hindi,A,B,C,D,8,manohar pandey,gkSsc,GK
8,,https://i.imgur.com/a5XreWM.png,2.2,d,Hindi,A,B,C,D,9,manohar pandey,gkSsc,GK
9,,https://i.imgur.com/pBLgjyL.png,2.2,d,Hindi,A,B,C,D,10,manohar pandey,gkSsc,GK
10,,https://i.imgur.com/E3UyDXy.png,2.2,a,Hindi,A,B,C,D,11,manohar pandey,gkSsc,GK
11,,https://i.imgur.com/eb4YYJ9.png,2.2,a,Hindi,A,B,C,D,12,manohar pandey,gkSsc,GK
12,,https://i.imgur.com/oelGCH0.png,2.2,d,Hindi,A,B,C,D,13,manohar pandey,gkSsc,GK
13,,https://i.imgur.com/UoU5dq5.png,2.2,d,Hindi,A,B,C,D,14,manohar pandey,gkSsc,GK
14,,https://i.imgur.com/aWxQKd4.png,2.2,a,Hindi,A,B,C,D,15,manohar pandey,gkSsc,GK
15,,https://i.imgur.com/RjwtsrU.png,2.2,d,Hindi,A,B,C,D,16,manohar pandey,gkSsc,GK
16,,https://i.imgur.com/YuM62ku.png,2.2,b,Hindi,A,B,C,D,17,manohar pandey,gkSsc,GK
17,,https://i.imgur.com/pX3Hh9P.png,2.2,b,Hindi,A,B,C,D,18,manohar pandey,gkSsc,GK
18,,https://i.imgur.com/hwq91y0.png,2.2,b,Hindi,A,B,C,D,19,manohar pandey,gkSsc,GK
19,,https://i.imgur.com/kuLuoLe.png,2.2,b,Hindi,A,B,C,D,20,manohar pandey,gkSsc,GK
20,,https://i.imgur.com/D0W0MeY.png,2.2,c,Hindi,A,B,C,D,21,manohar pandey,gkSsc,GK
21,,https://i.imgur.com/t2tb84u.png,2.2,a,Hindi,A,B,C,D,22,manohar pandey,gkSsc,GK
22,,https://i.imgur.com/Rbo4bg9.png,2.2,d,Hindi,A,B,C,D,23,manohar pandey,gkSsc,GK
23,,https://i.imgur.com/MkewvPx.png,2.2,d,Hindi,A,B,C,D,24,manohar pandey,gkSsc,GK
24,,https://i.imgur.com/WYv7FGU.png,2.2,c,Hindi,A,B,C,D,25,manohar pandey,gkSsc,GK
25,,https://i.imgur.com/ANMhmk9.png,2.2,c,Hindi,A,B,C,D,26,manohar pandey,gkSsc,GK
26,,https://i.imgur.com/UTmaUIU.png,2.2,b,Hindi,A,B,C,D,27,manohar pandey,gkSsc,GK
27,,https://i.imgur.com/NtgKu2O.png,2.2,a,Hindi,A,B,C,D,29,manohar pandey,gkSsc,GK
28,,https://i.imgur.com/iX26rTb.png,2.2,d,Hindi,A,B,C,D,30,manohar pandey,gkSsc,GK
29,,https://i.imgur.com/Pi0ZqwM.png,2.2,a,Hindi,A,B,C,D,31,manohar pandey,gkSsc,GK
30,,https://i.imgur.com/fLAn9i8.png,2.2,b,Hindi,A,B,C,D,32,manohar pandey,gkSsc,GK
31,,https://i.imgur.com/GzvhHud.png,2.2,c,Hindi,A,B,C,D,33,manohar pandey,gkSsc,GK
32,,https://i.imgur.com/pAFcNaV.png,2.2,d,Hindi,A,B,C,D,34,manohar pandey,gkSsc,GK
33,,https://i.imgur.com/G08rUeh.png,2.2,a,Hindi,A,B,C,D,35,manohar pandey,gkSsc,GK
34,,https://i.imgur.com/84w4Sgi.png,2.2,d,Hindi,A,B,C,D,36,manohar pandey,gkSsc,GK
35,,https://i.imgur.com/FJ9Iygl.png,2.2,b,Hindi,A,B,C,D,37,manohar pandey,gkSsc,GK
36,,https://i.imgur.com/QMJgPe5.png,2.2,b,Hindi,A,B,C,D,38,manohar pandey,gkSsc,GK
37,,https://i.imgur.com/la1Tx2d.png,2.2,a,Hindi,A,B,C,D,39,manohar pandey,gkSsc,GK
38,,https://i.imgur.com/qB0rdLq.png,2.2,a,Hindi,A,B,C,D,40,manohar pandey,gkSsc,GK
39,,https://i.imgur.com/xnwg7lY.png,2.2,b,Hindi,A,B,C,D,41,manohar pandey,gkSsc,GK
40,,https://i.imgur.com/8u1hx0U.png,2.2,a,Hindi,A,B,C,D,42,manohar pandey,gkSsc,GK
41,,https://i.imgur.com/P6oBKwg.png,2.2,d,Hindi,A,B,C,D,43,manohar pandey,gkSsc,GK
42,,https://i.imgur.com/XO7o60E.png,2.2,a,Hindi,A,B,C,D,44,manohar pandey,gkSsc,GK
43,,https://i.imgur.com/xTgv85R.png,2.2,d,Hindi,A,B,C,D,45,manohar pandey,gkSsc,GK
44,,https://i.imgur.com/pLlDhwP.png,2.2,c,Hindi,A,B,C,D,46,manohar pandey,gkSsc,GK
45,,https://i.imgur.com/K1IkRi8.png,2.2,b,Hindi,A,B,C,D,47,manohar pandey,gkSsc,GK
46,,https://i.imgur.com/c7I9jYd.png,2.2,d,Hindi,A,B,C,D,49,manohar pandey,gkSsc,GK
47,,https://i.imgur.com/PXkiPlF.png,2.2,d,Hindi,A,B,C,D,50,manohar pandey,gkSsc,GK
48,,https://i.imgur.com/4gEJedu.png,2.2,c,Hindi,A,B,C,D,51,manohar pandey,gkSsc,GK
49,,https://i.imgur.com/mRu2mxg.png,2.2,b,Hindi,A,B,C,D,52,manohar pandey,gkSsc,GK
50,,https://i.imgur.com/VJZISFY.png,2.2,a,Hindi,A,B,C,D,53,manohar pandey,gkSsc,GK
51,,https://i.imgur.com/CX6NMhN.png,2.2,c,Hindi,A,B,C,D,54,manohar pandey,gkSsc,GK
52,,https://i.imgur.com/zx4KbLy.png,2.2,a,Hindi,A,B,C,D,55,manohar pandey,gkSsc,GK
53,,https://i.imgur.com/JDzGEol.png,2.2,c,Hindi,A,B,C,D,56,manohar pandey,gkSsc,GK
54,,https://i.imgur.com/7M7y6UV.png,2.2,c,Hindi,A,B,C,D,57,manohar pandey,gkSsc,GK
55,,https://i.imgur.com/FOVwK5y.png,2.2,a,Hindi,A,B,C,D,58,manohar pandey,gkSsc,GK
56,,https://i.imgur.com/CK3bPDJ.png,2.2,b,Hindi,A,B,C,D,59,manohar pandey,gkSsc,GK
57,,https://i.imgur.com/RrC9org.png,2.2,a,Hindi,A,B,C,D,60,manohar pandey,gkSsc,GK
58,,https://i.imgur.com/bfpbPFa.png,2.2,d,Hindi,A,B,C,D,61,manohar pandey,gkSsc,GK
59,,https://i.imgur.com/bcvOr4C.png,2.2,b,Hindi,A,B,C,D,62,manohar pandey,gkSsc,GK
60,,https://i.imgur.com/J4skx01.png,2.2,a,Hindi,A,B,C,D,63,manohar pandey,gkSsc,GK
61,,https://i.imgur.com/5bQ73II.png,2.2,b,Hindi,A,B,C,D,64,manohar pandey,gkSsc,GK
0,,https://i.imgur.com/hQi8r0A.png,1.9,d,Hindi,A,B,C,D,1,manohar pandey,gkSsc,GK
1,,https://i.imgur.com/s9idEou.png,1.9,b,Hindi,A,B,C,D,2,manohar pandey,gkSsc,GK
2,,https://i.imgur.com/UJYVgkM.png,1.9,a,Hindi,A,B,C,D,3,manohar pandey,gkSsc,GK
3,,https://i.imgur.com/3pbUDEY.png,1.9,b,Hindi,A,B,C,D,4,manohar pandey,gkSsc,GK
4,,https://i.imgur.com/lJ4nnSs.png,1.9,c,Hindi,A,B,C,D,5,manohar pandey,gkSsc,GK
5,,https://i.imgur.com/yXHPtPf.png,1.9,d,Hindi,A,B,C,D,6,manohar pandey,gkSsc,GK
6,,https://i.imgur.com/qGzp6XD.png,1.9,d,Hindi,A,B,C,D,7,manohar pandey,gkSsc,GK
7,,https://i.imgur.com/SzToX0R.png,1.9,d,Hindi,A,B,C,D,8,manohar pandey,gkSsc,GK
8,,https://i.imgur.com/UL4IoG0.png,1.9,c,Hindi,A,B,C,D,9,manohar pandey,gkSsc,GK
9,,https://i.imgur.com/HSCo9Bb.png,1.9,d,Hindi,A,B,C,D,10,manohar pandey,gkSsc,GK
10,,https://i.imgur.com/IQoWQjt.png,1.9,c,Hindi,A,B,C,D,11,manohar pandey,gkSsc,GK
11,,https://i.imgur.com/NQjxdWF.png,1.9,b,Hindi,A,B,C,D,12,manohar pandey,gkSsc,GK
12,,https://i.imgur.com/5U0zgrS.png,1.9,d,Hindi,A,B,C,D,13,manohar pandey,gkSsc,GK
13,,https://i.imgur.com/Ae1UF1t.png,1.9,c,Hindi,A,B,C,D,14,manohar pandey,gkSsc,GK
14,,https://i.imgur.com/yNt5cLg.png,1.9,b,Hindi,A,B,C,D,15,manohar pandey,gkSsc,GK
15,,https://i.imgur.com/Y6IUHKx.png,1.9,a,Hindi,A,B,C,D,16,manohar pandey,gkSsc,GK
16,,https://i.imgur.com/9Nx9Dfq.png,1.9,c,Hindi,A,B,C,D,17,manohar pandey,gkSsc,GK
17,,https://i.imgur.com/1Prz1pH.png,1.9,c,Hindi,A,B,C,D,18,manohar pandey,gkSsc,GK
18,,https://i.imgur.com/DTJpDus.png,1.9,d,Hindi,A,B,C,D,19,manohar pandey,gkSsc,GK
19,,https://i.imgur.com/mCqi9zc.png,1.9,d,Hindi,A,B,C,D,20,manohar pandey,gkSsc,GK
20,,https://i.imgur.com/e2ByYsL.png,1.9,d,Hindi,A,B,C,D,21,manohar pandey,gkSsc,GK
21,,https://i.imgur.com/Oq3GNFN.png,1.9,c,Hindi,A,B,C,D,22,manohar pandey,gkSsc,GK
22,,https://i.imgur.com/30eHIwE.png,1.9,a,Hindi,A,B,C,D,23,manohar pandey,gkSsc,GK
23,,https://i.imgur.com/94o5LiT.png,1.9,b,Hindi,A,B,C,D,24,manohar pandey,gkSsc,GK
24,,https://i.imgur.com/RilC6RZ.png,1.9,d,Hindi,A,B,C,D,25,manohar pandey,gkSsc,GK
25,,https://i.imgur.com/UMnMkeI.png,1.9,d,Hindi,A,B,C,D,26,manohar pandey,gkSsc,GK
26,,https://i.imgur.com/f3lKTPF.png,1.9,a,Hindi,A,B,C,D,27,manohar pandey,gkSsc,GK
27,,https://i.imgur.com/nRSgZ8Z.png,1.9,a,Hindi,A,B,C,D,28,manohar pandey,gkSsc,GK
28,,https://i.imgur.com/c87t7uA.png,1.9,b,Hindi,A,B,C,D,29,manohar pandey,gkSsc,GK
29,,https://i.imgur.com/5BEMTzK.png,1.9,a,Hindi,A,B,C,D,30,manohar pandey,gkSsc,GK
30,,https://i.imgur.com/kMZi80r.png,1.9,d,Hindi,A,B,C,D,31,manohar pandey,gkSsc,GK
31,,https://i.imgur.com/fEciZkr.png,1.9,d,Hindi,A,B,C,D,32,manohar pandey,gkSsc,GK
32,,https://i.imgur.com/CJY90hf.png,1.9,a,Hindi,A,B,C,D,33,manohar pandey,gkSsc,GK
33,,https://i.imgur.com/SBoE1N8.png,1.9,b,Hindi,A,B,C,D,34,manohar pandey,gkSsc,GK
34,,https://i.imgur.com/cqVd8Ws.png,1.9,a,Hindi,A,B,C,D,35,manohar pandey,gkSsc,GK
35,,https://i.imgur.com/p9P0ErX.png,1.9,a,Hindi,A,B,C,D,36,manohar pandey,gkSsc,GK
36,,https://i.imgur.com/96MP1Lz.png,1.9,c,Hindi,A,B,C,D,37,manohar pandey,gkSsc,GK
37,,https://i.imgur.com/0nWqPPp.png,1.9,b,Hindi,A,B,C,D,40,manohar pandey,gkSsc,GK
38,,https://i.imgur.com/vVeGsD4.png,1.9,c,Hindi,A,B,C,D,41,manohar pandey,gkSsc,GK
39,,https://i.imgur.com/M5JxIYZ.png,1.9,a,Hindi,A,B,C,D,42,manohar pandey,gkSsc,GK
40,,https://i.imgur.com/HDijkNx.png,1.9,d,Hindi,A,B,C,D,43,manohar pandey,gkSsc,GK
41,,https://i.imgur.com/k8ZLiuf.png,1.9,a,Hindi,A,B,C,D,44,manohar pandey,gkSsc,GK
42,,https://i.imgur.com/YFVVWpM.png,1.9,c,Hindi,A,B,C,D,45,manohar pandey,gkSsc,GK
43,,https://i.imgur.com/DnZ5YUJ.png,1.9,c,Hindi,A,B,C,D,46,manohar pandey,gkSsc,GK
44,,https://i.imgur.com/h2g3JXc.png,1.9,a,Hindi,A,B,C,D,47,manohar pandey,gkSsc,GK
45,,https://i.imgur.com/9B1fCut.png,1.9,b,Hindi,A,B,C,D,48,manohar pandey,gkSsc,GK
46,,https://i.imgur.com/j1SfK04.png,1.9,b,Hindi,A,B,C,D,49,manohar pandey,gkSsc,GK
47,,https://i.imgur.com/LGJl4Wi.png,1.9,c,Hindi,A,B,C,D,50,manohar pandey,gkSsc,GK
48,,https://i.imgur.com/kwcOBb1.png,1.9,c,Hindi,A,B,C,D,51,manohar pandey,gkSsc,GK
49,,https://i.imgur.com/Hz5mi1y.png,1.9,d,Hindi,A,B,C,D,52,manohar pandey,gkSsc,GK
50,,https://i.imgur.com/4pyTmps.png,1.9,a,Hindi,A,B,C,D,53,manohar pandey,gkSsc,GK
51,,https://i.imgur.com/eC1pgMG.png,1.9,c,Hindi,A,B,C,D,54,manohar pandey,gkSsc,GK
52,,https://i.imgur.com/gxihUGS.png,1.9,b,Hindi,A,B,C,D,55,manohar pandey,gkSsc,GK
53,,https://i.imgur.com/TlC57zN.png,1.9,c,Hindi,A,B,C,D,56,manohar pandey,gkSsc,GK
54,,https://i.imgur.com/vloUEb1.png,1.9,c,Hindi,A,B,C,D,57,manohar pandey,gkSsc,GK
55,,https://i.imgur.com/bOuZp63.png,1.9,b,Hindi,A,B,C,D,58,manohar pandey,gkSsc,GK
56,,https://i.imgur.com/3Vm83BD.png,1.9,c,Hindi,A,B,C,D,59,manohar pandey,gkSsc,GK
57,,https://i.imgur.com/R95IM3P.png,1.9,a,Hindi,A,B,C,D,60,manohar pandey,gkSsc,GK
58,,https://i.imgur.com/JoG0Y57.png,1.9,a,Hindi,A,B,C,D,61,manohar pandey,gkSsc,GK
59,,https://i.imgur.com/hJNfqjr.png,1.9,c,Hindi,A,B,C,D,62,manohar pandey,gkSsc,GK
60,,https://i.imgur.com/Jzj1ymt.png,1.9,c,Hindi,A,B,C,D,63,manohar pandey,gkSsc,GK
61,,https://i.imgur.com/gqTa8kj.png,1.9,a,Hindi,A,B,C,D,64,manohar pandey,gkSsc,GK
62,,https://i.imgur.com/UXgRlGh.png,1.9,b,Hindi,A,B,C,D,65,manohar pandey,gkSsc,GK
63,,https://i.imgur.com/S3X6rX8.png,1.9,d,Hindi,A,B,C,D,66,manohar pandey,gkSsc,GK
64,,https://i.imgur.com/MiIZmBN.png,1.9,c,Hindi,A,B,C,D,67,manohar pandey,gkSsc,GK
65,,https://i.imgur.com/GvPyNeN.png,1.9,a,Hindi,A,B,C,D,68,manohar pandey,gkSsc,GK
66,,https://i.imgur.com/R8oMvEu.png,1.9,c,Hindi,A,B,C,D,69,manohar pandey,gkSsc,GK
67,,https://i.imgur.com/4OR6vdY.png,1.9,d,Hindi,A,B,C,D,70,manohar pandey,gkSsc,GK
68,,https://i.imgur.com/fyzrgPO.png,1.9,c,Hindi,A,B,C,D,71,manohar pandey,gkSsc,GK
69,,https://i.imgur.com/QEoHbjl.png,1.9,d,Hindi,A,B,C,D,72,manohar pandey,gkSsc,GK
70,https://i.imgur.com/GKT5K9y.png,https://i.imgur.com/2hAyaK9.png,1.9,a,Hindi,A,B,C,D,73,manohar pandey,gkSsc,GK
71,https://i.imgur.com/GKT5K9y.png,https://i.imgur.com/5bTTCXK.png,1.9,b,Hindi,A,B,C,D,74,manohar pandey,gkSsc,GK
72,https://i.imgur.com/GKT5K9y.png,https://i.imgur.com/IjLQJaM.png,1.9,c,Hindi,A,B,C,D,75,manohar pandey,gkSsc,GK
73,https://i.imgur.com/GKT5K9y.png,https://i.imgur.com/ZSTyVNV.png,1.9,a,Hindi,A,B,C,D,76,manohar pandey,gkSsc,GK
74,https://i.imgur.com/GKT5K9y.png,https://i.imgur.com/rZ38lFV.png,1.9,a,Hindi,A,B,C,D,77,manohar pandey,gkSsc,GK
75,,https://i.imgur.com/KY1YfId.png,1.9,a,Hindi,A,B,C,D,79,manohar pandey,gkSsc,GK
76,,https://i.imgur.com/u3d8IZx.png,1.9,b,Hindi,A,B,C,D,80,manohar pandey,gkSsc,GK
77,,https://i.imgur.com/4MpE9KQ.png,1.9,c,Hindi,A,B,C,D,81,manohar pandey,gkSsc,GK
78,,https://i.imgur.com/IbVpn1y.png,1.9,a,Hindi,A,B,C,D,82,manohar pandey,gkSsc,GK
79,,https://i.imgur.com/p0VLlNZ.png,1.9,c,Hindi,A,B,C,D,83,manohar pandey,gkSsc,GK
80,,https://i.imgur.com/WzAycia.png,1.9,b,Hindi,A,B,C,D,84,manohar pandey,gkSsc,GK
81,,https://i.imgur.com/oZ9PC5u.png,1.9,c,Hindi,A,B,C,D,85,manohar pandey,gkSsc,GK
82,,https://i.imgur.com/d3INLl6.png,1.9,d,Hindi,A,B,C,D,86,manohar pandey,gkSsc,GK
83,,https://i.imgur.com/RTu4Tr4.png,1.9,b,Hindi,A,B,C,D,87,manohar pandey,gkSsc,GK
84,,https://i.imgur.com/QmEUbHl.png,1.9,b,Hindi,A,B,C,D,88,manohar pandey,gkSsc,GK
85,,https://i.imgur.com/jrzYnzJ.png,1.9,d,Hindi,A,B,C,D,89,manohar pandey,gkSsc,GK
0,,https://i.imgur.com/WURVtX1.png,2.3,d,Hindi,A,B,C,D,1,manohar pandey,gkSsc,GK
1,,https://i.imgur.com/WivaY8U.png,2.3,b,Hindi,A,B,C,D,2,manohar pandey,gkSsc,GK
2,,https://i.imgur.com/VALT8JQ.png,2.3,b,Hindi,A,B,C,D,3,manohar pandey,gkSsc,GK
3,,https://i.imgur.com/vmT4YFx.png,2.3,b,Hindi,A,B,C,D,4,manohar pandey,gkSsc,GK
4,,https://i.imgur.com/CE42LYY.png,2.3,b,Hindi,A,B,C,D,5,manohar pandey,gkSsc,GK
5,,https://i.imgur.com/1OqAVbW.png,2.3,a,Hindi,A,B,C,D,6,manohar pandey,gkSsc,GK
6,,https://i.imgur.com/FU1lDhG.png,2.3,d,Hindi,A,B,C,D,7,manohar pandey,gkSsc,GK
7,,https://i.imgur.com/F0Yj4Da.png,2.3,a,Hindi,A,B,C,D,8,manohar pandey,gkSsc,GK
8,,https://i.imgur.com/BzVbnwu.png,2.3,d,Hindi,A,B,C,D,9,manohar pandey,gkSsc,GK
9,,https://i.imgur.com/MctC1bm.png,2.3,b,Hindi,A,B,C,D,10,manohar pandey,gkSsc,GK
10,,https://i.imgur.com/q2mTWTo.png,2.3,d,Hindi,A,B,C,D,11,manohar pandey,gkSsc,GK
11,,https://i.imgur.com/lvTA0Xo.png,2.3,c,Hindi,A,B,C,D,12,manohar pandey,gkSsc,GK
12,,https://i.imgur.com/Bt9fsRj.png,2.3,c,Hindi,A,B,C,D,13,manohar pandey,gkSsc,GK
13,,https://i.imgur.com/AqDznad.png,2.3,d,Hindi,A,B,C,D,14,manohar pandey,gkSsc,GK
14,,https://i.imgur.com/CWyUHtg.png,2.3,b,Hindi,A,B,C,D,15,manohar pandey,gkSsc,GK
15,,https://i.imgur.com/duOGlha.png,2.3,a,Hindi,A,B,C,D,16,manohar pandey,gkSsc,GK
16,,https://i.imgur.com/6T3RNvA.png,2.3,b,Hindi,A,B,C,D,17,manohar pandey,gkSsc,GK
17,,https://i.imgur.com/XAn4bYt.png,2.3,b,Hindi,A,B,C,D,18,manohar pandey,gkSsc,GK
18,,https://i.imgur.com/FFEgZB4.png,2.3,a,Hindi,A,B,C,D,19,manohar pandey,gkSsc,GK
19,,https://i.imgur.com/ODARTU0.png,2.3,d,Hindi,A,B,C,D,20,manohar pandey,gkSsc,GK
20,,https://i.imgur.com/B2MhIMH.png,2.3,c,Hindi,A,B,C,D,21,manohar pandey,gkSsc,GK
