,Unnamed: 0,QuestionLink,category,chp_name,correct,difficulty_level,direction,explanation,lang,optA,optB,optC,optD,optE,sectionType,sl.no.,sources,topic_category,usedFor,,,,,,
96,3,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(04).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,1,JEE,,,,,,
97,4,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(05).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(05).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,1,JEE,,,,,,
98,5,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(06).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(06).png,Eng,A,B,C,D,E,chemistry_iit,6,Cengage,1,JEE,,,,,,
99,6,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(07).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(07).png,Eng,A,B,C,D,E,chemistry_iit,7,Cengage,1,JEE,,,,,,
100,7,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(08).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(08).png,Eng,A,B,C,D,E,chemistry_iit,8,Cengage,1,JEE,,,,,,
101,8,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(09).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(09).png,Eng,A,B,C,D,E,chemistry_iit,9,Cengage,1,JEE,,,,,,
102,9,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(10).png,11.1,Periodic Clasifications Of Elements,d,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(10).png,Eng,A,B,C,D,E,chemistry_iit,10,Cengage,1,JEE,,,,,,
103,10,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(11).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(11).png,Eng,A,B,C,D,E,chemistry_iit,11,Cengage,1,JEE,,,,,,
104,11,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(12).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(12).png,Eng,A,B,C,D,E,chemistry_iit,12,Cengage,2,JEE,,,,,,
105,12,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(13).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(13).png,Eng,A,B,C,D,E,chemistry_iit,13,Cengage,2,JEE,,,,,,
106,13,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(14).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(14).png,Eng,A,B,C,D,E,chemistry_iit,14,Cengage,2,JEE,,,,,,
107,14,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(15).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(15).png,Eng,A,B,C,D,E,chemistry_iit,15,Cengage,2,JEE,,,,,,
108,15,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(16).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(16).png,Eng,A,B,C,D,E,chemistry_iit,16,Cengage,2,JEE,,,,,,
109,16,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(17).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(17).png,Eng,A,B,C,D,E,chemistry_iit,17,Cengage,2,JEE,,,,,,
110,17,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(18).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(18).png,Eng,A,B,C,D,E,chemistry_iit,18,Cengage,2,JEE,,,,,,
111,18,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(19).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(19).png,Eng,A,B,C,D,E,chemistry_iit,19,Cengage,2,JEE,,,,,,
112,19,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(20).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(20).png,Eng,A,B,C,D,E,chemistry_iit,20,Cengage,2,JEE,,,,,,
113,20,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(21).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(21).png,Eng,A,B,C,D,E,chemistry_iit,21,Cengage,2,JEE,,,,,,
114,21,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(22).png,11.1,Periodic Clasifications Of Elements,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(22).png,Eng,A,B,C,D,E,chemistry_iit,22,Cengage,2,JEE,,,,,,
115,22,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(23).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(23).png,Eng,A,B,C,D,E,chemistry_iit,23,Cengage,2,JEE,,,,,,
116,23,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(24).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(24).png,Eng,A,B,C,D,E,chemistry_iit,24,Cengage,2,JEE,,,,,,
117,24,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(25).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(25).png,Eng,A,B,C,D,E,chemistry_iit,25,Cengage,2,JEE,,,,,,
118,25,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(26).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(26).png,Eng,A,B,C,D,E,chemistry_iit,26,Cengage,2,JEE,,,,,,
119,26,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(27).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(27).png,Eng,A,B,C,D,E,chemistry_iit,27,Cengage,2,JEE,,,,,,
120,27,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(28).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(28).png,Eng,A,B,C,D,E,chemistry_iit,28,Cengage,2,JEE,,,,,,
121,28,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(29).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(29).png,Eng,A,B,C,D,E,chemistry_iit,29,Cengage,2,JEE,,,,,,
122,29,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(30).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(30).png,Eng,A,B,C,D,E,chemistry_iit,30,Cengage,2,JEE,,,,,,
123,30,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(31).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(31).png,Eng,A,B,C,D,E,chemistry_iit,31,Cengage,2,JEE,,,,,,
124,31,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(32).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(32).png,Eng,A,B,C,D,E,chemistry_iit,32,Cengage,2,JEE,,,,,,
125,32,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(33).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(33).png,Eng,A,B,C,D,E,chemistry_iit,33,Cengage,2,JEE,,,,,,
126,33,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(34).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(34).png,Eng,A,B,C,D,E,chemistry_iit,34,Cengage,2,JEE,,,,,,
127,34,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(35).png,11.1,Periodic Clasifications Of Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(35).png,Eng,A,B,C,D,E,chemistry_iit,35,Cengage,2,JEE,,,,,,
128,35,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(36).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(36).png,Eng,A,B,C,D,E,chemistry_iit,36,Cengage,2,JEE,,,,,,
129,36,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(37).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(37).png,Eng,A,B,C,D,E,chemistry_iit,37,Cengage,2,JEE,,,,,,
130,37,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(38).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(38).png,Eng,A,B,C,D,E,chemistry_iit,38,Cengage,2,JEE,,,,,,
131,38,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(39).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(39).png,Eng,A,B,C,D,E,chemistry_iit,39,Cengage,2,JEE,,,,,,
132,39,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(40).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(40).png,Eng,A,B,C,D,E,chemistry_iit,40,Cengage,2,JEE,,,,,,
133,40,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(41).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(41).png,Eng,A,B,C,D,E,chemistry_iit,41,Cengage,2,JEE,,,,,,
134,41,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(42).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(42).png,Eng,A,B,C,D,E,chemistry_iit,42,Cengage,2,JEE,,,,,,
135,42,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(43).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(43).png,Eng,A,B,C,D,E,chemistry_iit,43,Cengage,2,JEE,,,,,,
136,43,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(44).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(44).png,Eng,A,B,C,D,E,chemistry_iit,44,Cengage,2,JEE,,,,,,
137,44,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(45).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(45).png,Eng,A,B,C,D,E,chemistry_iit,45,Cengage,2,JEE,,,,,,
138,45,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(46).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(46).png,Eng,A,B,C,D,E,chemistry_iit,46,Cengage,2,JEE,,,,,,
139,46,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(47).png,11.1,Periodic Clasifications Of Elements,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(47).png,Eng,A,B,C,D,E,chemistry_iit,47,Cengage,2,JEE,,,,,,
140,47,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(48).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(48).png,Eng,A,B,C,D,E,chemistry_iit,48,Cengage,2,JEE,,,,,,
141,48,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(49).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(49).png,Eng,A,B,C,D,E,chemistry_iit,49,Cengage,2,JEE,,,,,,
142,49,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(50).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(50).png,Eng,A,B,C,D,E,chemistry_iit,50,Cengage,2,JEE,,,,,,
143,50,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(51).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(51).png,Eng,A,B,C,D,E,chemistry_iit,51,Cengage,2,JEE,,,,,,
144,51,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(52).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(52).png,Eng,A,B,C,D,E,chemistry_iit,52,Cengage,2,JEE,,,,,,
145,52,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(53).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(53).png,Eng,A,B,C,D,E,chemistry_iit,53,Cengage,2,JEE,,,,,,
146,53,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(54).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(54).png,Eng,A,B,C,D,E,chemistry_iit,54,Cengage,2,JEE,,,,,,
147,54,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(55).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(55).png,Eng,A,B,C,D,E,chemistry_iit,55,Cengage,2,JEE,,,,,,
148,55,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(56).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(56).png,Eng,A,B,C,D,E,chemistry_iit,56,Cengage,2,JEE,,,,,,
149,56,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(57).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(57).png,Eng,A,B,C,D,E,chemistry_iit,57,Cengage,2,JEE,,,,,,
150,57,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(58).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(58).png,Eng,A,B,C,D,E,chemistry_iit,58,Cengage,2,JEE,,,,,,
151,58,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(59).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(59).png,Eng,A,B,C,D,E,chemistry_iit,59,Cengage,2,JEE,,,,,,
152,59,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(60).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(60).png,Eng,A,B,C,D,E,chemistry_iit,60,Cengage,2,JEE,,,,,,
153,60,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(61).png,11.1,Periodic Clasifications Of Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(61).png,Eng,A,B,C,D,E,chemistry_iit,61,Cengage,2,JEE,,,,,,
154,61,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(62).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(62).png,Eng,A,B,C,D,E,chemistry_iit,62,Cengage,2,JEE,,,,,,
155,62,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(63).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(63).png,Eng,A,B,C,D,E,chemistry_iit,63,Cengage,2,JEE,,,,,,
156,63,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(64).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(64).png,Eng,A,B,C,D,E,chemistry_iit,64,Cengage,2,JEE,,,,,,
157,64,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(65).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(65).png,Eng,A,B,C,D,E,chemistry_iit,65,Cengage,2,JEE,,,,,,
158,65,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(66).png,11.1,Periodic Clasifications Of Elements,d,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(66).png,Eng,A,B,C,D,E,chemistry_iit,66,Cengage,2,JEE,,,,,,
159,66,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(67).png,11.1,Periodic Clasifications Of Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(67).png,Eng,A,B,C,D,E,chemistry_iit,67,Cengage,2,JEE,,,,,,
160,67,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(68).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(68).png,Eng,A,B,C,D,E,chemistry_iit,68,Cengage,2,JEE,,,,,,
161,68,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(69).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(69).png,Eng,A,B,C,D,E,chemistry_iit,69,Cengage,2,JEE,,,,,,
162,69,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(70).png,11.1,Periodic Clasifications Of Elements,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(70).png,Eng,A,B,C,D,E,chemistry_iit,70,Cengage,2,JEE,,,,,,
163,70,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(71).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(71).png,Eng,A,B,C,D,E,chemistry_iit,71,Cengage,2,JEE,,,,,,
164,71,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(72).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(72).png,Eng,A,B,C,D,E,chemistry_iit,72,Cengage,2,JEE,,,,,,
165,72,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(73).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(73).png,Eng,A,B,C,D,E,chemistry_iit,73,Cengage,2,JEE,,,,,,
166,73,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(74).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(74).png,Eng,A,B,C,D,E,chemistry_iit,74,Cengage,2,JEE,,,,,,
167,74,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(75).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(75).png,Eng,A,B,C,D,E,chemistry_iit,75,Cengage,2,JEE,,,,,,
168,75,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(76).png,11.1,Periodic Clasifications Of Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(76).png,Eng,A,B,C,D,E,chemistry_iit,76,Cengage,2,JEE,,,,,,
169,76,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(77).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(77).png,Eng,A,B,C,D,E,chemistry_iit,77,Cengage,2,JEE,,,,,,
170,77,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/1(78).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/1(78).png,Eng,A,B,C,D,E,chemistry_iit,78,Cengage,2,JEE,,,,,,
171,78,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(01).png,11.1,Periodic Clasifications Of Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(01).png,Eng,A,B,C,D,E,chemistry_iit,79,Cengage,2,JEE,,,,,,
172,79,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(02).png,11.1,Periodic Clasifications Of Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(02).png,Eng,A,B,C,D,E,chemistry_iit,80,Cengage,2,JEE,,,,,,
173,80,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(03).png,11.1,Periodic Clasifications Of Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(03).png,Eng,A,B,C,D,E,chemistry_iit,81,Cengage,2,JEE,,,,,,
174,81,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(04).png,11.1,Periodic Clasifications Of Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(04).png,Eng,A,B,C,D,E,chemistry_iit,82,Cengage,2,JEE,,,,,,
175,82,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(05).png,11.1,Periodic Clasifications Of Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(05).png,Eng,A,B,C,D,E,chemistry_iit,83,Cengage,2,JEE,,,,,,
176,83,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(06).png,11.1,Periodic Clasifications Of Elements,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(06).png,Eng,A,B,C,D,E,chemistry_iit,84,Cengage,2,JEE,,,,,,
177,84,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(07).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(07).png,Eng,A,B,C,D,E,chemistry_iit,85,Cengage,2,JEE,,,,,,
178,85,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(08).png,11.1,Periodic Clasifications Of Elements,d,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(08).png,Eng,A,B,C,D,E,chemistry_iit,86,Cengage,2,JEE,,,,,,
179,86,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(09).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(09).png,Eng,A,B,C,D,E,chemistry_iit,87,Cengage,2,JEE,,,,,,
180,87,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(10).png,11.1,Periodic Clasifications Of Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(10).png,Eng,A,B,C,D,E,chemistry_iit,88,Cengage,2,JEE,,,,,,
181,88,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(11).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(11).png,Eng,A,B,C,D,E,chemistry_iit,89,Cengage,2,JEE,,,,,,
182,89,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(12).png,11.1,Periodic Clasifications Of Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(12).png,Eng,A,B,C,D,E,chemistry_iit,90,Cengage,2,JEE,,,,,,
183,90,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(13).png,11.1,Periodic Clasifications Of Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(13).png,Eng,A,B,C,D,E,chemistry_iit,91,Cengage,2,JEE,,,,,,
184,91,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(14).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(14).png,Eng,A,B,C,D,E,chemistry_iit,92,Cengage,2,JEE,,,,,,
185,92,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoeques/2(15).png,11.1,Periodic Clasifications Of Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1periodicclassoesol/2(15).png,Eng,A,B,C,D,E,chemistry_iit,93,Cengage,2,JEE,,,,,,
186,0,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(01).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(01).png,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,1,JEE,,,,,,
187,1,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(02).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(02).png,Eng,A,B,C,D,E,chemistry_iit,2,Cengage,1,JEE,,,,,,
188,2,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(03).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(03).png,Eng,A,B,C,D,E,chemistry_iit,3,Cengage,1,JEE,,,,,,
