,QuestionLink,category,correct,lang,optA,optB,optC,optD,sectionType,sl.no,source,usedFor
113,https://i.imgur.com/v7qfIKY.png,7.1,a,Hindi,A,B,C,D,GK,120,manohar pandey,GROUP_D
114,https://i.imgur.com/BEr0RkN.png,7.1,d,Hindi,A,B,C,D,GK,121,manohar pandey,GROUP_D
115,https://i.imgur.com/y3Aswbq.png,7.1,c,Hindi,A,B,C,D,GK,122,manohar pandey,GROUP_D
116,https://i.imgur.com/UtLs3jO.png,7.1,d,Hindi,A,B,C,D,GK,124,manohar pandey,GROUP_D
117,https://i.imgur.com/gzMr15Y.png,7.1,c,Hindi,A,B,C,D,GK,125,manohar pandey,GROUP_D
118,https://i.imgur.com/KAt9093.png,7.1,b,Hindi,A,B,C,D,GK,126,manohar pandey,GROUP_D
119,https://i.imgur.com/Fo0q5sH.png,7.1,b,Hindi,A,B,C,D,GK,127,manohar pandey,GROUP_D
120,https://i.imgur.com/Kv6zzaf.png,7.1,b,Hindi,A,B,C,D,GK,129,manohar pandey,GROUP_D
121,https://i.imgur.com/qAr5pxl.png,7.1,c,Hindi,A,B,C,D,GK,130,manohar pandey,GROUP_D
122,https://i.imgur.com/27hwEOA.png,7.1,b,Hindi,A,B,C,D,GK,131,manohar pandey,GROUP_D
123,https://i.imgur.com/NVTfFnU.png,7.1,c,Hindi,A,B,C,D,GK,132,manohar pandey,GROUP_D
124,https://i.imgur.com/IMrlNt6.png,7.1,d,Hindi,A,B,C,D,GK,133,manohar pandey,GROUP_D
125,https://i.imgur.com/fbO3FCC.png,7.1,c,Hindi,A,B,C,D,GK,135,manohar pandey,GROUP_D
126,https://i.imgur.com/FjCWLjo.png,7.1,d,Hindi,A,B,C,D,GK,136,manohar pandey,GROUP_D
127,https://i.imgur.com/tePsW6h.png,7.1,d,Hindi,A,B,C,D,GK,137,manohar pandey,GROUP_D
128,https://i.imgur.com/r0BTauZ.png,7.1,d,Hindi,A,B,C,D,GK,138,manohar pandey,GROUP_D
129,https://i.imgur.com/Wcc30D7.png,7.1,d,Hindi,A,B,C,D,GK,140,manohar pandey,GROUP_D
130,https://i.imgur.com/vIlmx5k.png,7.1,c,Hindi,A,B,C,D,GK,141,manohar pandey,GROUP_D
131,https://i.imgur.com/X5ZFbjr.png,7.1,b,Hindi,A,B,C,D,GK,142,manohar pandey,GROUP_D
132,https://i.imgur.com/jNFN23Y.png,7.1,d,Hindi,A,B,C,D,GK,143,manohar pandey,GROUP_D
133,https://i.imgur.com/GxseNwU.png,7.1,d,Hindi,A,B,C,D,GK,144,manohar pandey,GROUP_D
