,QuestionLink,category,concepts,correct,direction,explanation,lang,name,optA,optB,optC,optD,sectionType,sl.no,sources,usedFor
81,https://i.imgur.com/27BeKnQ.png,16.1,"1,9",1,,https://i.imgur.com/GuXQzYj.png,Bi,Speed & Distance,A,B,C,D,Maths,12,Kiran Maths,ssc
82,https://i.imgur.com/UjSUOA9.png,16.1,"1,9",2,,https://i.imgur.com/ryNRgrA.png,Bi,Speed & Distance,A,B,C,D,Maths,13,Kiran Maths,ssc
83,https://i.imgur.com/YSTnmpB.png,16.1,"1,9",4,,https://i.imgur.com/4e6949X.png,Bi,Speed & Distance,A,B,C,D,Maths,14,Kiran Maths,ssc
84,https://i.imgur.com/lrJLxJw.png,16.1,1,3,,https://i.imgur.com/JbrRyPr.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
85,https://i.imgur.com/CS52zGE.png,16.1,"1,6",3,,https://i.imgur.com/KCeV4se.png,Bi,Speed & Distance,A,B,C,D,Maths,2,Kiran Maths,ssc
86,https://i.imgur.com/ayEYS91.png,16.1,By simplification,3,,https://i.imgur.com/6ehjRMt.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
87,https://i.imgur.com/S5RcxAr.png,16.1,1,1,,https://i.imgur.com/lRK2Ooa.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
88,https://i.imgur.com/rOaFbxD.png,16.1,1,2,,https://i.imgur.com/Q1zezRC.png,Bi,Speed & Distance,A,B,C,D,Maths,5,Kiran Maths,ssc
89,https://i.imgur.com/UGcGDPC.png,16.1,"1,6,8",3,,https://i.imgur.com/r5CY1Sd.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
90,https://i.imgur.com/WTCEC38.png,16.1,"1,8",2,,https://i.imgur.com/G6cTSVl.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
91,https://i.imgur.com/qqllc0l.png,16.1,"1,8",2,,https://i.imgur.com/uTd7HYE.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
92,https://i.imgur.com/bsqIPrR.png,16.1,"1,8",3,,https://i.imgur.com/hb0cdTC.png,Bi,Speed & Distance,A,B,C,D,Maths,5,Kiran Maths,ssc
93,https://i.imgur.com/Atato8q.png,16.1,"1,6,7,8",3,,https://i.imgur.com/sNtq3jc.png,Bi,Speed & Distance,A,B,C,D,Maths,6,Kiran Maths,ssc
94,https://i.imgur.com/BtPIQUi.png,16.1,"1,8",2,,https://i.imgur.com/YaWCwbG.png,Bi,Speed & Distance,A,B,C,D,Maths,7,Kiran Maths,ssc
95,https://i.imgur.com/rIArsqA.png,16.1,"1,5,8",1,,https://i.imgur.com/pA58n2q.png,Bi,Speed & Distance,A,B,C,D,Maths,8,Kiran Maths,ssc
96,https://i.imgur.com/VgFPv7x.png,16.1,"1,5,8",2,,https://i.imgur.com/G3YBc7h.png,Bi,Speed & Distance,A,B,C,D,Maths,9,Kiran Maths,ssc
97,https://i.imgur.com/SE44oYa.png,16.1,"1,6,8",3,,https://i.imgur.com/cuDw6SV.png,Bi,Speed & Distance,A,B,C,D,Maths,10,Kiran Maths,ssc
98,https://i.imgur.com/Pn3X201.png,16.1,"1,8",1,,https://i.imgur.com/IQoLHLK.png,Bi,Speed & Distance,A,B,C,D,Maths,11,Kiran Maths,ssc
99,https://i.imgur.com/NWlSDBF.png,16.1,"1,5,7",3,,https://i.imgur.com/cBHPLRo.png,Bi,Speed & Distance,A,B,C,D,Maths,12,Kiran Maths,ssc
100,https://i.imgur.com/Mv0fztM.png,16.1,1,3,,https://i.imgur.com/22KqxqV.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
101,https://i.imgur.com/iknpNeC.png,16.1,1,1,,https://i.imgur.com/6s6HApS.png,Bi,Speed & Distance,A,B,C,D,Maths,2,Kiran Maths,ssc
102,https://i.imgur.com/lL3dqAM.png,16.1,1,1,,https://i.imgur.com/9DguZ4G.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
103,https://i.imgur.com/sr7IuKk.png,16.1,1,4,,https://i.imgur.com/ZGSudlR.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
104,https://i.imgur.com/u6B9DRO.png,16.1,1,1,,https://i.imgur.com/Ka1YScF.png,Bi,Speed & Distance,A,B,C,D,Maths,7,Kiran Maths,ssc
105,https://i.imgur.com/j5G8xi1.png,16.1,"1,5,6",2,,https://i.imgur.com/zQNbGiA.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
106,https://i.imgur.com/mpioHxZ.png,16.1,"1,5,6",3,,https://i.imgur.com/cyxgKoI.png,Bi,Speed & Distance,A,B,C,D,Maths,2,Kiran Maths,ssc
107,https://i.imgur.com/Ukjl3dA.png,16.1,"1,5,6",3,,https://i.imgur.com/QHreMS2.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
108,https://i.imgur.com/9U4DsZr.png,16.1,"1,5,6",4,,https://i.imgur.com/3h0OUaX.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
109,https://i.imgur.com/S8jvsuw.png,16.1,"1,3,6",1,,https://i.imgur.com/ORXHSGu.png,Bi,Speed & Distance,A,B,C,D,Maths,5,Kiran Maths,ssc
110,https://i.imgur.com/hTdZ4rc.png,16.1,1,1,,https://i.imgur.com/JKOVuOU.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
111,https://i.imgur.com/uqk13v6.png,16.1,1,2,,https://i.imgur.com/fN8aR9p.png,Bi,Speed & Distance,A,B,C,D,Maths,2,Kiran Maths,ssc
112,https://i.imgur.com/dPXdk6d.png,16.1,1,3,,https://i.imgur.com/iox3EMw.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
113,https://i.imgur.com/UB2tUYX.png,16.1,1,3,,https://i.imgur.com/gcz4YZ2.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
114,https://i.imgur.com/2H5kOyh.png,16.1,1,2,,https://i.imgur.com/ayGpCDf.png,Bi,Speed & Distance,A,B,C,D,Maths,5,Kiran Maths,ssc
115,https://i.imgur.com/DFCPG3f.png,16.1,1,2,,https://i.imgur.com/4fB2I60.png,Bi,Speed & Distance,A,B,C,D,Maths,6,Kiran Maths,ssc
116,https://i.imgur.com/tbF0Ay2.png,16.1,1,1,,https://i.imgur.com/4avtiDR.png,Bi,Speed & Distance,A,B,C,D,Maths,7,Kiran Maths,ssc
117,https://i.imgur.com/rOLQknf.png,16.1,"1,5,7,8",2,,https://i.imgur.com/XTP3irs.png,Bi,Speed & Distance,A,B,C,D,Maths,8,Kiran Maths,ssc
118,https://i.imgur.com/NT9nJYG.png,16.1,"1,8",2,,https://i.imgur.com/epxZr3A.png,Bi,Speed & Distance,A,B,C,D,Maths,9,Kiran Maths,ssc
119,https://i.imgur.com/KvgaCrs.png,16.1,simplify,1,,https://i.imgur.com/meo41SL.png,Bi,Speed & Distance,A,B,C,D,Maths,11,Kiran Maths,ssc
120,https://i.imgur.com/9qJAIiH.png,16.1,1,1,,https://i.imgur.com/Vro89jH.png,Bi,Speed & Distance,A,B,C,D,Maths,12,Kiran Maths,ssc
121,https://i.imgur.com/x8QJb1P.png,16.1,"1,3",2,,https://i.imgur.com/rL9DYJh.png,Bi,Speed & Distance,A,B,C,D,Maths,13,Kiran Maths,ssc
122,https://i.imgur.com/ELKYUzd.png,16.1,1,2,,https://i.imgur.com/Ucwdr0M.png,Bi,Speed & Distance,A,B,C,D,Maths,15,Kiran Maths,ssc
123,https://i.imgur.com/yVncOGJ.png,16.1,1,4,,https://i.imgur.com/nQarFhY.png,Bi,Speed & Distance,A,B,C,D,Maths,16,Kiran Maths,ssc
124,https://i.imgur.com/Ys7lbcN.png,16.1,1,4,,https://i.imgur.com/ePactsp.png,Bi,Speed & Distance,A,B,C,D,Maths,17,Kiran Maths,ssc
125,https://i.imgur.com/UAoopgv.png,16.1,1,4,,https://i.imgur.com/ML0LgWs.png,Bi,Speed & Distance,A,B,C,D,Maths,1,Kiran Maths,ssc
126,https://i.imgur.com/g8hCY9l.png,16.1,"1,3",2,,https://i.imgur.com/Cc3SizA.png,Bi,Speed & Distance,A,B,C,D,Maths,2,Kiran Maths,ssc
127,https://i.imgur.com/roHXm95.png,16.1,1,1,,https://i.imgur.com/FGZXFTn.png,Bi,Speed & Distance,A,B,C,D,Maths,3,Kiran Maths,ssc
128,https://i.imgur.com/c9reInr.png,16.1,simple calculations,2,,https://i.imgur.com/C0TQ6nG.png,Bi,Speed & Distance,A,B,C,D,Maths,4,Kiran Maths,ssc
129,https://i.imgur.com/pPOiVUR.png,16.1,1,1,,https://i.imgur.com/1VJ0ILX.png,Bi,Speed & Distance,A,B,C,D,Maths,5,Kiran Maths,ssc
130,https://i.imgur.com/xqvHoL9.png,16.1,1,4,,https://i.imgur.com/0JrZw9R.png,Bi,Speed & Distance,A,B,C,D,Maths,6,Kiran Maths,ssc
131,https://i.imgur.com/8qSgdN5.png,16.1,"1,5",3,,https://i.imgur.com/MoK1mcg.png,Bi,Speed & Distance,A,B,C,D,Maths,7,Kiran Maths,ssc
132,https://i.imgur.com/caaW7uw.png,16.1,"1,6",2,,https://i.imgur.com/tjmpQoy.png,Bi,Speed & Distance,A,B,C,D,Maths,8,Kiran Maths,ssc
133,https://i.imgur.com/FelSPjM.png,16.1,"1,5",4,,https://i.imgur.com/44OLRaB.png,Bi,Speed & Distance,A,B,C,D,Maths,9,Kiran Maths,ssc
134,https://i.imgur.com/vUDH8DP.png,16.1,"1,5",1,,https://i.imgur.com/IusgRCa.png,Bi,Speed & Distance,A,B,C,D,Maths,10,Kiran Maths,ssc
135,https://i.imgur.com/j12PLZS.png,16.1,"1,3,5",2,,https://i.imgur.com/fuz4nPE.png,Bi,Speed & Distance,A,B,C,D,Maths,11,Kiran Maths,ssc
136,https://i.imgur.com/LvUibf3.png,16.1,"1,8",3,,https://i.imgur.com/4AFEgDR.png,Bi,Speed & Distance,A,B,C,D,Maths,12,Kiran Maths,ssc
137,https://i.imgur.com/4M05kMz.png,16.1,"1,8,3",4,,https://i.imgur.com/KLCUMcL.png,Bi,Speed & Distance,A,B,C,D,Maths,13,Kiran Maths,ssc
138,https://i.imgur.com/4TI44FJ.png,16.1,"1,3,6",4,,https://i.imgur.com/OSC7qa2.png,Bi,Speed & Distance,A,B,C,D,Maths,14,Kiran Maths,ssc
139,https://i.imgur.com/dLTzMCW.png,16.1,1,1,,https://i.imgur.com/k9dj1u2.png,Bi,Speed & Distance,A,B,C,D,Maths,15,Kiran Maths,ssc
140,https://i.imgur.com/aIg2O6w.png,16.1,"1,7",2,,https://i.imgur.com/xckk5Bf.png,Bi,Speed & Distance,A,B,C,D,Maths,17,Kiran Maths,ssc
141,https://i.imgur.com/f8t9pAE.png,16.1,"1,5,7",3,,https://i.imgur.com/7qTqQ20.png,Bi,Speed & Distance,A,B,C,D,Maths,18,Kiran Maths,ssc
142,https://i.imgur.com/VY4mbWy.png,16.1,"1,5,7",1,,https://i.imgur.com/nhflJjt.png,Bi,Speed & Distance,A,B,C,D,Maths,19,Kiran Maths,ssc
143,https://i.imgur.com/OwnRVLv.png,16.1,1,3,,https://i.imgur.com/KmvqLlT.png,Bi,Speed & Distance,A,B,C,D,Maths,20,Kiran Maths,ssc
144,https://i.imgur.com/b4bXEee.png,16.1,1,1,,https://i.imgur.com/TGF6OlG.png,Bi,Speed & Distance,A,B,C,D,Maths,21,Kiran Maths,ssc
145,https://i.imgur.com/u1EBJyb.png,16.1,1,2,,https://i.imgur.com/sjK0kb4.png,Bi,Speed & Distance,A,B,C,D,Maths,22,Kiran Maths,ssc
146,https://i.imgur.com/zkCetXj.png,16.1,"1,9",2,,https://i.imgur.com/oDhrgpq.png,Bi,Speed & Distance,A,B,C,D,Maths,23,Kiran Maths,ssc
147,https://i.imgur.com/bleYYYZ.png,16.1,"1,9",1,,https://i.imgur.com/OA4DFXD.png,Bi,Speed & Distance,A,B,C,D,Maths,24,Kiran Maths,ssc
148,https://i.imgur.com/iTYTrag.png,16.1,"1,9",3,,https://i.imgur.com/4bOkBOI.png,Bi,Speed & Distance,A,B,C,D,Maths,25,Kiran Maths,ssc
149,https://i.imgur.com/st6yXai.png,16.1,"1,9",2,,https://i.imgur.com/3AC4RVq.png,Bi,Speed & Distance,A,B,C,D,Maths,26,Kiran Maths,ssc
150,https://i.imgur.com/rxAtamb.png,16.1,"1,9",2,,https://i.imgur.com/iPp7fCh.png,Bi,Speed & Distance,A,B,C,D,Maths,27,Kiran Maths,ssc
151,https://i.imgur.com/869Xnxu.png,16.1,"1,9",1,,https://i.imgur.com/OiufLMy.png,Bi,Speed & Distance,A,B,C,D,Maths,28,Kiran Maths,ssc
152,https://i.imgur.com/kqd2mLt.png,16.1,1,2,,https://i.imgur.com/maLn7a1.png,Bi,Speed & Distance,A,B,C,D,Maths,29,Kiran Maths,ssc
153,https://i.imgur.com/sAyEWAU.png,16.1,"1,6",3,,https://i.imgur.com/NYJfMFj.png,Bi,Speed & Distance,A,B,C,D,Maths,30,Kiran Maths,ssc
154,https://i.imgur.com/Laa78ZM.png,16.1,"1,7",2,,https://i.imgur.com/yKXDtcp.png,Bi,Speed & Distance,A,B,C,D,Maths,31,Kiran Maths,ssc
155,https://i.imgur.com/D7h8NwE.png,16.1,1,2,,https://i.imgur.com/v9rzve7.png,Bi,Speed & Distance,A,B,C,D,Maths,32,Kiran Maths,ssc
156,https://i.imgur.com/uZvh8Gt.png,16.1,1,1,,https://i.imgur.com/r2DDBAU.png,Bi,Speed & Distance,A,B,C,D,Maths,33,Kiran Maths,ssc
157,https://i.imgur.com/RcrR79b.png,16.1,"1,8",2,,https://i.imgur.com/GRDEhMG.png,Bi,Speed & Distance,A,B,C,D,Maths,34,Kiran Maths,ssc
158,https://i.imgur.com/2Et0WQH.png,16.1,"1,3,8",1,,https://i.imgur.com/9xddzhn.png,Bi,Speed & Distance,A,B,C,D,Maths,35,Kiran Maths,ssc
159,https://i.imgur.com/BbLxAmW.png,16.1,"1,6,8",3,,https://i.imgur.com/yra8glZ.png,Bi,Speed & Distance,A,B,C,D,Maths,36,Kiran Maths,ssc
160,https://i.imgur.com/16nCqqa.png,16.1,"1,8",4,,https://i.imgur.com/aCGUukg.png,Bi,Speed & Distance,A,B,C,D,Maths,37,Kiran Maths,ssc
161,https://i.imgur.com/1DKUs3X.png,16.1,1,3,,https://i.imgur.com/xA7dOhc.png,Bi,Speed & Distance,A,B,C,D,Maths,38,Kiran Maths,ssc
162,https://i.imgur.com/jKj9Vee.png,16.1,1,3,,https://i.imgur.com/7b8t6ls.png,Bi,Speed & Distance,A,B,C,D,Maths,39,Kiran Maths,ssc
163,https://i.imgur.com/yELni4b.png,16.1,1,4,,https://i.imgur.com/I3mfgZY.png,Bi,Speed & Distance,A,B,C,D,Maths,40,Kiran Maths,ssc
164,https://i.imgur.com/QWqalkL.png,16.1,1,3,,https://i.imgur.com/WIqKDEb.png,Bi,Speed & Distance,A,B,C,D,Maths,41,Kiran Maths,ssc
165,https://i.imgur.com/LLcR8Vv.png,16.1,1,3,,https://i.imgur.com/oW8pYhi.png,Bi,Speed & Distance,A,B,C,D,Maths,42,Kiran Maths,ssc
166,https://i.imgur.com/hJkQvXH.png,16.1,"1,5,6",4,,https://i.imgur.com/E0sMGXX.png,Bi,Speed & Distance,A,B,C,D,Maths,43,Kiran Maths,ssc
167,https://i.imgur.com/WBR6URN.png,16.1,"1,5,6",3,,https://i.imgur.com/qbBaiAD.png,Bi,Speed & Distance,A,B,C,D,Maths,44,Kiran Maths,ssc
168,https://i.imgur.com/EFdEjv7.png,16.1,"1,5,6",4,,https://i.imgur.com/BUxwGXO.png,Bi,Speed & Distance,A,B,C,D,Maths,45,Kiran Maths,ssc
169,https://i.imgur.com/aOVpkmk.png,16.1,"1,5,6",3,,https://i.imgur.com/XYSC8yt.png,Bi,Speed & Distance,A,B,C,D,Maths,46,Kiran Maths,ssc
170,https://i.imgur.com/QIEQ0uv.png,16.1,"1,5,6",2,,https://i.imgur.com/svbbCJK.png,Bi,Speed & Distance,A,B,C,D,Maths,47,Kiran Maths,ssc
171,https://i.imgur.com/ns5m46I.png,16.1,"1,5",2,,https://i.imgur.com/fjAFV4i.png,Bi,Speed & Distance,A,B,C,D,Maths,48,Kiran Maths,ssc
172,https://i.imgur.com/RIju0dD.png,16.1,1,1,,https://i.imgur.com/pD4zOjw.png,Bi,Speed & Distance,A,B,C,D,Maths,49,Kiran Maths,ssc
173,https://i.imgur.com/QNRWL84.png,16.1,1,4,,https://i.imgur.com/hqnf71u.png,Bi,Speed & Distance,A,B,C,D,Maths,50,Kiran Maths,ssc
174,https://i.imgur.com/nm3op1a.png,16.1,1,2,,https://i.imgur.com/5tg8Iug.png,Bi,Speed & Distance,A,B,C,D,Maths,51,Kiran Maths,ssc
175,https://i.imgur.com/9zLJQrx.png,16.1,1,2,,https://i.imgur.com/mTbEhtk.png,Bi,Speed & Distance,A,B,C,D,Maths,52,Kiran Maths,ssc
176,https://i.imgur.com/006K6BM.png,16.1,1,4,,https://i.imgur.com/haIZJ5A.png,Bi,Speed & Distance,A,B,C,D,Maths,53,Kiran Maths,ssc
177,https://i.imgur.com/DabpSnX.png,16.1,1,2,,https://i.imgur.com/IHl1BIW.png,Bi,Speed & Distance,A,B,C,D,Maths,54,Kiran Maths,ssc
178,https://i.imgur.com/dkbshuQ.png,16.1,"1,9",1,,https://i.imgur.com/KNAd4MD.png,Bi,Speed & Distance,A,B,C,D,Maths,55,Kiran Maths,ssc
179,https://i.imgur.com/2rxw5VM.png,16.1,1,3,,https://i.imgur.com/T7Ji08B.png,Bi,Speed & Distance,A,B,C,D,Maths,56,Kiran Maths,ssc
180,https://i.imgur.com/KmXXYCc.png,16.1,1,1,,https://i.imgur.com/vjnDWl3.png,Bi,Speed & Distance,A,B,C,D,Maths,57,Kiran Maths,ssc
181,https://i.imgur.com/frfgDzY.png,16.1,"1,6",2,,https://i.imgur.com/Ub5qBnp.png,Bi,Speed & Distance,A,B,C,D,Maths,58,Kiran Maths,ssc
182,https://i.imgur.com/pAlNKkj.png,16.1,1,4,,https://i.imgur.com/3bqIxEw.png,Bi,Speed & Distance,A,B,C,D,Maths,59,Kiran Maths,ssc
183,https://i.imgur.com/JO75J5m.png,16.1,1,1,,https://i.imgur.com/VxZZqEB.png,Bi,Speed & Distance,A,B,C,D,Maths,60,Kiran Maths,ssc
184,https://i.imgur.com/yrd9Fxz.png,16.1,1,3,,https://i.imgur.com/02DnOT3.png,Bi,Speed & Distance,A,B,C,D,Maths,61,Kiran Maths,ssc
185,https://i.imgur.com/mQokK5c.png,16.1,"1,8",2,,https://i.imgur.com/InMuyxx.png,Bi,Speed & Distance,A,B,C,D,Maths,62,Kiran Maths,ssc
186,https://i.imgur.com/eC8viU4.png,16.1,"1,8",3,,https://i.imgur.com/qLji8LH.png,Bi,Speed & Distance,A,B,C,D,Maths,63,Kiran Maths,ssc
187,https://i.imgur.com/8ByHg9k.png,16.1,"1,8",4,,https://i.imgur.com/eewrknU.png,Bi,Speed & Distance,A,B,C,D,Maths,64,Kiran Maths,ssc
188,https://i.imgur.com/uyATtW7.png,16.1,"1,9",3,,https://i.imgur.com/hqhdMnZ.png,Bi,Speed & Distance,A,B,C,D,Maths,65,Kiran Maths,ssc
189,https://i.imgur.com/svT0vT4.png,16.1,1,2,,https://i.imgur.com/EItXZd5.png,Bi,Speed & Distance,A,B,C,D,Maths,66,Kiran Maths,ssc
190,https://i.imgur.com/Cl6Ysh4.png,16.1,1,1,,https://i.imgur.com/5goZ6La.png,Bi,Speed & Distance,A,B,C,D,Maths,67,Kiran Maths,ssc
191,https://i.imgur.com/naoyl40.png,16.1,"1,8",3,,https://i.imgur.com/YbR3wbT.png,Bi,Speed & Distance,A,B,C,D,Maths,68,Kiran Maths,ssc
192,https://i.imgur.com/0Hv3ZVf.png,16.1,"1,10",2,,https://i.imgur.com/NsUTCxN.png,Bi,Speed & Distance,A,B,C,D,Maths,69,Kiran Maths,ssc
193,https://i.imgur.com/Itlwubb.png,16.1,"1,7",3,,https://i.imgur.com/jiEtEtI.png,Bi,Speed & Distance,A,B,C,D,Maths,70,Kiran Maths,ssc
0,https://i.imgur.com/GLjZ2CN.png,13.1,2,2,,https://i.imgur.com/4IF1trk.png,Bi,Ratio,A,B,C,D,Maths,1,Kiran Maths,ssc
1,https://i.imgur.com/tljR4JF.png,13.1,2,3,,https://i.imgur.com/NHQ16sH.png,Bi,Ratio,A,B,C,D,Maths,2,Kiran Maths,ssc
2,https://i.imgur.com/20eIkZ2.png,13.1,1,1,,https://i.imgur.com/XFIvdEL.png,Bi,Ratio,A,B,C,D,Maths,3,Kiran Maths,ssc
3,https://i.imgur.com/PwnEjzI.png,13.1,5,3,,https://i.imgur.com/2cT8TKH.png,Bi,Ratio,A,B,C,D,Maths,4,Kiran Maths,ssc
4,https://i.imgur.com/AVBoCwM.png,13.1,2,2,,https://i.imgur.com/c2CZzJq.png,Bi,Ratio,A,B,C,D,Maths,5,Kiran Maths,ssc
5,https://i.imgur.com/BrQbrH4.png,13.1,1,2,,https://i.imgur.com/c3MncSZ.png,Bi,Ratio,A,B,C,D,Maths,6,Kiran Maths,ssc
6,https://i.imgur.com/kSUyyrW.png,13.1,2,3,,https://i.imgur.com/vDAWeES.png,Bi,Ratio,A,B,C,D,Maths,7,Kiran Maths,ssc
7,https://i.imgur.com/fdSofjs.png,13.1,2,2,,https://i.imgur.com/ZIRTPLO.png,Bi,Ratio,A,B,C,D,Maths,8,Kiran Maths,ssc
8,https://i.imgur.com/xw2Yt7M.png,13.1,2,3,,https://i.imgur.com/woVSEEH.png,Bi,Ratio,A,B,C,D,Maths,9,Kiran Maths,ssc
9,https://i.imgur.com/pe7WStb.png,13.1,2,3,,https://i.imgur.com/GeLMyZH.png,Bi,Ratio,A,B,C,D,Maths,10,Kiran Maths,ssc
10,https://i.imgur.com/6MDD5pl.png,13.1,6,4,,https://i.imgur.com/9562K0Z.png,Bi,Ratio,A,B,C,D,Maths,11,Kiran Maths,ssc
11,https://i.imgur.com/ec8gXPV.png,13.1,2,3,,https://i.imgur.com/5CMkzcz.png,Bi,Ratio,A,B,C,D,Maths,12,Kiran Maths,ssc
12,https://i.imgur.com/yk3Y17z.png,13.1,6,3,,https://i.imgur.com/mbtbm0r.png,Bi,Ratio,A,B,C,D,Maths,13,Kiran Maths,ssc
13,https://i.imgur.com/Pysrbsn.png,13.1,2,4,,https://i.imgur.com/hILvviD.png,Bi,Ratio,A,B,C,D,Maths,14,Kiran Maths,ssc
14,https://i.imgur.com/qq06Lw8.png,13.1,1,2,,https://i.imgur.com/w4bFXDl.png,Bi,Ratio,A,B,C,D,Maths,15,Kiran Maths,ssc
15,https://i.imgur.com/ra3LRjL.png,13.1,1,2,,https://i.imgur.com/KxcLHBp.png,Bi,Ratio,A,B,C,D,Maths,16,Kiran Maths,ssc
16,https://i.imgur.com/YER02BD.png,13.1,1,2,,https://i.imgur.com/qerCGQV.png,Bi,Ratio,A,B,C,D,Maths,17,Kiran Maths,ssc
17,https://i.imgur.com/6jbBA6J.png,13.1,1,1,,https://i.imgur.com/tsYvirN.png,Bi,Ratio,A,B,C,D,Maths,18,Kiran Maths,ssc
18,https://i.imgur.com/4q5z1qe.png,13.1,2,3,,https://i.imgur.com/QaZwse4.png,Bi,Ratio,A,B,C,D,Maths,19,Kiran Maths,ssc
19,https://i.imgur.com/21PLMpA.png,13.1,2,4,,https://i.imgur.com/FUow8pf.png,Bi,Ratio,A,B,C,D,Maths,20,Kiran Maths,ssc
20,https://i.imgur.com/ebwSTv4.png,13.1,1,3,,https://i.imgur.com/SligAp5.png,Bi,Ratio,A,B,C,D,Maths,21,Kiran Maths,ssc
21,https://i.imgur.com/xAMm8zk.png,13.1,2,1,,https://i.imgur.com/ZAvHzGs.png,Bi,Ratio,A,B,C,D,Maths,23,Kiran Maths,ssc
22,https://i.imgur.com/bcWPqCF.png,13.1,2,3,,https://i.imgur.com/3FG6C29.png,Bi,Ratio,A,B,C,D,Maths,24,Kiran Maths,ssc
23,https://i.imgur.com/tl1XU36.png,13.1,2,4,,https://i.imgur.com/Ac9fjFQ.png,Bi,Ratio,A,B,C,D,Maths,25,Kiran Maths,ssc
24,https://i.imgur.com/QVJOAT6.png,13.1,2,2,,https://i.imgur.com/nHTsQ3J.png,Bi,Ratio,A,B,C,D,Maths,26,Kiran Maths,ssc
25,https://i.imgur.com/qaJjRw3.png,13.1,1,3,,https://i.imgur.com/ixISWL1.png,Bi,Ratio,A,B,C,D,Maths,27,Kiran Maths,ssc
26,https://i.imgur.com/azYtFYb.png,13.1,2,4,,https://i.imgur.com/bkvWuJf.png,Bi,Ratio,A,B,C,D,Maths,29,Kiran Maths,ssc
27,https://i.imgur.com/Gn1eGrv.png,13.1,1,3,,https://i.imgur.com/qtkjw0a.png,Bi,Ratio,A,B,C,D,Maths,30,Kiran Maths,ssc
28,https://i.imgur.com/AGKL4XW.png,13.1,2,3,,https://i.imgur.com/GGaLz2d.png,Bi,Ratio,A,B,C,D,Maths,31,Kiran Maths,ssc
29,https://i.imgur.com/3t2k8aP.png,13.1,1,4,,https://i.imgur.com/C7GmdxP.png,Bi,Ratio,A,B,C,D,Maths,32,Kiran Maths,ssc
30,https://i.imgur.com/w88AuvD.png,13.1,2,3,,https://i.imgur.com/9zJHhnn.png,Bi,Ratio,A,B,C,D,Maths,33,Kiran Maths,ssc
31,https://i.imgur.com/IrvCr9v.png,13.1,1,3,,https://i.imgur.com/GEfOpc2.png,Bi,Ratio,A,B,C,D,Maths,34,Kiran Maths,ssc
32,https://i.imgur.com/6NKNELN.png,13.1,1,2,,https://i.imgur.com/7qB9B87.png,Bi,Ratio,A,B,C,D,Maths,35,Kiran Maths,ssc
33,https://i.imgur.com/W92r940.png,13.1,2,4,,https://i.imgur.com/UIYhbvX.png,Bi,Ratio,A,B,C,D,Maths,36,Kiran Maths,ssc
34,https://i.imgur.com/elulm5e.png,13.1,1,4,,https://i.imgur.com/E2uIPQ8.png,Bi,Ratio,A,B,C,D,Maths,37,Kiran Maths,ssc
35,https://i.imgur.com/RDyLHVk.png,13.1,2,3,,https://i.imgur.com/IxeclMi.png,Bi,Ratio,A,B,C,D,Maths,38,Kiran Maths,ssc
36,https://i.imgur.com/NhyrZSj.png,13.1,1,1,,https://i.imgur.com/P23lZf8.png,Bi,Ratio,A,B,C,D,Maths,39,Kiran Maths,ssc
37,https://i.imgur.com/OwzSOFu.png,13.1,2,3,,https://i.imgur.com/GWGrcni.png,Bi,Ratio,A,B,C,D,Maths,40,Kiran Maths,ssc
38,https://i.imgur.com/ujaGQuy.png,13.1,2,4,,https://i.imgur.com/rv4lIG0.png,Bi,Ratio,A,B,C,D,Maths,41,Kiran Maths,ssc
39,https://i.imgur.com/DyTw4LM.png,13.1,2,1,,https://i.imgur.com/usvYoBV.png,Bi,Ratio,A,B,C,D,Maths,42,Kiran Maths,ssc
40,https://i.imgur.com/ZI7wXkm.png,13.1,1,3,,https://i.imgur.com/gmgD2Uv.png,Bi,Ratio,A,B,C,D,Maths,43,Kiran Maths,ssc
41,https://i.imgur.com/Rl4XJ7o.png,13.1,2,1,,https://i.imgur.com/lQswWrz.png,Bi,Ratio,A,B,C,D,Maths,44,Kiran Maths,ssc
42,https://i.imgur.com/WlsTLSJ.png,13.1,2,2,,https://i.imgur.com/NA1VftY.png,Bi,Ratio,A,B,C,D,Maths,45,Kiran Maths,ssc
