,QuestionLink,category,correct,lang,optA,optB,optC,optD,sectionType,sl.no,sources,usedFor
100,https://i.imgur.com/vawnyKW.png,5.1,b,Hindi,A,B,C,D,gk,110,manohar pandey,GROUP_D
101,https://i.imgur.com/YF5aZn7.png,5.1,a,Hindi,A,B,C,D,gk,111,manohar pandey,GROUP_D
102,https://i.imgur.com/dnvGDQx.png,5.1,c,Hindi,A,B,C,D,gk,112,manohar pandey,GROUP_D
103,https://i.imgur.com/Al8KipQ.png,5.1,b,Hindi,A,B,C,D,gk,113,manohar pandey,GROUP_D
104,https://i.imgur.com/vqK0P8P.png,5.1,b,Hindi,A,B,C,D,gk,114,manohar pandey,GROUP_D
105,https://i.imgur.com/qF7DPjO.png,5.1,b,Hindi,A,B,C,D,gk,115,manohar pandey,GROUP_D
106,https://i.imgur.com/4lou7M5.png,5.1,a,Hindi,A,B,C,D,gk,116,manohar pandey,GROUP_D
107,https://i.imgur.com/hE8shUm.png,5.1,c,Hindi,A,B,C,D,gk,117,manohar pandey,GROUP_D
108,https://i.imgur.com/8MWjBUT.png,5.1,b,Hindi,A,B,C,D,gk,118,manohar pandey,GROUP_D
109,https://i.imgur.com/CTRBfUL.png,5.1,c,Hindi,A,B,C,D,gk,119,manohar pandey,GROUP_D
110,https://i.imgur.com/RmeRQI0.png,5.1,a,Hindi,A,B,C,D,gk,120,manohar pandey,GROUP_D
111,https://i.imgur.com/5GnTzDZ.png,5.1,d,Hindi,A,B,C,D,gk,121,manohar pandey,GROUP_D
112,https://i.imgur.com/shgFap5.png,5.1,c,Hindi,A,B,C,D,gk,122,manohar pandey,GROUP_D
113,https://i.imgur.com/KTGQ12w.png,5.1,b,Hindi,A,B,C,D,gk,124,manohar pandey,GROUP_D
114,https://i.imgur.com/q1Br9Tg.png,5.1,b,Hindi,A,B,C,D,gk,125,manohar pandey,GROUP_D
115,https://i.imgur.com/0QYn2XT.png,5.1,d,Hindi,A,B,C,D,gk,126,manohar pandey,GROUP_D
116,https://i.imgur.com/PfDYWd8.png,5.1,b,Hindi,A,B,C,D,gk,127,manohar pandey,GROUP_D
117,https://i.imgur.com/gq98AKM.png,5.1,b,Hindi,A,B,C,D,gk,128,manohar pandey,GROUP_D
118,https://i.imgur.com/5AWrEdI.png,5.1,c,Hindi,A,B,C,D,gk,129,manohar pandey,GROUP_D
0,https://i.imgur.com/SM1rBmN.png,7.1,c,Hindi,A,B,C,D,gk,1,manohar pandey,GROUP_D
1,https://i.imgur.com/ez1TuNc.png,7.1,a,Hindi,A,B,C,D,gk,2,manohar pandey,GROUP_D
2,https://i.imgur.com/EfLhnm0.png,7.1,b,Hindi,A,B,C,D,gk,3,manohar pandey,GROUP_D
3,https://i.imgur.com/bcJ4nSZ.png,7.1,c,Hindi,A,B,C,D,gk,4,manohar pandey,GROUP_D
4,https://i.imgur.com/Vz091Ko.png,7.1,c,Hindi,A,B,C,D,gk,6,manohar pandey,GROUP_D
5,https://i.imgur.com/Shvhi29.png,7.1,a,Hindi,A,B,C,D,gk,7,manohar pandey,GROUP_D
6,https://i.imgur.com/yJCXnCY.png,7.1,a,Hindi,A,B,C,D,gk,8,manohar pandey,GROUP_D
7,https://i.imgur.com/mkLjNrz.png,7.1,a,Hindi,A,B,C,D,gk,10,manohar pandey,GROUP_D
8,https://i.imgur.com/UMnpclN.png,7.1,c,Hindi,A,B,C,D,gk,11,manohar pandey,GROUP_D
9,https://i.imgur.com/RIXZnHT.png,7.1,d,Hindi,A,B,C,D,gk,12,manohar pandey,GROUP_D
10,https://i.imgur.com/ebXyIm2.png,7.1,c,Hindi,A,B,C,D,gk,13,manohar pandey,GROUP_D
11,https://i.imgur.com/vVKFUtQ.png,7.1,c,Hindi,A,B,C,D,gk,14,manohar pandey,GROUP_D
12,https://i.imgur.com/obmbqlm.png,7.1,c,Hindi,A,B,C,D,gk,15,manohar pandey,GROUP_D
13,https://i.imgur.com/LLRInh9.png,7.1,b,Hindi,A,B,C,D,gk,16,manohar pandey,GROUP_D
14,https://i.imgur.com/sOp8uTl.png,7.1,b,Hindi,A,B,C,D,gk,17,manohar pandey,GROUP_D
15,https://i.imgur.com/BKnyIBa.png,7.1,a,Hindi,A,B,C,D,gk,18,manohar pandey,GROUP_D
16,https://i.imgur.com/reilUgq.png,7.1,c,Hindi,A,B,C,D,gk,19,manohar pandey,GROUP_D
17,https://i.imgur.com/Db7poSr.png,7.1,c,Hindi,A,B,C,D,gk,20,manohar pandey,GROUP_D
18,https://i.imgur.com/qyjYlEo.png,7.1,b,Hindi,A,B,C,D,gk,21,manohar pandey,GROUP_D
19,https://i.imgur.com/ZVXGzxV.png,7.1,b,Hindi,A,B,C,D,gk,22,manohar pandey,GROUP_D
20,https://i.imgur.com/QQ5WwI4.png,7.1,a,Hindi,A,B,C,D,gk,23,manohar pandey,GROUP_D
21,https://i.imgur.com/yS2yqO5.png,7.1,d,Hindi,A,B,C,D,gk,24,manohar pandey,GROUP_D
22,https://i.imgur.com/W2MNYQb.png,7.1,b,Hindi,A,B,C,D,gk,25,manohar pandey,GROUP_D
23,https://i.imgur.com/xZscNho.png,7.1,d,Hindi,A,B,C,D,gk,26,manohar pandey,GROUP_D
24,https://i.imgur.com/hJ2WpYu.png,7.1,c,Hindi,A,B,C,D,gk,27,manohar pandey,GROUP_D
25,https://i.imgur.com/QA374yH.png,7.1,c,Hindi,A,B,C,D,gk,28,manohar pandey,GROUP_D
26,https://i.imgur.com/rh4gjg1.png,7.1,b,Hindi,A,B,C,D,gk,29,manohar pandey,GROUP_D
27,https://i.imgur.com/eJZ47JD.png,7.1,a,Hindi,A,B,C,D,gk,30,manohar pandey,GROUP_D
28,https://i.imgur.com/orPoTOk.png,7.1,a,Hindi,A,B,C,D,gk,31,manohar pandey,GROUP_D
29,https://i.imgur.com/j7VxlS9.png,7.1,a,Hindi,A,B,C,D,gk,32,manohar pandey,GROUP_D
30,https://i.imgur.com/golAN1W.png,7.1,d,Hindi,A,B,C,D,gk,33,manohar pandey,GROUP_D
31,https://i.imgur.com/nKNItpv.png,7.1,d,Hindi,A,B,C,D,gk,34,manohar pandey,GROUP_D
32,https://i.imgur.com/DVDi1t8.png,7.1,b,Hindi,A,B,C,D,gk,35,manohar pandey,GROUP_D
33,https://i.imgur.com/09dOhMg.png,7.1,a,Hindi,A,B,C,D,gk,36,manohar pandey,GROUP_D
34,https://i.imgur.com/tofrdSd.png,7.1,c,Hindi,A,B,C,D,gk,37,manohar pandey,GROUP_D
35,https://i.imgur.com/76SyQLW.png,7.1,c,Hindi,A,B,C,D,gk,38,manohar pandey,GROUP_D
36,https://i.imgur.com/BiNxKIW.png,7.1,a,Hindi,A,B,C,D,gk,39,manohar pandey,GROUP_D
37,https://i.imgur.com/GAFdi9n.png,7.1,d,Hindi,A,B,C,D,gk,40,manohar pandey,GROUP_D
38,https://i.imgur.com/2bKNjcQ.png,7.1,b,Hindi,A,B,C,D,gk,42,manohar pandey,GROUP_D
39,https://i.imgur.com/IBpflVO.png,7.1,b,Hindi,A,B,C,D,gk,43,manohar pandey,GROUP_D
40,https://i.imgur.com/PnGvSq9.png,7.1,b,Hindi,A,B,C,D,gk,44,manohar pandey,GROUP_D
41,https://i.imgur.com/n56eFCT.png,7.1,d,Hindi,A,B,C,D,gk,45,manohar pandey,GROUP_D
42,https://i.imgur.com/VfEPGls.png,7.1,c,Hindi,A,B,C,D,gk,46,manohar pandey,GROUP_D
43,https://i.imgur.com/t0cNRbT.png,7.1,b,Hindi,A,B,C,D,gk,47,manohar pandey,GROUP_D
44,https://i.imgur.com/qoAH4HD.png,7.1,b,Hindi,A,B,C,D,gk,48,manohar pandey,GROUP_D
45,https://i.imgur.com/SgzwA2A.png,7.1,a,Hindi,A,B,C,D,gk,49,manohar pandey,GROUP_D
46,https://i.imgur.com/V72yMkx.png,7.1,d,Hindi,A,B,C,D,gk,50,manohar pandey,GROUP_D
47,https://i.imgur.com/rqZgZSW.png,7.1,c,Hindi,A,B,C,D,gk,51,manohar pandey,GROUP_D
48,https://i.imgur.com/URfEeS2.png,7.1,d,Hindi,A,B,C,D,gk,52,manohar pandey,GROUP_D
49,https://i.imgur.com/lAS3YFH.png,7.1,d,Hindi,A,B,C,D,gk,53,manohar pandey,GROUP_D
50,https://i.imgur.com/R1j2yWL.png,7.1,c,Hindi,A,B,C,D,gk,54,manohar pandey,GROUP_D
51,https://i.imgur.com/qmqN82R.png,7.1,b,Hindi,A,B,C,D,gk,55,manohar pandey,GROUP_D
52,https://i.imgur.com/pAxjG40.png,7.1,b,Hindi,A,B,C,D,gk,56,manohar pandey,GROUP_D
53,https://i.imgur.com/JzbQRCe.png,7.1,c,Hindi,A,B,C,D,gk,57,manohar pandey,GROUP_D
54,https://i.imgur.com/0Qv7wM6.png,7.1,b,Hindi,A,B,C,D,gk,58,manohar pandey,GROUP_D
55,https://i.imgur.com/Ugf4YA8.png,7.1,b,Hindi,A,B,C,D,gk,59,manohar pandey,GROUP_D
56,https://i.imgur.com/HsYpBYr.png,7.1,b,Hindi,A,B,C,D,gk,61,manohar pandey,GROUP_D
57,https://i.imgur.com/qGVqqnN.png,7.1,a,Hindi,A,B,C,D,gk,62,manohar pandey,GROUP_D
58,https://i.imgur.com/eFQW6Hc.png,7.1,a,Hindi,A,B,C,D,gk,63,manohar pandey,GROUP_D
59,https://i.imgur.com/lNSx3gp.png,7.1,b,Hindi,A,B,C,D,gk,64,manohar pandey,GROUP_D
60,https://i.imgur.com/HJYru4m.png,7.1,d,Hindi,A,B,C,D,gk,65,manohar pandey,GROUP_D
61,https://i.imgur.com/IVPNGcV.png,7.1,a,Hindi,A,B,C,D,gk,66,manohar pandey,GROUP_D
62,https://i.imgur.com/9tigvQn.png,7.1,a,Hindi,A,B,C,D,gk,67,manohar pandey,GROUP_D
63,https://i.imgur.com/v0q7she.png,7.1,a,Hindi,A,B,C,D,gk,68,manohar pandey,GROUP_D
64,https://i.imgur.com/ITKfvqN.png,7.1,b,Hindi,A,B,C,D,gk,69,manohar pandey,GROUP_D
65,https://i.imgur.com/ZBCsIWv.png,7.1,a,Hindi,A,B,C,D,gk,70,manohar pandey,GROUP_D
66,https://i.imgur.com/j2FWpnC.png,7.1,c,Hindi,A,B,C,D,gk,71,manohar pandey,GROUP_D
67,https://i.imgur.com/LJs75yx.png,7.1,c,Hindi,A,B,C,D,gk,72,manohar pandey,GROUP_D
68,https://i.imgur.com/vp1bOei.png,7.1,a,Hindi,A,B,C,D,gk,73,manohar pandey,GROUP_D
69,https://i.imgur.com/bYnqPya.png,7.1,a,Hindi,A,B,C,D,gk,74,manohar pandey,GROUP_D
70,https://i.imgur.com/avuj8ig.png,7.1,d,Hindi,A,B,C,D,gk,75,manohar pandey,GROUP_D
71,https://i.imgur.com/WyLujzc.png,7.1,c,Hindi,A,B,C,D,gk,76,manohar pandey,GROUP_D
72,https://i.imgur.com/LDFHIoJ.png,7.1,c,Hindi,A,B,C,D,gk,77,manohar pandey,GROUP_D
73,https://i.imgur.com/3Q1Bydv.png,7.1,a,Hindi,A,B,C,D,gk,78,manohar pandey,GROUP_D
74,https://i.imgur.com/VOJBdOb.png,7.1,c,Hindi,A,B,C,D,gk,79,manohar pandey,GROUP_D
75,https://i.imgur.com/YjZvtCf.png,7.1,b,Hindi,A,B,C,D,gk,80,manohar pandey,GROUP_D
76,https://i.imgur.com/ucusBoX.png,7.1,a,Hindi,A,B,C,D,gk,81,manohar pandey,GROUP_D
77,https://i.imgur.com/Io6YsvL.png,7.1,c,Hindi,A,B,C,D,gk,82,manohar pandey,GROUP_D
78,https://i.imgur.com/D2Cro0s.png,7.1,a,Hindi,A,B,C,D,gk,83,manohar pandey,GROUP_D
79,https://i.imgur.com/AxLndhH.png,7.1,d,Hindi,A,B,C,D,gk,84,manohar pandey,GROUP_D
80,https://i.imgur.com/Ttq2CBo.png,7.1,d,Hindi,A,B,C,D,gk,85,manohar pandey,GROUP_D
81,https://i.imgur.com/0upPwe1.png,7.1,b,Hindi,A,B,C,D,gk,86,manohar pandey,GROUP_D
82,https://i.imgur.com/5EdeCHm.png,7.1,c,Hindi,A,B,C,D,gk,87,manohar pandey,GROUP_D
83,https://i.imgur.com/20TYmBC.png,7.1,b,Hindi,A,B,C,D,gk,89,manohar pandey,GROUP_D
84,https://i.imgur.com/88f78Ix.png,7.1,c,Hindi,A,B,C,D,gk,90,manohar pandey,GROUP_D
85,https://i.imgur.com/d2Da4HN.png,7.1,d,Hindi,A,B,C,D,gk,91,manohar pandey,GROUP_D
86,https://i.imgur.com/0O6VbXS.png,7.1,c,Hindi,A,B,C,D,gk,92,manohar pandey,GROUP_D
87,https://i.imgur.com/SW9cDaW.png,7.1,b,Hindi,A,B,C,D,gk,93,manohar pandey,GROUP_D
88,https://i.imgur.com/EEZWaFY.png,7.1,d,Hindi,A,B,C,D,gk,94,manohar pandey,GROUP_D
89,https://i.imgur.com/0HxF1RW.png,7.1,c,Hindi,A,B,C,D,gk,95,manohar pandey,GROUP_D
90,https://i.imgur.com/A39k0KW.png,7.1,a,Hindi,A,B,C,D,gk,96,manohar pandey,GROUP_D
91,https://i.imgur.com/EwItOCr.png,7.1,a,Hindi,A,B,C,D,gk,97,manohar pandey,GROUP_D
92,https://i.imgur.com/e7ehr34.png,7.1,c,Hindi,A,B,C,D,gk,98,manohar pandey,GROUP_D
93,https://i.imgur.com/W7QHVyH.png,7.1,c,Hindi,A,B,C,D,gk,99,manohar pandey,GROUP_D
94,https://i.imgur.com/Gp1eoBA.png,7.1,b,Hindi,A,B,C,D,gk,101,manohar pandey,GROUP_D
95,https://i.imgur.com/6I2Djww.png,7.1,d,Hindi,A,B,C,D,gk,102,manohar pandey,GROUP_D
96,https://i.imgur.com/Q8derPs.png,7.1,d,Hindi,A,B,C,D,gk,103,manohar pandey,GROUP_D
97,https://i.imgur.com/bI1f8Ga.png,7.1,a,Hindi,A,B,C,D,gk,104,manohar pandey,GROUP_D
98,https://i.imgur.com/hYwzRiH.png,7.1,a,Hindi,A,B,C,D,gk,105,manohar pandey,GROUP_D
99,https://i.imgur.com/GrSsVk6.png,7.1,b,Hindi,A,B,C,D,gk,106,manohar pandey,GROUP_D
100,https://i.imgur.com/ysjxrOu.png,7.1,a,Hindi,A,B,C,D,gk,107,manohar pandey,GROUP_D
101,https://i.imgur.com/PP8gkCl.png,7.1,c,Hindi,A,B,C,D,gk,108,manohar pandey,GROUP_D
102,https://i.imgur.com/ipgp0kR.png,7.1,c,Hindi,A,B,C,D,gk,109,manohar pandey,GROUP_D
103,https://i.imgur.com/k4jPcXq.png,7.1,c,Hindi,A,B,C,D,gk,110,manohar pandey,GROUP_D
104,https://i.imgur.com/yCelab6.png,7.1,c,Hindi,A,B,C,D,gk,111,manohar pandey,GROUP_D
105,https://i.imgur.com/xPsFfwh.png,7.1,d,Hindi,A,B,C,D,gk,112,manohar pandey,GROUP_D
106,https://i.imgur.com/pFI53ho.png,7.1,c,Hindi,A,B,C,D,gk,113,manohar pandey,GROUP_D
107,https://i.imgur.com/Ea7hadY.png,7.1,c,Hindi,A,B,C,D,gk,114,manohar pandey,GROUP_D
108,https://i.imgur.com/9CWcKoC.png,7.1,b,Hindi,A,B,C,D,gk,115,manohar pandey,GROUP_D
109,https://i.imgur.com/XdxvVTI.png,7.1,c,Hindi,A,B,C,D,gk,116,manohar pandey,GROUP_D
110,https://i.imgur.com/jw2n4o8.png,7.1,c,Hindi,A,B,C,D,gk,117,manohar pandey,GROUP_D
111,https://i.imgur.com/ptrGbP8.png,7.1,b,Hindi,A,B,C,D,gk,118,manohar pandey,GROUP_D
112,https://i.imgur.com/rwIhbjY.png,7.1,d,Hindi,A,B,C,D,gk,119,manohar pandey,GROUP_D
113,https://i.imgur.com/v7qfIKY.png,7.1,a,Hindi,A,B,C,D,gk,120,manohar pandey,GROUP_D
114,https://i.imgur.com/BEr0RkN.png,7.1,d,Hindi,A,B,C,D,gk,121,manohar pandey,GROUP_D
115,https://i.imgur.com/y3Aswbq.png,7.1,c,Hindi,A,B,C,D,gk,122,manohar pandey,GROUP_D
116,https://i.imgur.com/UtLs3jO.png,7.1,d,Hindi,A,B,C,D,gk,124,manohar pandey,GROUP_D
117,https://i.imgur.com/gzMr15Y.png,7.1,c,Hindi,A,B,C,D,gk,125,manohar pandey,GROUP_D
118,https://i.imgur.com/KAt9093.png,7.1,b,Hindi,A,B,C,D,gk,126,manohar pandey,GROUP_D
119,https://i.imgur.com/Fo0q5sH.png,7.1,b,Hindi,A,B,C,D,gk,127,manohar pandey,GROUP_D
120,https://i.imgur.com/Kv6zzaf.png,7.1,b,Hindi,A,B,C,D,gk,129,manohar pandey,GROUP_D
121,https://i.imgur.com/qAr5pxl.png,7.1,c,Hindi,A,B,C,D,gk,130,manohar pandey,GROUP_D
122,https://i.imgur.com/27hwEOA.png,7.1,b,Hindi,A,B,C,D,gk,131,manohar pandey,GROUP_D
123,https://i.imgur.com/NVTfFnU.png,7.1,c,Hindi,A,B,C,D,gk,132,manohar pandey,GROUP_D
124,https://i.imgur.com/IMrlNt6.png,7.1,d,Hindi,A,B,C,D,gk,133,manohar pandey,GROUP_D
125,https://i.imgur.com/fbO3FCC.png,7.1,c,Hindi,A,B,C,D,gk,135,manohar pandey,GROUP_D
126,https://i.imgur.com/FjCWLjo.png,7.1,d,Hindi,A,B,C,D,gk,136,manohar pandey,GROUP_D
127,https://i.imgur.com/tePsW6h.png,7.1,d,Hindi,A,B,C,D,gk,137,manohar pandey,GROUP_D
128,https://i.imgur.com/r0BTauZ.png,7.1,d,Hindi,A,B,C,D,gk,138,manohar pandey,GROUP_D
129,https://i.imgur.com/Wcc30D7.png,7.1,d,Hindi,A,B,C,D,gk,140,manohar pandey,GROUP_D
130,https://i.imgur.com/vIlmx5k.png,7.1,c,Hindi,A,B,C,D,gk,141,manohar pandey,GROUP_D
131,https://i.imgur.com/X5ZFbjr.png,7.1,b,Hindi,A,B,C,D,gk,142,manohar pandey,GROUP_D
132,https://i.imgur.com/jNFN23Y.png,7.1,d,Hindi,A,B,C,D,gk,143,manohar pandey,GROUP_D
133,https://i.imgur.com/GxseNwU.png,7.1,d,Hindi,A,B,C,D,gk,144,manohar pandey,GROUP_D
0,https://i.imgur.com/XQPLMJa.png,3.1,b,Hindi,A,B,C,D,gk,1,INDIAN_ECONOMY,GROUP_D
1,https://i.imgur.com/QgQ62JD.png,3.1,a,Hindi,A,B,C,D,gk,2,INDIAN_ECONOMY,GROUP_D
2,https://i.imgur.com/rG5fsE6.png,3.1,d,Hindi,A,B,C,D,gk,3,INDIAN_ECONOMY,GROUP_D
3,https://i.imgur.com/sBKeQlJ.png,3.1,a,Hindi,A,B,C,D,gk,4,INDIAN_ECONOMY,GROUP_D
4,https://i.imgur.com/3B9Y9UZ.png,3.1,a,Hindi,A,B,C,D,gk,5,INDIAN_ECONOMY,GROUP_D
5,https://i.imgur.com/TOATCMb.png,3.1,b,Hindi,A,B,C,D,gk,6,INDIAN_ECONOMY,GROUP_D
6,https://i.imgur.com/ZHE6CIY.png,3.1,a,Hindi,A,B,C,D,gk,7,INDIAN_ECONOMY,GROUP_D
7,https://i.imgur.com/4MKcd2M.png,3.1,b,Hindi,A,B,C,D,gk,8,INDIAN_ECONOMY,GROUP_D
8,https://i.imgur.com/5Gt8Ccp.png,3.1,b,Hindi,A,B,C,D,gk,10,INDIAN_ECONOMY,GROUP_D
9,https://i.imgur.com/ICtYGaJ.png,3.1,b,Hindi,A,B,C,D,gk,11,INDIAN_ECONOMY,GROUP_D
10,https://i.imgur.com/kNb4Lr1.png,3.1,c,Hindi,A,B,C,D,gk,13,INDIAN_ECONOMY,GROUP_D
11,https://i.imgur.com/7TzLCQ6.png,3.1,b,Hindi,A,B,C,D,gk,14,INDIAN_ECONOMY,GROUP_D
12,https://i.imgur.com/gLbv9DS.png,3.1,d,Hindi,A,B,C,D,gk,15,INDIAN_ECONOMY,GROUP_D
13,https://i.imgur.com/EwDENYu.png,3.1,b,Hindi,A,B,C,D,gk,16,INDIAN_ECONOMY,GROUP_D
14,https://i.imgur.com/e0JDbTK.png,3.1,b,Hindi,A,B,C,D,gk,17,INDIAN_ECONOMY,GROUP_D
15,https://i.imgur.com/UVHSJ25.png,3.1,b,Hindi,A,B,C,D,gk,18,INDIAN_ECONOMY,GROUP_D
16,https://i.imgur.com/xVSTnyQ.png,3.1,d,Hindi,A,B,C,D,gk,19,INDIAN_ECONOMY,GROUP_D
17,https://i.imgur.com/0cHtUcX.png,3.1,b,Hindi,A,B,C,D,gk,20,INDIAN_ECONOMY,GROUP_D
18,https://i.imgur.com/30RE0A8.png,3.1,b,Hindi,A,B,C,D,gk,21,INDIAN_ECONOMY,GROUP_D
19,https://i.imgur.com/WcRHGk7.png,3.1,d,Hindi,A,B,C,D,gk,23,INDIAN_ECONOMY,GROUP_D
20,https://i.imgur.com/7lw106q.png,3.1,d,Hindi,A,B,C,D,gk,24,INDIAN_ECONOMY,GROUP_D
21,https://i.imgur.com/xn6vrHZ.png,3.1,c,Hindi,A,B,C,D,gk,25,INDIAN_ECONOMY,GROUP_D
22,https://i.imgur.com/APF9mxG.png,3.1,d,Hindi,A,B,C,D,gk,26,INDIAN_ECONOMY,GROUP_D
23,https://i.imgur.com/879eQrG.png,3.1,c,Hindi,A,B,C,D,gk,27,INDIAN_ECONOMY,GROUP_D
24,https://i.imgur.com/SIfRmJN.png,3.1,c,Hindi,A,B,C,D,gk,1,INDIAN_ECONOMY,GROUP_D
25,https://i.imgur.com/wGqpGne.png,3.1,d,Hindi,A,B,C,D,gk,2,INDIAN_ECONOMY,GROUP_D
26,https://i.imgur.com/XqZKdq2.png,3.1,c,Hindi,A,B,C,D,gk,3,INDIAN_ECONOMY,GROUP_D
27,https://i.imgur.com/uusIN2f.png,3.1,b,Hindi,A,B,C,D,gk,5,INDIAN_ECONOMY,GROUP_D
28,https://i.imgur.com/ClV6RAO.png,3.1,b,Hindi,A,B,C,D,gk,6,INDIAN_ECONOMY,GROUP_D
29,https://i.imgur.com/YuJuxvy.png,3.1,a,Hindi,A,B,C,D,gk,8,INDIAN_ECONOMY,GROUP_D
30,https://i.imgur.com/qhg9LnE.png,3.1,a,Hindi,A,B,C,D,gk,9,INDIAN_ECONOMY,GROUP_D
31,https://i.imgur.com/VPpwCbp.png,3.1,c,Hindi,A,B,C,D,gk,10,INDIAN_ECONOMY,GROUP_D
32,https://i.imgur.com/JmwDf3t.png,3.1,a,Hindi,A,B,C,D,gk,11,INDIAN_ECONOMY,GROUP_D
33,https://i.imgur.com/BWgPSj8.png,3.1,d,Hindi,A,B,C,D,gk,12,INDIAN_ECONOMY,GROUP_D
34,https://i.imgur.com/s6fhbZz.png,3.1,b,Hindi,A,B,C,D,gk,14,INDIAN_ECONOMY,GROUP_D
35,https://i.imgur.com/KF4VlYW.png,3.1,a,Hindi,A,B,C,D,gk,15,INDIAN_ECONOMY,GROUP_D
36,https://i.imgur.com/6BTcgxF.png,3.1,c,Hindi,A,B,C,D,gk,16,INDIAN_ECONOMY,GROUP_D
37,https://i.imgur.com/NKXDdnC.png,3.1,c,Hindi,A,B,C,D,gk,17,INDIAN_ECONOMY,GROUP_D
38,https://i.imgur.com/bpHq7Kh.png,3.1,c,Hindi,A,B,C,D,gk,18,INDIAN_ECONOMY,GROUP_D
39,https://i.imgur.com/khcRYsD.png,3.1,d,Hindi,A,B,C,D,gk,19,INDIAN_ECONOMY,GROUP_D
40,https://i.imgur.com/4zFEKEu.png,3.1,c,Hindi,A,B,C,D,gk,20,INDIAN_ECONOMY,GROUP_D
41,https://i.imgur.com/jm2SsDz.png,3.1,d,Hindi,A,B,C,D,gk,21,INDIAN_ECONOMY,GROUP_D
42,https://i.imgur.com/bhFhqdf.png,3.1,d,Hindi,A,B,C,D,gk,22,INDIAN_ECONOMY,GROUP_D
43,https://i.imgur.com/mwaiq4T.png,3.1,d,Hindi,A,B,C,D,gk,23,INDIAN_ECONOMY,GROUP_D
44,https://i.imgur.com/4J5Snie.png,3.1,a,Hindi,A,B,C,D,gk,24,INDIAN_ECONOMY,GROUP_D
45,https://i.imgur.com/KHIUn6J.png,3.1,c,Hindi,A,B,C,D,gk,25,INDIAN_ECONOMY,GROUP_D
46,https://i.imgur.com/sdtVcNl.png,3.1,b,Hindi,A,B,C,D,gk,26,INDIAN_ECONOMY,GROUP_D
47,https://i.imgur.com/k1n2FGe.png,3.1,b,Hindi,A,B,C,D,gk,27,INDIAN_ECONOMY,GROUP_D
48,https://i.imgur.com/nBzs1Yp.png,3.1,a,Hindi,A,B,C,D,gk,28,INDIAN_ECONOMY,GROUP_D
49,https://i.imgur.com/qH2DWWR.png,3.1,b,Hindi,A,B,C,D,gk,29,INDIAN_ECONOMY,GROUP_D
50,https://i.imgur.com/uD4yc9A.png,3.1,c,Hindi,A,B,C,D,gk,30,INDIAN_ECONOMY,GROUP_D
51,https://i.imgur.com/WVcgq2r.png,3.1,b,Hindi,A,B,C,D,gk,31,INDIAN_ECONOMY,GROUP_D
52,https://i.imgur.com/8wD0Q4y.png,3.1,b,Hindi,A,B,C,D,gk,32,INDIAN_ECONOMY,GROUP_D
53,https://i.imgur.com/ccpYD5z.png,3.1,b,Hindi,A,B,C,D,gk,33,INDIAN_ECONOMY,GROUP_D
54,https://i.imgur.com/7GaugQu.png,3.1,a,Hindi,A,B,C,D,gk,34,INDIAN_ECONOMY,GROUP_D
55,https://i.imgur.com/PGbATD4.png,3.1,d,Hindi,A,B,C,D,gk,36,INDIAN_ECONOMY,GROUP_D
56,https://i.imgur.com/23kgYlk.png,3.1,c,Hindi,A,B,C,D,gk,37,INDIAN_ECONOMY,GROUP_D
57,https://i.imgur.com/gRPNs9k.png,3.1,c,Hindi,A,B,C,D,gk,38,INDIAN_ECONOMY,GROUP_D
58,https://i.imgur.com/UuFlhRB.png,3.1,b,Hindi,A,B,C,D,gk,39,INDIAN_ECONOMY,GROUP_D
59,https://i.imgur.com/HUG8P6t.png,3.1,a,Hindi,A,B,C,D,gk,40,INDIAN_ECONOMY,GROUP_D
60,https://i.imgur.com/Ys3r7jz.png,3.1,d,Hindi,A,B,C,D,gk,41,INDIAN_ECONOMY,GROUP_D
61,https://i.imgur.com/lqfRSo4.png,3.1,d,Hindi,A,B,C,D,gk,42,INDIAN_ECONOMY,GROUP_D
62,https://i.imgur.com/4rjaYaI.png,3.1,d,Hindi,A,B,C,D,gk,43,INDIAN_ECONOMY,GROUP_D
63,https://i.imgur.com/Nqpm55t.png,3.1,a,Hindi,A,B,C,D,gk,44,INDIAN_ECONOMY,GROUP_D
64,https://i.imgur.com/JwSLLAN.png,3.1,d,Hindi,A,B,C,D,gk,46,INDIAN_ECONOMY,GROUP_D
65,https://i.imgur.com/2CRncP1.png,3.1,b,Hindi,A,B,C,D,gk,47,INDIAN_ECONOMY,GROUP_D
66,https://i.imgur.com/y6edLoY.png,3.1,a,Hindi,A,B,C,D,gk,48,INDIAN_ECONOMY,GROUP_D
67,https://i.imgur.com/6MJ55bm.png,3.1,b,Hindi,A,B,C,D,gk,49,INDIAN_ECONOMY,GROUP_D
68,https://i.imgur.com/fw6zvO0.png,3.1,c,Hindi,A,B,C,D,gk,50,INDIAN_ECONOMY,GROUP_D
69,https://i.imgur.com/kSftuWi.png,3.1,c,Hindi,A,B,C,D,gk,51,INDIAN_ECONOMY,GROUP_D
70,https://i.imgur.com/DiLrYTb.png,3.1,b,Hindi,A,B,C,D,gk,52,INDIAN_ECONOMY,GROUP_D
71,https://i.imgur.com/OQ04My9.png,3.1,c,Hindi,A,B,C,D,gk,53,INDIAN_ECONOMY,GROUP_D
