,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
490,22,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/36 (04).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/36 (04).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
491,23,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/36 (05).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/36 (05).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
492,24,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/36 (06).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/36 (06).png,bio,14.1,6,D,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
493,25,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/36 (07).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/36 (07).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
494,26,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (01).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (01).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
495,27,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (02).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (02).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
496,28,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (03).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (03).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
497,29,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (04).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (04).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
498,30,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (05).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (05).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
499,31,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (06).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (06).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
500,32,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/37 (07).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/37 (07).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
501,33,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (01).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (01).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
502,34,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (02).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (02).png,bio,14.1,6,E,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
503,35,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (03).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (03).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
504,36,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (04).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (04).png,bio,14.1,6,M,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
505,37,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (05).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (05).png,bio,14.1,6,D,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
506,38,"b,d",https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (06).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (06).png,bio,14.1,6,D,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
507,39,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 QUE/38 (07).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 14 SOL/38 (07).png,bio,14.1,6,D,A,B,C,D,,NEET,Eng,Universal,Respiration In Plants
508,1,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (01).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
509,2,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (02).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
510,3,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (03).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
511,4,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (04).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
512,5,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (05).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
513,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (06).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
514,7,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (07).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
515,8,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (08).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
516,9,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (09).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
517,10,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (10).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
518,11,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (11).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
519,12,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/15 (12).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/15 (12).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
520,13,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/16 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/16 (01).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
521,14,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/16 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/16 (02).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
522,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/16 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/16 (03).png,bio,17.1,1,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
523,1,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (01).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
524,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (02).png,bio,17.1,2,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
525,3,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (03).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
526,4,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (04).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
527,5,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (05).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
528,6,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/17 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/17 (06).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
529,7,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/18 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/18 (01).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
530,8,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/18 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/18 (02).png,bio,17.1,2,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
531,9,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/18 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/18 (03).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
532,10,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/18 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/18 (04).png,bio,17.1,2,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
533,11,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/18 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/18 (05).png,bio,17.1,2,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
534,1,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (01).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
535,2,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (02).png,bio,17.1,3,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
536,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (03).png,bio,17.1,3,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
537,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (04).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
538,5,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (05).png,bio,17.1,1,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
539,6,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (06).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
540,7,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (07).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
541,8,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (08).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
542,9,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (09).png,bio,17.1,3,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
543,10,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (10).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
544,11,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/19 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/19 (11).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
545,12,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (01).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
546,13,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (02).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
547,14,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (03).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
548,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (04).png,bio,17.1,4,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
549,16,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (05).png,bio,17.1,1,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
550,17,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/20 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/20 (06).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
551,18,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (01).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
552,19,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (02).png,bio,17.1,1,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
553,20,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (03).png,bio,17.1,1,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
554,21,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (04).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
555,22,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (05).png,bio,17.1,3,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
556,23,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (06).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
557,24,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/21 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/21 (07).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
558,25,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/22 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/22 (01).png,bio,17.1,4,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
559,26,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/22 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/22 (02).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
560,27,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/22 (03).png,,,bio,17.1,1,D,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
561,28,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/22 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/22 (04).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
562,29,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/22 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/22 (05).png,bio,17.1,3,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
563,30,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (01).png,bio,17.1,1,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
564,31,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (02).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
565,32,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (03).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
566,33,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (04).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
567,34,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (05).png,bio,17.1,2,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
568,35,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/23 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/23 (06).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
569,36,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (01).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
570,37,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (02).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
571,38,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (03).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
572,39,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (04).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
573,40,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (05).png,bio,17.1,2,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
574,41,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/24 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/24 (06).png,bio,17.1,2,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
575,42,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (01).png,bio,17.1,4,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
576,43,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (02).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
577,1,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (03).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
578,2,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (04).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
579,3,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (05).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
580,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (06).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
581,5,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (07).png,bio,17.1,5,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
582,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (08).png,bio,17.1,5,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
583,7,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (09).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
584,8,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/25 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/25 (10).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
585,9,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (01).png,bio,17.1,5,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
586,1,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (02).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
587,2,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (03).png,bio,17.1,1,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
588,3,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (04).png,bio,17.1,4,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
589,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (05).png,bio,17.1,1,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
590,1,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (06).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
591,2,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (07).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
592,3,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (08).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
593,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (09).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
594,5,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/26 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/26 (10).png,bio,17.1,5,M,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
595,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 que/27 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 17 sol/27 (01).png,bio,17.1,5,E,A,B,C,D,,NEET,Eng,Universal,Breathing And Exchange Of Gases
