,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
681,2,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/13 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/13 (02).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
682,3,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/13 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/13 (03).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
683,4,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/13 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/13 (04).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
684,5,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/13 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/13 (05).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
685,7,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (01).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
686,8,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (02).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
687,9,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (03).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
688,10,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (04).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
689,11,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (05).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
690,12,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (06).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
691,13,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (07).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
692,14,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (08).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
693,15,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (09).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
694,16,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (10).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
695,17,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (11).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
696,18,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (12).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
697,19,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (13).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
698,20,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/14 (14).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/14 (14).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
699,21,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (01).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
700,22,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (02).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
701,23,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (03).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
702,25,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (05).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
703,26,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (06).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
704,27,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (07).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
705,28,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (08).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
706,29,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (09).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
707,30,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (10).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
708,31,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (11).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
709,32,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (12).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
710,33,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/15 (13).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
711,34,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (01).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
712,35,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (02).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
713,36,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (03).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
714,37,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (04).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
715,38,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (05).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
716,39,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (06).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
717,40,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (07).png,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
718,41,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (08).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
719,42,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (09).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
720,43,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (10).png,Physics_NEET,15.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
721,1,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (11).png,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
722,2,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/16 (12).png,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
723,5,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/17 (02).png,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
724,7,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/17 (04).png,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
725,9,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 sol/17 (06).png,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
726,10,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (07).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
727,11,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (08).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
728,6,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/13 (06).png,,,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
729,24,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/15 (04).png,,,Physics_NEET,15.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
730,3,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/16 (13).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
731,4,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (01).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
732,6,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (03).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
733,8,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (05).png,,,Physics_NEET,15.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
734,1,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (09).png,,,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
735,2,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (10).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
736,3,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (11).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
737,4,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (12).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
738,5,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (13).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
739,7,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (15).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (15).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
740,8,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (16).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (16).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
741,10,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (18).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (18).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
742,12,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/17 (20).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/17 (20).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
743,13,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (01).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
744,14,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (02).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
745,15,e,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (03).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
746,17,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (05).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
747,19,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (07).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
748,20,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (08).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
749,22,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (10).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
750,23,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (11).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
751,24,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (12).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
752,25,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/18 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/18 (13).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
753,26,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (01).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
754,28,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (03).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
755,29,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (04).png,Physics_NEET,15.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
756,3,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (07).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
757,4,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (08).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
758,5,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (09).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
759,6,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (10).png,Physics_NEET,15.1,4,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
760,7,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (11).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
761,8,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/19 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/19 (12).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
762,10,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (01).png,Physics_NEET,15.1,4,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
763,11,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (02).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
764,12,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (03).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
765,13,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (04).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
766,15,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (06).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
767,16,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (07).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
768,17,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (08).png,Physics_NEET,15.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
769,1,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (09).png,Physics_NEET,15.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
770,2,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (10).png,Physics_NEET,15.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
771,3,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (11).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
772,4,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/20 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/20 (12).png,Physics_NEET,15.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
773,5,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (01).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
774,6,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (02).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
775,7,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (03).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
776,8,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (04).png,Physics_NEET,15.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
777,9,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (05).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
778,10,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (06).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
779,11,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L1 QUE/21 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 15 L2 sol/21 (07).png,Physics_NEET,15.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Transmission of Heat
